location,forecast_date,quantile,horizon,target_type,model,prediction,true_value,availability,model_type,target_end_date,population,period_cat
AT,2021-04-12,0.01,1,Cases,weighted.median_ensemble,11899,17997,1,ensemble,2021-04-17,8809212,1
AT,2021-04-12,0.01,1,Deaths,weighted.median_ensemble,97.5,250,1,ensemble,2021-04-17,8809212,1
AT,2021-04-12,0.01,2,Cases,weighted.median_ensemble,8138.5,16139,1,ensemble,2021-04-24,8809212,1
AT,2021-04-12,0.01,2,Deaths,weighted.median_ensemble,86,236,1,ensemble,2021-04-24,8809212,1
AT,2021-04-12,0.01,3,Cases,weighted.median_ensemble,5260,13927,1,ensemble,2021-05-01,8809212,1
AT,2021-04-12,0.01,3,Deaths,weighted.median_ensemble,69,176,1,ensemble,2021-05-01,8809212,1
AT,2021-04-12,0.01,4,Cases,weighted.median_ensemble,3347,10270,1,ensemble,2021-05-08,8809212,1
AT,2021-04-12,0.01,4,Deaths,weighted.median_ensemble,47.5,174,1,ensemble,2021-05-08,8809212,1
AT,2021-04-12,0.025,1,Cases,weighted.median_ensemble,12708.5,17997,1,ensemble,2021-04-17,8809212,1
AT,2021-04-12,0.025,1,Deaths,weighted.median_ensemble,114,250,1,ensemble,2021-04-17,8809212,1
AT,2021-04-12,0.025,2,Cases,weighted.median_ensemble,8718.5,16139,1,ensemble,2021-04-24,8809212,1
AT,2021-04-12,0.025,2,Deaths,weighted.median_ensemble,101,236,1,ensemble,2021-04-24,8809212,1
AT,2021-04-12,0.025,3,Cases,weighted.median_ensemble,5819.5,13927,1,ensemble,2021-05-01,8809212,1
AT,2021-04-12,0.025,3,Deaths,weighted.median_ensemble,81.5,176,1,ensemble,2021-05-01,8809212,1
AT,2021-04-12,0.025,4,Cases,weighted.median_ensemble,3838,10270,1,ensemble,2021-05-08,8809212,1
AT,2021-04-12,0.025,4,Deaths,weighted.median_ensemble,61,174,1,ensemble,2021-05-08,8809212,1
