location,forecast_date,quantile,horizon,target_type,model,prediction,true_value,availability,model_type,target_end_date,population,period_cat
CZ,2021-03-15,0.01,1,Cases,median-hubreplica,47572.5,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.01,1,Deaths,median-hubreplica,1172,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.01,2,Cases,median-hubreplica,30470,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.01,2,Deaths,median-hubreplica,1008,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.01,3,Cases,median-hubreplica,17050.5,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.01,3,Deaths,median-hubreplica,816.5,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.01,4,Cases,median-hubreplica,11972,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.01,4,Deaths,median-hubreplica,708,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.025,1,Cases,median-hubreplica,51338,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.025,1,Deaths,median-hubreplica,1225.5,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.025,2,Cases,median-hubreplica,33498.5,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.025,2,Deaths,median-hubreplica,1107,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.025,3,Cases,median-hubreplica,21113.5,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.025,3,Deaths,median-hubreplica,923.5,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.025,4,Cases,median-hubreplica,15624,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.025,4,Deaths,median-hubreplica,794,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.05,1,Cases,median-hubreplica,54674.5,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.05,1,Deaths,median-hubreplica,1275.5,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.05,2,Cases,median-hubreplica,36920.5,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.05,2,Deaths,median-hubreplica,1178.5,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.05,3,Cases,median-hubreplica,25196.5,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.05,3,Deaths,median-hubreplica,1024,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.05,4,Cases,median-hubreplica,19216.5,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.05,4,Deaths,median-hubreplica,883.5,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.1,1,Cases,median-hubreplica,59256,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.1,1,Deaths,median-hubreplica,1344.5,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.1,2,Cases,median-hubreplica,42378.5,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.1,2,Deaths,median-hubreplica,1294.5,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.1,3,Cases,median-hubreplica,30444.5,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.1,3,Deaths,median-hubreplica,1158.5,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.1,4,Cases,median-hubreplica,24053,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.1,4,Deaths,median-hubreplica,1028.5,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.15,1,Cases,median-hubreplica,62274.5,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.15,1,Deaths,median-hubreplica,1384,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.15,2,Cases,median-hubreplica,47296.5,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.15,2,Deaths,median-hubreplica,1362.5,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.15,3,Cases,median-hubreplica,34376,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.15,3,Deaths,median-hubreplica,1249,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.15,4,Cases,median-hubreplica,27858,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.15,4,Deaths,median-hubreplica,1140.5,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.2,1,Cases,median-hubreplica,64771.5,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.2,1,Deaths,median-hubreplica,1418.5,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.2,2,Cases,median-hubreplica,51014.5,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.2,2,Deaths,median-hubreplica,1412,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.2,3,Cases,median-hubreplica,37763.5,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.2,3,Deaths,median-hubreplica,1325.5,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.2,4,Cases,median-hubreplica,31271.5,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.2,4,Deaths,median-hubreplica,1216.5,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.25,1,Cases,median-hubreplica,66983,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.25,1,Deaths,median-hubreplica,1448,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.25,2,Cases,median-hubreplica,54480,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.25,2,Deaths,median-hubreplica,1463.5,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.25,3,Cases,median-hubreplica,41831,38713,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.25,3,Deaths,median-hubreplica,1369,1089,1,ensemble,2021-04-03,10591323,1
CZ,2021-03-15,0.25,4,Cases,median-hubreplica,34525.5,28238,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.25,4,Deaths,median-hubreplica,1264.5,867,1,ensemble,2021-04-10,10591323,1
CZ,2021-03-15,0.3,1,Cases,median-hubreplica,69006.5,67298,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.3,1,Deaths,median-hubreplica,1476,1447,1,ensemble,2021-03-20,10591323,1
CZ,2021-03-15,0.3,2,Cases,median-hubreplica,57653,51615,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.3,2,Deaths,median-hubreplica,1514,1248,1,ensemble,2021-03-27,10591323,1
CZ,2021-03-15,0.3,3,Cases,median-hubreplica,46581.5,38713,1,ensemble,2021-04-03,10591323,1
