model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
ILM-EKF,DE,Deaths,2022-02-07,1,273.496521739131,5.39130434782609,0,268.105217391304,0.1,1,1,124,2022-02-12
ITWW-county_repro,DE,Deaths,2022-02-07,1,103.959565217391,96.2173913043478,0,7.74217391304348,1,0,0,133,2022-02-12
MUNI-ARIMA,DE,Deaths,2022-02-07,1,253.093043478261,0,222.869565217391,30.2234782608696,-0.95,0,0,360,2022-02-12
RobertWalraven-ESG,DE,Deaths,2022-02-07,1,175.80347826087,0,139,36.8034782608696,-0.95,0,0,291,2022-02-12
UMass-MechBayes,DE,Deaths,2022-02-07,1,207.312608695652,113.782608695652,0,93.53,0.7,0,1,373,2022-02-12
itwm-dSEIR,DE,Deaths,2022-02-07,1,231.156956521739,11.7391304347826,0,219.417826086957,0.2,1,1,178,2022-02-12
EuroCOVIDhub-baseline,DE,Deaths,2022-02-07,2,177.532173913044,0,102.652173913043,74.88,-0.6,0,1,321,2022-02-19
FIAS_FZJ-Epi1Ger,DE,Deaths,2022-02-07,2,221.22347826087,201.913043478261,0,19.3104347826087,1,0,0,270,2022-02-19
HZI-AgeExtendedSEIR,DE,Deaths,2022-02-07,2,169.478260869565,0,89.0869565217391,80.3913043478261,-0.6,0,1,305,2022-02-19
IEM_Health-CovidProject,DE,Deaths,2022-02-07,2,341.68,0,288.130434782609,53.5495652173913,-0.95,0,0,537,2022-02-19
ILM-EKF,DE,Deaths,2022-02-07,2,511.643043478261,30.304347826087,0,481.338695652174,0.2,1,1,377,2022-02-19
ITWW-county_repro,DE,Deaths,2022-02-07,2,338.934782608696,328.608695652174,0,10.3260869565217,1,0,0,374,2022-02-19
MUNI-ARIMA,DE,Deaths,2022-02-07,2,398.327391304348,0,351.260869565217,47.0665217391305,-0.98,0,0,603,2022-02-19
RobertWalraven-ESG,DE,Deaths,2022-02-07,2,271.210434782609,0,222.130434782609,49.08,-0.95,0,0,433,2022-02-19
UMass-MechBayes,DE,Deaths,2022-02-07,2,148.434347826087,53.9130434782609,0,94.5213043478261,0.5,1,1,260,2022-02-19
itwm-dSEIR,DE,Deaths,2022-02-07,2,454.256956521739,22.4782608695652,0,431.778695652174,0.2,1,1,357,2022-02-19
EuroCOVIDhub-baseline,DE,Deaths,2022-02-07,3,210.644782608696,0,109.608695652174,101.036086956522,-0.6,0,1,387,2022-02-26
FIAS_FZJ-Epi1Ger,DE,Deaths,2022-02-07,3,394.21,363.434782608696,0,30.7752173913043,1,0,0,469,2022-02-26
HZI-AgeExtendedSEIR,DE,Deaths,2022-02-07,3,216.691739130435,0,94.0434782608696,122.648260869565,-0.5,1,1,391,2022-02-26
IEM_Health-CovidProject,DE,Deaths,2022-02-07,3,404.857826086957,0,342.521739130435,62.3360869565218,-0.95,0,0,642,2022-02-26
ILM-EKF,DE,Deaths,2022-02-07,3,816.948695652174,84.695652173913,0,732.253043478261,0.3,1,1,742,2022-02-26
ITWW-county_repro,DE,Deaths,2022-02-07,3,662.404782608696,648.826086956522,0,13.5786956521739,1,0,0,707,2022-02-26
MUNI-ARIMA,DE,Deaths,2022-02-07,3,441.778695652174,0,378.826086956522,62.9526086956522,-0.95,0,0,705,2022-02-26
RobertWalraven-ESG,DE,Deaths,2022-02-07,3,269.476086956522,0,208.130434782609,61.345652173913,-0.9,0,1,455,2022-02-26
UMass-MechBayes,DE,Deaths,2022-02-07,3,92.8130434782609,4.39130434782609,0,88.4217391304348,0.2,1,1,65,2022-02-26
itwm-dSEIR,DE,Deaths,2022-02-07,3,652.845652173913,16.7826086956522,0,636.063043478261,0.1,1,1,386,2022-02-26
EuroCOVIDhub-baseline,DE,Deaths,2022-02-07,4,235.480869565217,0,114.304347826087,121.17652173913,-0.6,0,1,433,2022-03-05
FIAS_FZJ-Epi1Ger,DE,Deaths,2022-02-07,4,519.373913043478,479.782608695652,0,39.5913043478261,1,0,0,617,2022-03-05
HZI-AgeExtendedSEIR,DE,Deaths,2022-02-07,4,277.055217391304,0,99.4347826086957,177.620434782609,-0.5,1,1,461,2022-03-05
IEM_Health-CovidProject,DE,Deaths,2022-02-07,4,445.058695652174,0,373.652173913044,71.4065217391304,-0.95,0,0,732,2022-03-05
ILM-EKF,DE,Deaths,2022-02-07,4,1186.57956521739,154.913043478261,0,1031.66652173913,0.4,1,1,1141,2022-03-05
ITWW-county_repro,DE,Deaths,2022-02-07,4,1058.9547826087,1037.65217391304,0,21.3026086956522,1,0,0,1130,2022-03-05
MUNI-ARIMA,DE,Deaths,2022-02-07,4,493.302173913043,0,414.173913043478,79.1282608695652,-0.95,0,0,818,2022-03-05
RobertWalraven-ESG,DE,Deaths,2022-02-07,4,277.070869565217,0,203.434782608696,73.6360869565217,-0.9,0,1,483,2022-03-05
UMass-MechBayes,DE,Deaths,2022-02-07,4,107.901304347826,0,20.4347826086957,87.4665217391305,-0.3,1,1,158,2022-03-05
itwm-dSEIR,DE,Deaths,2022-02-07,4,765.52652173913,6,0,759.52652173913,0.1,1,1,138,2022-03-05
EuroCOVIDhub-baseline,FR,Cases,2022-02-07,1,665498.61826087,658427.782608696,0,7070.83565217391,1,0,0,752727,2022-02-12
IEM_Health-CovidProject,FR,Cases,2022-02-07,1,326398.269565217,234309.608695652,0,92088.6608695652,0.9,0,1,570939,2022-02-12
ILM-EKF,FR,Cases,2022-02-07,1,102696.041304348,59959.347826087,0,42736.6934782609,0.7,0,1,187979,2022-02-12
RobertWalraven-ESG,FR,Cases,2022-02-07,1,782272.501739131,711680.304347826,0,70592.1973913043,1,0,0,1030289,2022-02-12
epiforecasts-EpiNow2,FR,Cases,2022-02-07,1,58175.8530434783,0,22697.1739130435,35478.6791304348,-0.5,1,1,108471,2022-02-12
epiforecasts-weeklygrowth,FR,Cases,2022-02-07,1,345367.608695652,210228.47826087,0,135139.130434783,0.8,0,1,589017,2022-02-12
EuroCOVIDhub-baseline,FR,Cases,2022-02-07,2,1019608.06521739,1004487.7826087,0,15120.2826086957,1,0,0,1150343,2022-02-19
IEM_Health-CovidProject,FR,Cases,2022-02-07,2,413475.519130435,316434.043478261,0,97041.4756521739,0.95,0,0,699145,2022-02-19
ILM-EKF,FR,Cases,2022-02-07,2,123618.945217391,53811.5652173913,0,69807.38,0.6,0,1,215962,2022-02-19
RobertWalraven-ESG,FR,Cases,2022-02-07,2,1006840.30565217,912717.434782609,0,94122.8708695652,1,0,0,1337529,2022-02-19
epiforecasts-EpiNow2,FR,Cases,2022-02-07,2,358197.62826087,0,348173.434782609,10024.1934782609,-1,0,0,394951,2022-02-19
epiforecasts-weeklygrowth,FR,Cases,2022-02-07,2,487717,298554.826086957,0,189162.173913044,0.9,0,1,806633,2022-02-19
EuroCOVIDhub-baseline,FR,Cases,2022-02-07,3,1173605.84695652,1151756.43478261,0,21849.412173913,1,0,0,1327652,2022-02-26
IEM_Health-CovidProject,FR,Cases,2022-02-07,3,388439.798695652,289065.130434783,0,99374.6682608696,0.9,0,1,662420,2022-02-26
ILM-EKF,FR,Cases,2022-02-07,3,100486.715652174,21929.1304347826,0,78557.5852173913,0.4,1,1,140594,2022-02-26
RobertWalraven-ESG,FR,Cases,2022-02-07,3,980080.314782609,862426.739130435,0,117653.575652174,1,0,0,1393441,2022-02-26
epiforecasts-EpiNow2,FR,Cases,2022-02-07,3,371772.4,0,370428.173913044,1344.22608695652,-1,0,0,376918,2022-02-26
epiforecasts-weeklygrowth,FR,Cases,2022-02-07,3,536959.304347826,292826.695652174,0,244132.608695652,0.9,0,1,853942,2022-02-26
EuroCOVIDhub-baseline,FR,Cases,2022-02-07,4,1197021.11695652,1167820.86956522,0,29200.2473913044,1,0,0,1375062,2022-03-05
IEM_Health-CovidProject,FR,Cases,2022-02-07,4,286510.392608696,181769.391304348,0,104741.001304348,0.8,0,1,499344,2022-03-05
ILM-EKF,FR,Cases,2022-02-07,4,78380.29,735.826086956522,0,77644.4639130435,0.1,1,1,16924,2022-03-05
RobertWalraven-ESG,FR,Cases,2022-02-07,4,840047.977391304,698863.652173913,0,141184.325217391,0.98,0,0,1316414,2022-03-05
epiforecasts-EpiNow2,FR,Cases,2022-02-07,4,347968.752608696,0,347925.869565217,42.8830434782609,-1,0,0,348139,2022-03-05
epiforecasts-weeklygrowth,FR,Cases,2022-02-07,4,535152.956521739,246186.086956522,0,288966.869565217,0.8,0,1,841352,2022-03-05
EuroCOVIDhub-baseline,FR,Deaths,2022-02-07,1,260.267826086957,0,218.869565217391,41.3982608695652,-0.9,0,1,406,2022-02-12
IEM_Health-CovidProject,FR,Deaths,2022-02-07,1,144.219565217391,0,54.304347826087,89.9152173913043,-0.5,1,1,261,2022-02-12
ILM-EKF,FR,Deaths,2022-02-07,1,593.836086956522,0,20.9130434782609,572.923043478261,-0.2,1,1,355,2022-02-12
MUNI-ARIMA,FR,Deaths,2022-02-07,1,229.730869565217,0,183.04347826087,46.6873913043478,-0.9,0,1,368,2022-02-12
RobertWalraven-ESG,FR,Deaths,2022-02-07,1,185.238695652174,0,151.739130434783,33.4995652173913,-0.95,0,0,296,2022-02-12
UMass-MechBayes,FR,Deaths,2022-02-07,1,146.334347826087,19.8695652173913,0,126.464782608696,0.3,1,1,173,2022-02-12
epiforecasts-EpiNow2,FR,Deaths,2022-02-07,1,243.973043478261,0,73.6521739130435,170.320869565217,-0.4,1,1,422,2022-02-12
EuroCOVIDhub-baseline,FR,Deaths,2022-02-07,2,80.3182608695652,0.391304347826087,0,79.9269565217391,0.1,1,1,9,2022-02-19
IEM_Health-CovidProject,FR,Deaths,2022-02-07,2,172.553043478261,58.3478260869565,0,114.205217391304,0.5,1,1,298,2022-02-19
ILM-EKF,FR,Deaths,2022-02-07,2,847.128695652174,0,2.17391304347826,844.954782608696,-0.1,1,1,50,2022-02-19
MUNI-ARIMA,FR,Deaths,2022-02-07,2,101.53347826087,12.304347826087,0,89.2291304347826,0.3,1,1,115,2022-02-19
RobertWalraven-ESG,FR,Deaths,2022-02-07,2,55.1573913043478,10.5217391304348,0,44.6356521739131,0.3,1,1,80,2022-02-19
UMass-MechBayes,FR,Deaths,2022-02-07,2,200.478260869565,76.304347826087,0,124.173913043478,0.5,1,1,355,2022-02-19
epiforecasts-EpiNow2,FR,Deaths,2022-02-07,2,290.53652173913,0,121.608695652174,168.927826086957,-0.5,1,1,575,2022-02-19
EuroCOVIDhub-baseline,FR,Deaths,2022-02-07,3,257.923913043478,145.608695652174,0,112.315217391304,0.7,0,1,455,2022-02-26
IEM_Health-CovidProject,FR,Deaths,2022-02-07,3,520.67652173913,370.434782608696,0,150.241739130435,0.9,0,1,866,2022-02-26
ILM-EKF,FR,Deaths,2022-02-07,3,1011.88130434783,6.60869565217391,0,1005.27260869565,0.1,1,1,152,2022-02-26
MUNI-ARIMA,FR,Deaths,2022-02-07,3,297.055217391304,163.565217391304,0,133.49,0.7,0,1,548,2022-02-26
RobertWalraven-ESG,FR,Deaths,2022-02-07,3,253.45652173913,197.608695652174,0,55.8478260869565,0.9,0,1,425,2022-02-26
UMass-MechBayes,FR,Deaths,2022-02-07,3,207.062173913044,96.8260869565217,0,110.236086956522,0.6,0,1,369,2022-02-26
epiforecasts-EpiNow2,FR,Deaths,2022-02-07,3,371.62347826087,0,241.260869565217,130.362608695652,-0.7,0,1,723,2022-02-26
EuroCOVIDhub-baseline,FR,Deaths,2022-02-07,4,403.309565217391,263.04347826087,0,140.266086956522,0.8,0,1,722,2022-03-05
IEM_Health-CovidProject,FR,Deaths,2022-02-07,4,814.459130434782,609.695652173913,0,204.76347826087,0.95,0,0,1287,2022-03-05
ILM-EKF,FR,Deaths,2022-02-07,4,951.126956521739,1.21739130434783,0,949.909565217392,0.1,1,1,28,2022-03-05
MUNI-ARIMA,FR,Deaths,2022-02-07,4,431.23,247.739130434783,0,183.490869565217,0.7,0,1,786,2022-03-05
RobertWalraven-ESG,FR,Deaths,2022-02-07,4,351.579565217391,284.565217391304,0,67.014347826087,0.95,0,0,569,2022-03-05
UMass-MechBayes,FR,Deaths,2022-02-07,4,151.86347826087,53.7391304347826,0,98.124347826087,0.5,1,1,274,2022-03-05
epiforecasts-EpiNow2,FR,Deaths,2022-02-07,4,551.952608695652,0,487.217391304348,64.7352173913044,-0.95,0,0,892,2022-03-05
EuroCOVIDhub-baseline,GB,Cases,2022-02-07,1,773630.822608696,768663.043478261,0,4967.77913043478,1,0,0,827860,2022-02-12
IEM_Health-CovidProject,GB,Cases,2022-02-07,1,16714.7808695652,0,2801.47826086957,13913.3026086957,-0.3,1,1,22212,2022-02-12
RobertWalraven-ESG,GB,Cases,2022-02-07,1,270582.336956522,141392.260869565,0,129190.076086957,0.6,0,1,513150,2022-02-12
epiforecasts-EpiNow2,GB,Cases,2022-02-07,1,154501.330434783,101246.695652174,0,53254.6347826087,0.9,0,1,268338,2022-02-12
epiforecasts-weeklygrowth,GB,Cases,2022-02-07,1,409948.956521739,284247.652173913,0,125701.304347826,0.95,0,0,653984,2022-02-12
EuroCOVIDhub-baseline,GB,Cases,2022-02-07,2,940963.518695652,930402.173913044,0,10561.3447826087,1,0,0,1024468,2022-02-19
IEM_Health-CovidProject,GB,Cases,2022-02-07,2,76655.7547826087,60290.2173913043,0,16365.5373913043,0.95,0,0,126467,2022-02-19
RobertWalraven-ESG,GB,Cases,2022-02-07,2,350276.166086957,181182.304347826,0,169093.86173913,0.6,0,1,668851,2022-02-19
epiforecasts-EpiNow2,GB,Cases,2022-02-07,2,59048.7582608696,0,40893.3913043478,18155.3669565217,-0.8,0,1,112158,2022-02-19
epiforecasts-weeklygrowth,GB,Cases,2022-02-07,2,750230.260869565,525026.782608696,0,225203.47826087,1,0,0,1120592,2022-02-19
EuroCOVIDhub-baseline,GB,Cases,2022-02-07,3,1014791.6426087,999057.391304348,0,15734.2513043478,1,0,0,1124534,2022-02-26
IEM_Health-CovidProject,GB,Cases,2022-02-07,3,119984.139130435,97951.7391304348,0,22032.4,0.98,0,0,183600,2022-02-26
RobertWalraven-ESG,GB,Cases,2022-02-07,3,362167.00173913,157850.347826087,0,204316.653913043,0.6,0,1,692570,2022-02-26
epiforecasts-EpiNow2,GB,Cases,2022-02-07,3,176832.87173913,0,173915.739130435,2917.13260869565,-1,0,0,191432,2022-02-26
epiforecasts-weeklygrowth,GB,Cases,2022-02-07,3,992228.869565217,654571.043478261,0,337657.826086957,1,0,0,1430658,2022-02-26
EuroCOVIDhub-baseline,GB,Cases,2022-02-07,4,900994.17,880628.434782609,0,20365.7352173913,1,0,0,1029460,2022-03-05
IEM_Health-CovidProject,GB,Cases,2022-02-07,4,39178.52,6346.5652173913,0,32831.9547826087,0.3,1,1,49759,2022-03-05
RobertWalraven-ESG,GB,Cases,2022-02-07,4,312358.823043478,77985.347826087,0,234373.475217391,0.4,1,1,522235,2022-03-05
epiforecasts-EpiNow2,GB,Cases,2022-02-07,4,312697.650434783,0,312581.086956522,116.56347826087,-1,0,0,313517,2022-03-05
epiforecasts-weeklygrowth,GB,Cases,2022-02-07,4,1015140.60869565,605794.086956522,0,409346.521739131,0.98,0,0,1565584,2022-03-05
EuroCOVIDhub-baseline,GB,Deaths,2022-02-07,1,1215.98782608696,1164.69565217391,0,51.2921739130435,0.98,0,0,1620,2022-02-12
IEM_Health-CovidProject,GB,Deaths,2022-02-07,1,927.749565217391,707.086956521739,0,220.662608695652,0.9,0,1,1573,2022-02-12
MUNI-ARIMA,GB,Deaths,2022-02-07,1,1826.54608695652,1755.39130434783,0,71.1547826086957,1,0,0,2048,2022-02-12
RobertWalraven-ESG,GB,Deaths,2022-02-07,1,1386.73086956522,1322.52173913043,0,64.2091304347826,1,0,0,1612,2022-02-12
UMass-MechBayes,GB,Deaths,2022-02-07,1,793.378260869565,700.173913043478,0,93.2043478260869,1,0,0,1082,2022-02-12
EuroCOVIDhub-baseline,GB,Deaths,2022-02-07,2,1158.62217391304,1050.08695652174,0,108.535217391304,0.95,0,0,1708,2022-02-19
IEM_Health-CovidProject,GB,Deaths,2022-02-07,2,1160.8452173913,880.565217391304,0,280.28,0.9,0,1,1921,2022-02-19
MUNI-ARIMA,GB,Deaths,2022-02-07,2,1612.47,1487,0,125.47,1,0,0,2003,2022-02-19
RobertWalraven-ESG,GB,Deaths,2022-02-07,2,1422.59434782609,1337,0,85.594347826087,1,0,0,1723,2022-02-19
UMass-MechBayes,GB,Deaths,2022-02-07,2,623.234347826087,536.608695652174,0,86.6256521739131,1,0,0,872,2022-02-19
EuroCOVIDhub-baseline,GB,Deaths,2022-02-07,3,1154.25304347826,995.173913043478,0,159.079130434783,0.95,0,0,1807,2022-02-26
IEM_Health-CovidProject,GB,Deaths,2022-02-07,3,1461.01304347826,1098.4347826087,0,362.578260869565,0.95,0,0,2380,2022-02-26
MUNI-ARIMA,GB,Deaths,2022-02-07,3,1639.53173913043,1461,0,178.531739130435,1,0,0,2177,2022-02-26
RobertWalraven-ESG,GB,Deaths,2022-02-07,3,1351.01086956522,1243.95652173913,0,107.054347826087,1,0,0,1727,2022-02-26
UMass-MechBayes,GB,Deaths,2022-02-07,3,406.70347826087,339.173913043478,0,67.5295652173913,1,0,0,591,2022-02-26
EuroCOVIDhub-baseline,GB,Deaths,2022-02-07,4,1127.35608695652,924.739130434783,0,202.616956521739,0.9,0,1,1837,2022-03-05
IEM_Health-CovidProject,GB,Deaths,2022-02-07,4,1729.70913043478,1261.69565217391,0,468.01347826087,0.95,0,0,2745,2022-03-05
MUNI-ARIMA,GB,Deaths,2022-02-07,4,1926.20043478261,1671.65217391304,0,254.548260869565,1,0,0,2652,2022-03-05
RobertWalraven-ESG,GB,Deaths,2022-02-07,4,1143.07347826087,1014.60869565217,0,128.464782608696,1,0,0,1594,2022-03-05
UMass-MechBayes,GB,Deaths,2022-02-07,4,168.790434782609,113.695652173913,0,55.0947826086957,0.9,0,1,285,2022-03-05
EuroCOVIDhub-baseline,PL,Cases,2022-02-07,1,61050.6226086957,59564.1304347826,0,1486.49217391304,1,0,0,74219,2022-02-12
ICM-agentModel,PL,Cases,2022-02-07,1,129029.799565217,112594.826086957,0,16434.9734782609,1,0,0,186891,2022-02-12
IEM_Health-CovidProject,PL,Cases,2022-02-07,1,87717.5686956522,76916.8260869565,0,10800.7426086957,1,0,0,123755,2022-02-12
ILM-EKF,PL,Cases,2022-02-07,1,19753.12,9115.17391304348,0,10637.9460869565,0.6,0,1,36067,2022-02-12
ITWW-county_repro,PL,Cases,2022-02-07,1,154366.712173913,152373.434782609,0,1993.27739130435,1,0,0,161009,2022-02-12
MOCOS-agent1,PL,Cases,2022-02-07,1,12299.092173913,111.869565217391,0,12187.2226086957,0.1,1,1,2573,2022-02-12
PL_GRedlarski-DistrictsSum,PL,Cases,2022-02-07,1,16484.9047826087,0,7279.34782608696,9205.55695652174,-0.6,0,1,29821,2022-02-12
RobertWalraven-ESG,PL,Cases,2022-02-07,1,125329.097391304,112723.217391304,0,12605.88,1,0,0,169618,2022-02-12
epiforecasts-EpiNow2,PL,Cases,2022-02-07,1,19870.6017391304,0,11971.6086956522,7898.99304347826,-0.7,0,1,38163,2022-02-12
epiforecasts-weeklygrowth,PL,Cases,2022-02-07,1,76627.0869565217,52651.8695652174,0,23975.2173913044,0.9,0,1,126529,2022-02-12
EuroCOVIDhub-baseline,PL,Cases,2022-02-07,2,142874.577391304,139410.130434783,0,3464.44695652174,1,0,0,163939,2022-02-19
ICM-agentModel,PL,Cases,2022-02-07,2,200046.314347826,181791.739130435,0,18254.5752173913,1,0,0,264710,2022-02-19
IEM_Health-CovidProject,PL,Cases,2022-02-07,2,218098.470434783,201788.434782609,0,16310.0356521739,1,0,0,268628,2022-02-19
ILM-EKF,PL,Cases,2022-02-07,2,56238.6447826087,34665.5217391304,0,21573.1230434783,0.8,0,1,97545,2022-02-19
ITWW-county_repro,PL,Cases,2022-02-07,2,270195.220869565,266929.52173913,0,3265.69913043478,1,0,0,281421,2022-02-19
MOCOS-agent1,PL,Cases,2022-02-07,2,11010.0782608696,0,266.260869565217,10743.8173913043,-0.1,1,1,6124,2022-02-19
PL_GRedlarski-DistrictsSum,PL,Cases,2022-02-07,2,15599.0013043478,0,3273.04347826087,12325.957826087,-0.4,1,1,22984,2022-02-19
RobertWalraven-ESG,PL,Cases,2022-02-07,2,228578.683043478,211770.913043478,0,16807.77,1,0,0,287631,2022-02-19
epiforecasts-EpiNow2,PL,Cases,2022-02-07,2,24527.5995652174,0,14051.6086956522,10475.9908695652,-0.7,0,1,48779,2022-02-19
epiforecasts-weeklygrowth,PL,Cases,2022-02-07,2,143185.695652174,102031.782608696,0,41153.9130434783,0.95,0,0,224249,2022-02-19
EuroCOVIDhub-baseline,PL,Cases,2022-02-07,3,186956.663478261,181765.130434783,0,5191.53304347826,1,0,0,213396,2022-02-26
ICM-agentModel,PL,Cases,2022-02-07,3,204700.775217391,184070.739130435,0,20630.0360869565,1,0,0,274913,2022-02-26
IEM_Health-CovidProject,PL,Cases,2022-02-07,3,305775.879565217,275645.391304348,0,30130.4882608696,1,0,0,379546,2022-02-26
ILM-EKF,PL,Cases,2022-02-07,3,72691.3347826087,41012.3913043478,0,31678.9434782609,0.8,0,1,121479,2022-02-26
ITWW-county_repro,PL,Cases,2022-02-07,3,356498.830434783,351596.782608696,0,4902.04782608696,1,0,0,373404,2022-02-26
MOCOS-agent1,PL,Cases,2022-02-07,3,11291.1317391304,0,3797.86956521739,7493.26217391304,-0.5,1,1,17463,2022-02-26
PL_GRedlarski-DistrictsSum,PL,Cases,2022-02-07,3,16977.6813043478,0,4845,12132.6813043478,-0.4,1,1,28245,2022-02-26
RobertWalraven-ESG,PL,Cases,2022-02-07,3,254140.879565217,233131.130434783,0,21009.7491304348,1,0,0,327956,2022-02-26
epiforecasts-EpiNow2,PL,Cases,2022-02-07,3,29941.7413043478,0,21460.2608695652,8481.48043478261,-0.8,0,1,57740,2022-02-26
epiforecasts-weeklygrowth,PL,Cases,2022-02-07,3,181768.826086957,118278.869565217,0,63489.9565217391,0.95,0,0,287706,2022-02-26
EuroCOVIDhub-baseline,PL,Cases,2022-02-07,4,211464.948695652,204833.608695652,0,6631.34,1,0,0,242245,2022-03-05
ICM-agentModel,PL,Cases,2022-02-07,4,167674.663043478,149489.217391304,0,18185.4456521739,1,0,0,231234,2022-03-05
IEM_Health-CovidProject,PL,Cases,2022-02-07,4,362755.485217391,304273.695652174,0,58481.7895652174,1,0,0,469131,2022-03-05
ILM-EKF,PL,Cases,2022-02-07,4,79526.9304347826,38708.6086956522,0,40818.3217391304,0.8,0,1,126292,2022-03-05
ITWW-county_repro,PL,Cases,2022-02-07,4,431917.85,425154.304347826,0,6763.54565217391,1,0,0,454391,2022-03-05
MOCOS-agent1,PL,Cases,2022-02-07,4,16573.29,0,11634.8695652174,4938.42043478261,-0.7,0,1,29802,2022-03-05
PL_GRedlarski-DistrictsSum,PL,Cases,2022-02-07,4,17937.4960869565,0,8049.95652173913,9887.53956521739,-0.5,1,1,34445,2022-03-05
RobertWalraven-ESG,PL,Cases,2022-02-07,4,243418.280434783,218206.608695652,0,25211.6717391304,1,0,0,331996,2022-03-05
epiforecasts-EpiNow2,PL,Cases,2022-02-07,4,32588.1504347826,0,27055.9565217391,5532.19391304348,-0.9,0,1,58041,2022-03-05
epiforecasts-weeklygrowth,PL,Cases,2022-02-07,4,210607.826086957,119458.47826087,0,91149.347826087,0.95,0,0,319555,2022-03-05
EuroCOVIDhub-baseline,PL,Deaths,2022-02-07,1,55.6313043478261,0,22.1304347826087,33.5008695652174,-0.6,0,1,71,2022-02-12
ICM-agentModel,PL,Deaths,2022-02-07,1,98.7473913043478,0,42.6086956521739,56.1386956521739,-0.6,0,1,184,2022-02-12
IEM_Health-CovidProject,PL,Deaths,2022-02-07,1,149.669130434783,0,56.0434782608696,93.625652173913,-0.5,1,1,267,2022-02-12
ILM-EKF,PL,Deaths,2022-02-07,1,143.611739130435,18.3913043478261,0,125.220434782609,0.3,1,1,169,2022-02-12
ITWW-county_repro,PL,Deaths,2022-02-07,1,223.563043478261,214.130434782609,0,9.43260869565217,1,0,0,255,2022-02-12
MIT_CovidAnalytics-DELPHI,PL,Deaths,2022-02-07,1,80.424347826087,0,21.9130434782609,58.5113043478261,-0.4,1,1,132,2022-02-12
MOCOS-agent1,PL,Deaths,2022-02-07,1,91.3339130434783,15.2173913043478,0,76.1165217391304,0.4,1,1,106,2022-02-12
MUNI-ARIMA,PL,Deaths,2022-02-07,1,192.323913043478,0,147.826086956522,44.4978260869565,-0.9,0,1,342,2022-02-12
RobertWalraven-ESG,PL,Deaths,2022-02-07,1,99.0052173913043,0,52.304347826087,46.7008695652174,-0.7,0,1,187,2022-02-12
UMass-MechBayes,PL,Deaths,2022-02-07,1,630.346086956522,450.130434782609,0,180.215652173913,0.9,0,1,1033,2022-02-12
epiforecasts-EpiNow2,PL,Deaths,2022-02-07,1,998.399130434783,661.826086956522,0,336.573043478261,0.9,0,1,1698,2022-02-12
EuroCOVIDhub-baseline,PL,Deaths,2022-02-07,2,148.042608695652,0,83,65.0426086956522,-0.6,0,1,263,2022-02-19
ICM-agentModel,PL,Deaths,2022-02-07,2,103.41,22,0,81.41,0.4,1,1,158,2022-02-19
IEM_Health-CovidProject,PL,Deaths,2022-02-07,2,274.410434782609,0,166.521739130435,107.888695652174,-0.7,0,1,510,2022-02-19
ILM-EKF,PL,Deaths,2022-02-07,2,184.491739130435,8.17391304347826,0,176.317826086957,0.2,1,1,128,2022-02-19
ITWW-county_repro,PL,Deaths,2022-02-07,2,257.61652173913,245.391304347826,0,12.2252173913043,1,0,0,300,2022-02-19
MIT_CovidAnalytics-DELPHI,PL,Deaths,2022-02-07,2,244.114347826087,0,161.782608695652,82.3317391304348,-0.8,0,1,447,2022-02-19
MOCOS-agent1,PL,Deaths,2022-02-07,2,72.3534782608696,0.391304347826087,0,71.9621739130435,0.1,1,1,9,2022-02-19
MUNI-ARIMA,PL,Deaths,2022-02-07,2,276.578695652174,0,209.130434782609,67.4482608695652,-0.9,0,1,484,2022-02-19
RobertWalraven-ESG,PL,Deaths,2022-02-07,2,198.316086956522,0,136,62.3160869565217,-0.8,0,1,358,2022-02-19
UMass-MechBayes,PL,Deaths,2022-02-07,2,945.114782608696,689,0,256.114782608696,0.95,0,0,1575,2022-02-19
epiforecasts-EpiNow2,PL,Deaths,2022-02-07,2,1541.54565217391,1136.21739130435,0,405.328260869565,0.95,0,0,2455,2022-02-19
EuroCOVIDhub-baseline,PL,Deaths,2022-02-07,3,94.0526086956522,0,3.17391304347826,90.8786956521739,-0.2,1,1,45,2022-02-26
ICM-agentModel,PL,Deaths,2022-02-07,3,491.522173913044,395.565217391304,0,95.9569565217391,0.95,0,0,802,2022-02-26
IEM_Health-CovidProject,PL,Deaths,2022-02-07,3,187.824347826087,0,61.1304347826087,126.693913043478,-0.5,1,1,332,2022-02-26
ILM-EKF,PL,Deaths,2022-02-07,3,281.158260869565,58.2173913043478,0,222.940869565217,0.4,1,1,393,2022-02-26
ITWW-county_repro,PL,Deaths,2022-02-07,3,667.666086956522,650.521739130435,0,17.144347826087,1,0,0,730,2022-02-26
MIT_CovidAnalytics-DELPHI,PL,Deaths,2022-02-07,3,229.975217391304,0,133.913043478261,96.0621739130435,-0.7,0,1,442,2022-02-26
MOCOS-agent1,PL,Deaths,2022-02-07,3,66.4621739130435,16.8260869565217,0,49.6360869565218,0.5,1,1,97,2022-02-26
MUNI-ARIMA,PL,Deaths,2022-02-07,3,145.405217391304,0,44.2173913043478,101.187826086957,-0.4,1,1,253,2022-02-26
RobertWalraven-ESG,PL,Deaths,2022-02-07,3,84.4495652173913,0,6.56521739130435,77.884347826087,-0.2,1,1,81,2022-02-26
