model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod
weighted.mean_ensemble,GB,Deaths,2022-01-03,368.123717290381,223.88,1.64429032200456,,5
weighted.mean_ensemble,GB,Cases,2022-01-10,459120.152542986,473578.821141304,0.969469351345836,,5
weighted.mean_ensemble,GB,Deaths,2022-01-10,419.16733473606,319.864673913043,1.31045210341049,,5
weighted.mean_ensemble,GB,Cases,2022-01-17,178376.104083277,197403.952282609,0.90360958846411,,5
weighted.mean_ensemble,GB,Deaths,2022-01-17,1198.56569757785,968.249565217391,1.23786856264557,,5
weighted.mean_ensemble,GB,Cases,2022-01-24,222562.242245945,215826.097608696,1.03121098287873,,5
weighted.mean_ensemble,GB,Deaths,2022-01-24,676.275580710485,600.781195652174,1.12566036621096,,5
weighted.mean_ensemble,GB,Cases,2022-01-31,272553.825121342,221245.188369565,1.23190848637156,,5
weighted.mean_ensemble,GB,Deaths,2022-01-31,376.939125725704,447.875326086957,0.841616190422869,,5
weighted.mean_ensemble,GB,Cases,2022-02-07,251860.793265903,204775.503586957,1.22993614399269,,5
weighted.mean_ensemble,GB,Deaths,2022-02-07,983.766107695821,1293.00298913044,0.76083823159405,,5
weighted.mean_ensemble,GB,Cases,2022-02-14,203768.38974235,103687.715652174,1.96521245029548,,5
weighted.mean_ensemble,GB,Deaths,2022-02-14,199.746603489869,215.018206521739,0.928975302701511,,5
weighted.mean_ensemble,GB,Cases,2022-02-21,114748.704468811,104064.690434783,1.10266704286911,,5
weighted.mean_ensemble,GB,Deaths,2022-02-21,146.37384003494,167.149184782609,0.875707771026888,,5
weighted.mean_ensemble,GB,Cases,2022-02-28,273752.302629715,277790.789239131,0.985462129178303,,5
weighted.mean_ensemble,GB,Deaths,2022-02-28,370.921981694402,418.795869565217,0.885686819403169,,5
weighted.mean_ensemble,GB,Cases,2022-03-07,190630.68868363,215627.591630435,0.884073727495659,,5
weighted.mean_ensemble,GB,Deaths,2022-03-07,278.027917462196,443.039891304348,0.627546013167476,,5
weighted.mean_ensemble,PL,Cases,2021-04-12,17935.4236410461,21065.6732608696,0.851405194552311,,5
weighted.mean_ensemble,PL,Deaths,2021-04-12,362.980791598576,186.638043478261,1.94483817357877,,5
weighted.mean_ensemble,PL,Cases,2021-04-19,19715.981839415,18061.3927173913,1.09160916591058,,5
weighted.mean_ensemble,PL,Deaths,2021-04-19,490.364624695306,184.177119565217,2.66246223120928,,5
weighted.mean_ensemble,PL,Cases,2021-04-26,3814.91767988565,4160.10260869565,0.917024900278066,,5
weighted.mean_ensemble,PL,Deaths,2021-04-26,306.29271729477,158.412336956522,1.93351555301426,,5
weighted.mean_ensemble,PL,Cases,2021-05-03,1922.60547790511,3823.07945652174,0.502894459759491,,5
weighted.mean_ensemble,PL,Deaths,2021-05-03,129.392001481969,101.31402173913,1.27713814199514,,5
weighted.mean_ensemble,PL,Cases,2021-05-10,2584.62399404542,3954.45336956522,0.653598298550577,,5
weighted.mean_ensemble,PL,Deaths,2021-05-10,95.2911302211701,93.7517391304348,1.01641986703408,,5
weighted.mean_ensemble,PL,Cases,2021-05-17,2794.05150553741,4637.23880434783,0.602524826394047,,5
weighted.mean_ensemble,PL,Deaths,2021-05-17,102.514510562207,81.9801086956522,1.25048029568719,,5
weighted.mean_ensemble,PL,Cases,2021-05-24,756.34430901671,817.855489130435,0.92478967136465,,5
weighted.mean_ensemble,PL,Deaths,2021-05-24,61.5190404263304,63.9291304347826,0.962300597676503,,5
weighted.mean_ensemble,PL,Cases,2021-05-31,229.846517598347,263.645434782609,0.871801621704046,,5
weighted.mean_ensemble,PL,Deaths,2021-05-31,35.7637252952929,35.0245652173913,1.02110404721126,,5
weighted.mean_ensemble,PL,Cases,2021-06-07,253.335057039006,150.006956521739,1.68882205807764,,5
weighted.mean_ensemble,PL,Deaths,2021-06-07,31.0923523169055,26.0697826086957,1.19265867244073,,5
weighted.mean_ensemble,PL,Cases,2021-06-14,203.058846247524,206.125869565217,0.985120628846041,,5
weighted.mean_ensemble,PL,Deaths,2021-06-14,11.8171537955553,11.1182608695652,1.06285991435075,,5
weighted.mean_ensemble,PL,Cases,2021-06-21,137.861602318933,71.2167391304348,1.93580335188385,,5
weighted.mean_ensemble,PL,Deaths,2021-06-21,7.84597188238258,7.90086956521739,0.993051691034555,,5
weighted.mean_ensemble,PL,Cases,2021-06-28,88.7009609268393,111.57875,0.794962848453127,,5
weighted.mean_ensemble,PL,Deaths,2021-06-28,5.61793310278958,5.44548913043478,1.03166730631983,,5
weighted.mean_ensemble,PL,Cases,2021-07-05,141.390712510185,126.592065217391,1.11690027544286,,5
