model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod
mean_ensemble,Average,Cases,,97032.1656739131,75835.688158741,1.27950530983253,average,3
mean_ensemble,CZ,Cases,,27153.4266515701,22131.5721105072,1.22690907433,average,3
mean_ensemble,DE,Cases,,92915.2641560991,64688.7920912591,1.43634254331136,average,3
mean_ensemble,FR,Cases,,202068.772559632,165543.468021966,1.2206387541236,average,3
mean_ensemble,GB,Cases,,143045.048108394,103071.334976223,1.3878257048033,average,3
mean_ensemble,PL,Cases,,19978.3168938708,23743.27359375,0.841430597806434,average,3
mean_ensemble,Average,Deaths,,168.652056234903,127.740468976449,1.32027115280121,average,3
mean_ensemble,CZ,Deaths,,58.8429211956522,54.0198075181159,1.08928416999484,average,3
mean_ensemble,DE,Deaths,,148.518926630435,122.094134963768,1.21642965630174,average,3
mean_ensemble,FR,Deaths,,159.280260416667,135.324171195652,1.1770274224431,average,3
mean_ensemble,GB,Deaths,,198.173529966787,181.369221014493,1.09265248457428,average,3
mean_ensemble,PL,Deaths,,278.444642964976,145.895010190217,1.9085275267601,average,3
median_ensemble,Average,Cases,,87861.4231195652,75835.688158741,1.15857619615255,average,3
median_ensemble,CZ,Cases,,25891.0737771739,22131.5721105072,1.16987052017339,average,3
median_ensemble,DE,Cases,,97011.4186752717,64688.7920912591,1.49966347398192,average,3
median_ensemble,FR,Cases,,180488.715355525,165543.468021966,1.09027989755281,average,3
median_ensemble,GB,Cases,,119576.372733243,103071.334976223,1.16013218186053,average,3
median_ensemble,PL,Cases,,16339.5350566123,23743.27359375,0.688175326460182,average,3
median_ensemble,Average,Deaths,,160.87745629529,127.740468976449,1.25940868688176,average,3
median_ensemble,CZ,Deaths,,61.080946557971,54.0198075181159,1.13071388744743,average,3
median_ensemble,DE,Deaths,,133.185634057971,122.094134963768,1.09084383207674,average,3
median_ensemble,FR,Deaths,,134.097896286232,135.324171195652,0.99093824186333,average,3
median_ensemble,GB,Deaths,,195.509797327899,181.369221014493,1.07796568918535,average,3
median_ensemble,PL,Deaths,,280.513007246377,145.895010190217,1.92270460025086,average,3
weighted.mean_ensemble,Average,Cases,,95412.650059474,75835.688158741,1.2581497231192,average,3
weighted.mean_ensemble,CZ,Cases,,23799.994200662,22131.5721105072,1.07538651487676,average,3
