model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
IEM_Health-CovidProject,MT,Cases,2021-08-02,2,86.564347826087,48.1304347826087,0,38.4339130434783,0.7,0,1,155,2021-08-14
ILM-EKF,MT,Cases,2021-08-02,2,7270.13347826087,6132.47826086957,0,1137.6552173913,1,0,0,9657,2021-08-14
MUNI-ARIMA,MT,Cases,2021-08-02,2,87.9130434782609,17.7826086956522,0,70.1304347826087,0.4,1,1,129,2021-08-14
RobertWalraven-ESG,MT,Cases,2021-08-02,2,295.379565217391,237.782608695652,0,57.5969565217391,0.95,0,0,481,2021-08-14
epiforecasts-EpiNow2,MT,Cases,2021-08-02,2,151.392173913043,0,60.5217391304348,90.8704347826087,-0.5,1,1,278,2021-08-14
EuroCOVIDhub-baseline,MT,Cases,2021-08-02,3,180.65347826087,120.652173913044,0,60.0013043478261,0.7,0,1,319,2021-08-21
IEM_Health-CovidProject,MT,Cases,2021-08-02,3,98.7713043478261,50.6956521739131,0,48.075652173913,0.7,0,1,176,2021-08-21
ILM-EKF,MT,Cases,2021-08-02,3,20863.4613043478,17021.3043478261,0,3842.15695652174,1,0,0,28122,2021-08-21
MUNI-ARIMA,MT,Cases,2021-08-02,3,119.234347826087,29.5652173913044,0,89.6691304347826,0.4,1,1,184,2021-08-21
RobertWalraven-ESG,MT,Cases,2021-08-02,3,274.901739130435,205.739130434783,0,69.1626086956522,0.9,0,1,474,2021-08-21
epiforecasts-EpiNow2,MT,Cases,2021-08-02,3,209.217826086957,0,64.5217391304348,144.696086956522,-0.4,1,1,316,2021-08-21
EuroCOVIDhub-baseline,MT,Cases,2021-08-02,4,245.681304347826,170.347826086957,0,75.3334782608696,0.8,0,1,436,2021-08-28
IEM_Health-CovidProject,MT,Cases,2021-08-02,4,172.047826086957,109.391304347826,0,62.6565217391305,0.9,0,1,284,2021-08-28
ILM-EKF,MT,Cases,2021-08-02,4,58463.5491304348,45721.6956521739,0,12741.8534782609,1,0,0,79983,2021-08-28
MUNI-ARIMA,MT,Cases,2021-08-02,4,171.516956521739,65.0869565217391,0,106.43,0.6,0,1,293,2021-08-28
RobertWalraven-ESG,MT,Cases,2021-08-02,4,298.56347826087,217.869565217391,0,80.6939130434783,0.9,0,1,523,2021-08-28
epiforecasts-EpiNow2,MT,Cases,2021-08-02,4,236.117826086957,0,46.695652173913,189.422173913043,-0.4,1,1,252,2021-08-28
EuroCOVIDhub-baseline,MT,Deaths,2021-08-02,1,0.651739130434783,0.304347826086957,0,0.347391304347826,0.4,1,1,1,2021-08-07
IEM_Health-CovidProject,MT,Deaths,2021-08-02,1,0.246521739130435,0,0,0.246521739130435,0,1,1,0,2021-08-07
ILM-EKF,MT,Deaths,2021-08-02,1,3.51869565217391,0.956521739130435,0,2.56217391304348,0.6,0,1,4,2021-08-07
MUNI-ARIMA,MT,Deaths,2021-08-02,1,0.329130434782609,0,0,0.329130434782609,0,1,1,0,2021-08-07
RobertWalraven-ESG,MT,Deaths,2021-08-02,1,0.893478260869565,0.608695652173913,0,0.284782608695652,0.7,0,1,2,2021-08-07
UMass-MechBayes,MT,Deaths,2021-08-02,1,0.45304347826087,0.130434782608696,0,0.322608695652174,0.2,1,1,1,2021-08-07
epiforecasts-EpiNow2,MT,Deaths,2021-08-02,1,1.91173913043478,0.739130434782609,0,1.17260869565217,0.6,0,1,3,2021-08-07
EuroCOVIDhub-baseline,MT,Deaths,2021-08-02,2,1.99478260869565,0,1.30434782608696,0.690434782608696,-0.6,0,1,4,2021-08-14
IEM_Health-CovidProject,MT,Deaths,2021-08-02,2,3.10695652173913,0,2.82608695652174,0.280869565217391,-0.95,0,0,5,2021-08-14
ILM-EKF,MT,Deaths,2021-08-02,2,8.05565217391304,1.21739130434783,0,6.83826086956522,0.4,1,1,8,2021-08-14
MUNI-ARIMA,MT,Deaths,2021-08-02,2,3.05347826086957,0,2.65217391304348,0.401304347826087,-0.9,0,1,5,2021-08-14
RobertWalraven-ESG,MT,Deaths,2021-08-02,2,2.09217391304348,0,1.78260869565217,0.309565217391304,-0.95,0,0,3,2021-08-14
UMass-MechBayes,MT,Deaths,2021-08-02,2,3.30304347826087,0,3,0.30304347826087,-0.98,0,0,5,2021-08-14
epiforecasts-EpiNow2,MT,Deaths,2021-08-02,2,2.23130434782609,0,0.347826086956522,1.88347826086957,-0.3,1,1,2,2021-08-14
EuroCOVIDhub-baseline,MT,Deaths,2021-08-02,3,1.88869565217391,0,0.956521739130435,0.932173913043478,-0.5,1,1,4,2021-08-21
IEM_Health-CovidProject,MT,Deaths,2021-08-02,3,2.96521739130435,0,2.65217391304348,0.31304347826087,-0.9,0,1,5,2021-08-21
ILM-EKF,MT,Deaths,2021-08-02,3,28.0013043478261,8.86956521739131,0,19.1317391304348,0.8,0,1,32,2021-08-21
MUNI-ARIMA,MT,Deaths,2021-08-02,3,2.98565217391304,0,2.56521739130435,0.420434782608696,-0.9,0,1,5,2021-08-21
RobertWalraven-ESG,MT,Deaths,2021-08-02,3,2.02347826086957,0,1.60869565217391,0.414782608695652,-0.9,0,1,3,2021-08-21
UMass-MechBayes,MT,Deaths,2021-08-02,3,3.9904347826087,0,3.78260869565217,0.207826086956522,-1,0,0,5,2021-08-21
epiforecasts-EpiNow2,MT,Deaths,2021-08-02,3,2.23608695652174,0,0.695652173913044,1.5404347826087,-0.4,1,1,4,2021-08-21
EuroCOVIDhub-baseline,MT,Deaths,2021-08-02,4,1.21652173913043,0,0.173913043478261,1.04260869565217,-0.2,1,1,2,2021-08-28
IEM_Health-CovidProject,MT,Deaths,2021-08-02,4,1.38434782608696,0,1,0.384347826086957,-0.7,0,1,3,2021-08-28
ILM-EKF,MT,Deaths,2021-08-02,4,89.1430434782609,34.5217391304348,0,54.6213043478261,0.98,0,0,104,2021-08-28
MUNI-ARIMA,MT,Deaths,2021-08-02,4,1.54478260869565,0,1,0.544782608695652,-0.6,0,1,3,2021-08-28
RobertWalraven-ESG,MT,Deaths,2021-08-02,4,0.804782608695652,0,0.347826086956522,0.45695652173913,-0.4,1,1,2,2021-08-28
UMass-MechBayes,MT,Deaths,2021-08-02,4,2.45347826086957,0,2.21739130434783,0.236086956521739,-0.98,0,0,3,2021-08-28
epiforecasts-EpiNow2,MT,Deaths,2021-08-02,4,1.67086956521739,0,0.347826086956522,1.32304347826087,-0.3,1,1,2,2021-08-28
EuroCOVIDhub-baseline,NO,Cases,2021-08-02,1,533.674782608696,0,463.434782608696,70.24,-0.9,0,1,843,2021-08-07
IEM_Health-CovidProject,NO,Cases,2021-08-02,1,488.571304347826,0,384.304347826087,104.266956521739,-0.9,0,1,845,2021-08-07
ILM-EKF,NO,Cases,2021-08-02,1,632.647826086957,0,516.391304347826,116.25652173913,-0.9,0,1,1069,2021-08-07
Karlen-pypm,NO,Cases,2021-08-02,1,324.424782608696,66.8260869565217,0,257.598695652174,0.4,1,1,469,2021-08-07
MUNI-ARIMA,NO,Cases,2021-08-02,1,439.693043478261,0,341.739130434783,97.9539130434783,-0.9,0,1,748,2021-08-07
RobertWalraven-ESG,NO,Cases,2021-08-02,1,1160.59304347826,0,1120.04347826087,40.5495652173913,-1,0,0,1303,2021-08-07
epiforecasts-EpiNow2,NO,Cases,2021-08-02,1,196.583043478261,0,54.1304347826087,142.452608695652,-0.4,1,1,353,2021-08-07
EuroCOVIDhub-baseline,NO,Cases,2021-08-02,2,1011.00130434783,0,872.04347826087,138.957826086957,-0.95,0,0,1573,2021-08-14
IEM_Health-CovidProject,NO,Cases,2021-08-02,2,754.483043478261,0,574.608695652174,179.874347826087,-0.9,0,1,1362,2021-08-14
ILM-EKF,NO,Cases,2021-08-02,2,927.661304347826,0,747.217391304348,180.443913043478,-0.9,0,1,1610,2021-08-14
Karlen-pypm,NO,Cases,2021-08-02,2,1253.83391304348,704.739130434783,0,549.094782608696,0.8,0,1,2191,2021-08-14
MUNI-ARIMA,NO,Cases,2021-08-02,2,824.723478260869,0,654.95652173913,169.766956521739,-0.9,0,1,1390,2021-08-14
RobertWalraven-ESG,NO,Cases,2021-08-02,2,1936.24260869565,0,1885.5652173913,50.6773913043478,-1,0,0,2114,2021-08-14
epiforecasts-EpiNow2,NO,Cases,2021-08-02,2,334.92652173913,0,10.695652173913,324.230869565217,-0.2,1,1,208,2021-08-14
EuroCOVIDhub-baseline,NO,Cases,2021-08-02,3,1308.64086956522,0,1117.47826086957,191.162608695652,-0.95,0,0,2024,2021-08-21
IEM_Health-CovidProject,NO,Cases,2021-08-02,3,822.582173913044,0,560.95652173913,261.625652173913,-0.8,0,1,1550,2021-08-21
ILM-EKF,NO,Cases,2021-08-02,3,987.598260869565,0,723.478260869565,264.12,-0.8,0,1,1852,2021-08-21
Karlen-pypm,NO,Cases,2021-08-02,3,3600.88652173913,2516.78260869565,0,1084.10391304348,0.95,0,0,5848,2021-08-21
MUNI-ARIMA,NO,Cases,2021-08-02,3,1053.5747826087,0,822.608695652174,230.966086956522,-0.9,0,1,1830,2021-08-21
RobertWalraven-ESG,NO,Cases,2021-08-02,3,2463.45,0,2402.5652173913,60.8847826086956,-1,0,0,2677,2021-08-21
epiforecasts-EpiNow2,NO,Cases,2021-08-02,3,692.358260869565,33.6086956521739,0,658.749565217391,0.2,1,1,505,2021-08-21
EuroCOVIDhub-baseline,NO,Cases,2021-08-02,4,5206.65652173913,0,4976.78260869565,229.873913043478,-1,0,0,6082,2021-08-28
IEM_Health-CovidProject,NO,Cases,2021-08-02,4,3527.18913043478,0,3167.69565217391,359.49347826087,-0.95,0,0,5383,2021-08-28
ILM-EKF,NO,Cases,2021-08-02,4,3657.12347826087,0,3286.86956521739,370.253913043478,-0.95,0,0,5678,2021-08-28
Karlen-pypm,NO,Cases,2021-08-02,4,4673.6747826087,2758.26086956522,0,1915.41391304348,0.8,0,1,8040,2021-08-28
MUNI-ARIMA,NO,Cases,2021-08-02,4,4607.26217391304,0,4322.5652173913,284.696956521739,-1,0,0,5853,2021-08-28
RobertWalraven-ESG,NO,Cases,2021-08-02,4,6601.41913043478,0,6530.39130434783,71.0278260869565,-1,0,0,6851,2021-08-28
epiforecasts-EpiNow2,NO,Cases,2021-08-02,4,1480.6,0,316.391304347826,1164.20869565217,-0.4,1,1,2195,2021-08-28
EuroCOVIDhub-baseline,PT,Cases,2021-08-02,1,700.669130434783,0,195.782608695652,504.88652173913,-0.5,1,1,747,2021-08-07
IEM_Health-CovidProject,PT,Cases,2021-08-02,1,2516.23956521739,1350.13043478261,0,1166.10913043478,0.7,0,1,4567,2021-08-07
ILM-EKF,PT,Cases,2021-08-02,1,1308.0852173913,0,604.565217391304,703.52,-0.6,0,1,2503,2021-08-07
Karlen-pypm,PT,Cases,2021-08-02,1,875.492608695652,0,10.2608695652174,865.231739130435,-0.1,1,1,236,2021-08-07
MUNI-ARIMA,PT,Cases,2021-08-02,1,16335.7639130435,0,16335.5652173913,0.198695652173913,-1,0,0,16354,2021-08-07
RobertWalraven-ESG,PT,Cases,2021-08-02,1,733.708260869565,195.173913043478,0,538.534347826087,0.4,1,1,1193,2021-08-07
epiforecasts-EpiNow2,PT,Cases,2021-08-02,1,1653.38608695652,0,52.0434782608696,1601.34260869565,-0.2,1,1,959,2021-08-07
EuroCOVIDhub-baseline,PT,Cases,2021-08-02,2,1074.4547826087,0,47.1304347826087,1027.32434782609,-0.2,1,1,526,2021-08-14
IEM_Health-CovidProject,PT,Cases,2021-08-02,2,2791.24565217391,1063.26086956522,0,1727.9847826087,0.6,0,1,4911,2021-08-14
ILM-EKF,PT,Cases,2021-08-02,2,2692.51,0,1718.26086956522,974.249130434782,-0.7,0,1,5216,2021-08-14
Karlen-pypm,PT,Cases,2021-08-02,2,1662.11782608696,0,730.913043478261,931.204782608696,-0.6,0,1,3147,2021-08-14
MUNI-ARIMA,PT,Cases,2021-08-02,2,16133,0,16133,0,-1,0,0,16133,2021-08-14
RobertWalraven-ESG,PT,Cases,2021-08-02,2,675.283913043478,2.1304347826087,0,673.15347826087,0.1,1,1,49,2021-08-14
epiforecasts-EpiNow2,PT,Cases,2021-08-02,2,2439.13956521739,0,443.04347826087,1996.09608695652,-0.3,1,1,3478,2021-08-14
EuroCOVIDhub-baseline,PT,Cases,2021-08-02,3,1528.4447826087,0,35.6086956521739,1492.83608695652,-0.2,1,1,583,2021-08-21
IEM_Health-CovidProject,PT,Cases,2021-08-02,3,3171.73782608696,956.217391304348,0,2215.52043478261,0.5,1,1,5279,2021-08-21
ILM-EKF,PT,Cases,2021-08-02,3,3948.45869565218,0,2799.4347826087,1149.02391304348,-0.8,0,1,7553,2021-08-21
Karlen-pypm,PT,Cases,2021-08-02,3,3421.1952173913,0,2524.52173913044,896.67347826087,-0.8,0,1,6208,2021-08-21
MUNI-ARIMA,PT,Cases,2021-08-02,3,16190,0,16190,0,-1,0,0,16190,2021-08-21
RobertWalraven-ESG,PT,Cases,2021-08-02,3,969.645217391304,0,161.869565217391,807.775652173913,-0.3,1,1,1319,2021-08-21
epiforecasts-EpiNow2,PT,Cases,2021-08-02,3,3290.33086956522,0,1102.91304347826,2187.41782608696,-0.4,1,1,5957,2021-08-21
EuroCOVIDhub-baseline,PT,Cases,2021-08-02,4,1939.94869565217,0,10.8695652173913,1929.07913043478,-0.1,1,1,250,2021-08-28
IEM_Health-CovidProject,PT,Cases,2021-08-02,4,3757.08347826087,1022.95652173913,0,2734.12695652174,0.5,1,1,5890,2021-08-28
ILM-EKF,PT,Cases,2021-08-02,4,4724.20391304348,0,3474.30434782609,1249.89956521739,-0.8,0,1,8993,2021-08-28
Karlen-pypm,PT,Cases,2021-08-02,4,5296.0747826087,0,4512.04347826087,784.031304347826,-0.95,0,0,8537,2021-08-28
MUNI-ARIMA,PT,Cases,2021-08-02,4,15813.44,0,15813,0.44,-1,0,0,15857,2021-08-28
RobertWalraven-ESG,PT,Cases,2021-08-02,4,1322.95260869565,0,380.565217391304,942.387391304348,-0.4,1,1,2215,2021-08-28
epiforecasts-EpiNow2,PT,Cases,2021-08-02,4,3943.56739130435,0,1700.04347826087,2243.52391304348,-0.5,1,1,7691,2021-08-28
EuroCOVIDhub-baseline,PT,Deaths,2021-08-02,1,22.4956521739131,0,15.0434782608696,7.45217391304348,-0.8,0,1,36,2021-08-07
IEM_Health-CovidProject,PT,Deaths,2021-08-02,1,5.77260869565218,0,0.260869565217391,5.51173913043478,-0.2,1,1,4,2021-08-07
ILM-EKF,PT,Deaths,2021-08-02,1,17.1273913043478,0,5.39130434782609,11.7360869565217,-0.4,1,1,30,2021-08-07
Karlen-pypm,PT,Deaths,2021-08-02,1,10.515652173913,0,5.52173913043478,4.99391304347826,-0.6,0,1,21,2021-08-07
MUNI-ARIMA,PT,Deaths,2021-08-02,1,92.0282608695652,0,91.7391304347826,0.289130434782609,-1,0,0,96,2021-08-07
RobertWalraven-ESG,PT,Deaths,2021-08-02,1,21.1813043478261,0,16.5652173913043,4.61608695652174,-0.9,0,1,35,2021-08-07
UMass-MechBayes,PT,Deaths,2021-08-02,1,39.2086956521739,0,36.7391304347826,2.4695652173913,-1,0,0,49,2021-08-07
epiforecasts-EpiNow2,PT,Deaths,2021-08-02,1,12.7560869565217,0,6.78260869565217,5.97347826086956,-0.6,0,1,24,2021-08-07
EuroCOVIDhub-baseline,PT,Deaths,2021-08-02,2,22.2873913043478,0,7.65217391304348,14.6352173913043,-0.5,1,1,32,2021-08-14
IEM_Health-CovidProject,PT,Deaths,2021-08-02,2,8.29739130434783,0.0434782608695652,0,8.25391304347826,0.1,1,1,1,2021-08-14
ILM-EKF,PT,Deaths,2021-08-02,2,19.4452173913044,0,6.17391304347826,13.2713043478261,-0.4,1,1,34,2021-08-14
Karlen-pypm,PT,Deaths,2021-08-02,2,10.6521739130435,0,5.17391304347826,5.47826086956522,-0.6,0,1,21,2021-08-14
MUNI-ARIMA,PT,Deaths,2021-08-02,2,89.95,0,89.9130434782609,0.0369565217391304,-1,0,0,92,2021-08-14
RobertWalraven-ESG,PT,Deaths,2021-08-02,2,20.1991304347826,0,14.4347826086957,5.76434782608696,-0.9,0,1,36,2021-08-14
UMass-MechBayes,PT,Deaths,2021-08-02,2,49.0395652173913,0,46.7391304347826,2.3004347826087,-1,0,0,59,2021-08-14
epiforecasts-EpiNow2,PT,Deaths,2021-08-02,2,15.0365217391304,0,8.60869565217391,6.42782608695652,-0.6,0,1,30,2021-08-14
EuroCOVIDhub-baseline,PT,Deaths,2021-08-02,3,23.4926086956522,0,2.39130434782609,21.1013043478261,-0.3,1,1,21,2021-08-21
IEM_Health-CovidProject,PT,Deaths,2021-08-02,3,12.4165217391304,1.43478260869565,0,10.9817391304348,0.3,1,1,13,2021-08-21
ILM-EKF,PT,Deaths,2021-08-02,3,19.4691304347826,0,5.65217391304348,13.8169565217391,-0.4,1,1,32,2021-08-21
Karlen-pypm,PT,Deaths,2021-08-02,3,10.5617391304348,0,5.26086956521739,5.30086956521739,-0.6,0,1,21,2021-08-21
MUNI-ARIMA,PT,Deaths,2021-08-02,3,75.5360869565218,0,75.4347826086957,0.101304347826087,-1,0,0,81,2021-08-21
RobertWalraven-ESG,PT,Deaths,2021-08-02,3,15.9617391304348,0,9.1304347826087,6.83130434782609,-0.7,0,1,30,2021-08-21
UMass-MechBayes,PT,Deaths,2021-08-02,3,49.6921739130435,0,47.7391304347826,1.95304347826087,-1,0,0,60,2021-08-21
epiforecasts-EpiNow2,PT,Deaths,2021-08-02,3,13.4413043478261,0,5.65217391304348,7.78913043478261,-0.5,1,1,26,2021-08-21
EuroCOVIDhub-baseline,PT,Deaths,2021-08-02,4,28.4934782608696,0,1.69565217391304,26.7978260869565,-0.2,1,1,21,2021-08-28
IEM_Health-CovidProject,PT,Deaths,2021-08-02,4,15.404347826087,1.73913043478261,0,13.6652173913044,0.3,1,1,16,2021-08-28
ILM-EKF,PT,Deaths,2021-08-02,4,22.3921739130435,0,9.73913043478261,12.6530434782609,-0.5,1,1,42,2021-08-28
Karlen-pypm,PT,Deaths,2021-08-02,4,15.9308695652174,0,11.1304347826087,4.8004347826087,-0.8,0,1,30,2021-08-28
MUNI-ARIMA,PT,Deaths,2021-08-02,4,68.0830434782609,0,67.7826086956522,0.300434782608696,-0.98,0,0,81,2021-08-28
RobertWalraven-ESG,PT,Deaths,2021-08-02,4,18.7252173913044,0,10.9130434782609,7.81217391304348,-0.7,0,1,35,2021-08-28
UMass-MechBayes,PT,Deaths,2021-08-02,4,58.2552173913044,0,56.5652173913044,1.69,-1,0,0,67,2021-08-28
epiforecasts-EpiNow2,PT,Deaths,2021-08-02,4,18.5595652173913,0,9.47826086956522,9.08130434782609,-0.6,0,1,38,2021-08-28
EuroCOVIDhub-baseline,RO,Cases,2021-08-02,1,415.642173913044,0,135.304347826087,280.337826086957,-0.5,1,1,516,2021-08-07
IEM_Health-CovidProject,RO,Cases,2021-08-02,1,204.391304347826,0,162.347826086957,42.0434782608696,-0.9,0,1,344,2021-08-07
ILM-EKF,RO,Cases,2021-08-02,1,518.218695652174,0,452.913043478261,65.3056521739131,-0.95,0,0,817,2021-08-07
Karlen-pypm,RO,Cases,2021-08-02,1,351.86347826087,120.695652173913,0,231.167826086957,0.5,1,1,580,2021-08-07
MUNI-ARIMA,RO,Cases,2021-08-02,1,135.442173913044,0,8.17391304347826,127.268260869565,-0.2,1,1,110,2021-08-07
RobertWalraven-ESG,RO,Cases,2021-08-02,1,375.882173913044,0,292,83.8821739130435,-0.9,0,1,632,2021-08-07
epiforecasts-EpiNow2,RO,Cases,2021-08-02,1,80.5947826086957,0,8.17391304347826,72.4208695652174,-0.2,1,1,92,2021-08-07
EuroCOVIDhub-baseline,RO,Cases,2021-08-02,2,793.035217391304,0,235.347826086957,557.687391304348,-0.4,1,1,1183,2021-08-14
IEM_Health-CovidProject,RO,Cases,2021-08-02,2,485.724347826087,0,402.695652173913,83.0286956521739,-0.95,0,0,798,2021-08-14
ILM-EKF,RO,Cases,2021-08-02,2,792.571739130435,0,680.565217391304,112.00652173913,-0.9,0,1,1311,2021-08-14
Karlen-pypm,RO,Cases,2021-08-02,2,1148.34826086957,641.95652173913,0,506.391739130435,0.8,0,1,1983,2021-08-14
MUNI-ARIMA,RO,Cases,2021-08-02,2,365.20347826087,0,25.8695652173913,339.333913043478,-0.2,1,1,323,2021-08-14
RobertWalraven-ESG,RO,Cases,2021-08-02,2,964.416956521739,0,860,104.416956521739,-1,0,0,1334,2021-08-14
epiforecasts-EpiNow2,RO,Cases,2021-08-02,2,240.004782608696,0,23.4347826086957,216.57,-0.2,1,1,263,2021-08-14
EuroCOVIDhub-baseline,RO,Cases,2021-08-02,3,1280.44869565217,0,513.652173913044,766.796521739131,-0.4,1,1,2502,2021-08-21
IEM_Health-CovidProject,RO,Cases,2021-08-02,3,1324.17956521739,0,1195.47826086957,128.701304347826,-0.98,0,0,1916,2021-08-21
ILM-EKF,RO,Cases,2021-08-02,3,1477.48043478261,0,1295.82608695652,181.654347826087,-0.9,0,1,2412,2021-08-21
Karlen-pypm,RO,Cases,2021-08-02,3,2874.47434782609,1759.04347826087,0,1115.43086956522,0.9,0,1,4770,2021-08-21
MUNI-ARIMA,RO,Cases,2021-08-02,3,782.272173913044,0,161.304347826087,620.967826086957,-0.3,1,1,1206,2021-08-21
RobertWalraven-ESG,RO,Cases,2021-08-02,3,2276.25913043478,0,2152.47826086957,123.780869565217,-1,0,0,2721,2021-08-21
epiforecasts-EpiNow2,RO,Cases,2021-08-02,3,601.84652173913,0,127.391304347826,474.455217391304,-0.3,1,1,946,2021-08-21
EuroCOVIDhub-baseline,RO,Cases,2021-08-02,4,2000.65434782609,0,1070.30434782609,930.35,-0.5,1,1,4471,2021-08-28
IEM_Health-CovidProject,RO,Cases,2021-08-02,4,2751.66826086957,0,2569.13043478261,182.537826086957,-1,0,0,3746,2021-08-28
ILM-EKF,RO,Cases,2021-08-02,4,2533.99043478261,0,2250.60869565217,283.381739130435,-0.9,0,1,4112,2021-08-28
Karlen-pypm,RO,Cases,2021-08-02,4,6843.37217391304,4444.04347826087,0,2399.32869565217,0.9,0,1,11121,2021-08-28
MUNI-ARIMA,RO,Cases,2021-08-02,4,1456.0352173913,0,475.913043478261,980.122173913044,-0.4,1,1,2634,2021-08-28
RobertWalraven-ESG,RO,Cases,2021-08-02,4,4240.75,0,4099.30434782609,141.445652173913,-1,0,0,4762,2021-08-28
epiforecasts-EpiNow2,RO,Cases,2021-08-02,4,1225.35739130435,0,320.826086956522,904.531304347826,-0.4,1,1,2041,2021-08-28
EuroCOVIDhub-baseline,RO,Deaths,2021-08-02,1,12.784347826087,0,3.91304347826087,8.87130434782609,-0.4,1,1,18,2021-08-07
IEM_Health-CovidProject,RO,Deaths,2021-08-02,1,11.4178260869565,0,10.3478260869565,1.07,-0.98,0,0,16,2021-08-07
ILM-EKF,RO,Deaths,2021-08-02,1,6.34826086956522,0,2.04347826086957,4.30478260869565,-0.4,1,1,11,2021-08-07
Karlen-pypm,RO,Deaths,2021-08-02,1,17.3213043478261,0,12.4347826086957,4.88652173913044,-0.7,0,1,32,2021-08-07
MUNI-ARIMA,RO,Deaths,2021-08-02,1,6.02913043478261,0,0.304347826086957,5.72478260869565,-0.2,1,1,5,2021-08-07
RobertWalraven-ESG,RO,Deaths,2021-08-02,1,21.1852173913044,6.47826086956522,0,14.7069565217391,0.4,1,1,37,2021-08-07
UMass-MechBayes,RO,Deaths,2021-08-02,1,5.02565217391304,0,3.04347826086957,1.98217391304348,-0.7,0,1,10,2021-08-07
epiforecasts-EpiNow2,RO,Deaths,2021-08-02,1,3.71782608695652,0,0.217391304347826,3.5004347826087,-0.2,1,1,3,2021-08-07
EuroCOVIDhub-baseline,RO,Deaths,2021-08-02,2,18.0039130434783,0,1.08695652173913,16.9169565217391,-0.2,1,1,15,2021-08-14
IEM_Health-CovidProject,RO,Deaths,2021-08-02,2,7.07782608695652,0,5.52173913043478,1.55608695652174,-0.8,0,1,13,2021-08-14
ILM-EKF,RO,Deaths,2021-08-02,2,5.5895652173913,0,0.695652173913044,4.89391304347826,-0.3,1,1,6,2021-08-14
Karlen-pypm,RO,Deaths,2021-08-02,2,17.7573913043478,0,8.60869565217391,9.14869565217391,-0.5,1,1,28,2021-08-14
MUNI-ARIMA,RO,Deaths,2021-08-02,2,10.0373913043478,0.0869565217391304,0,9.9504347826087,0.1,1,1,2,2021-08-14
RobertWalraven-ESG,RO,Deaths,2021-08-02,2,19.0013043478261,2.17391304347826,0,16.8273913043478,0.3,1,1,24,2021-08-14
UMass-MechBayes,RO,Deaths,2021-08-02,2,3.57565217391304,0,0.0434782608695652,3.53217391304348,-0.1,1,1,1,2021-08-14
epiforecasts-EpiNow2,RO,Deaths,2021-08-02,2,9.38130434782609,4.17391304347826,0,5.20739130434783,0.6,0,1,16,2021-08-14
EuroCOVIDhub-baseline,RO,Deaths,2021-08-02,3,28.2995652173913,0,5.52173913043478,22.7778260869565,-0.3,1,1,47,2021-08-21
IEM_Health-CovidProject,RO,Deaths,2021-08-02,3,29.8321739130435,0,27.5652173913044,2.26695652173913,-0.95,0,0,44,2021-08-21
ILM-EKF,RO,Deaths,2021-08-02,3,17.7265217391304,0,11.7826086956522,5.94391304347826,-0.7,0,1,35,2021-08-21
Karlen-pypm,RO,Deaths,2021-08-02,3,36.2134782608696,0,18.4782608695652,17.7352173913044,-0.5,1,1,59,2021-08-21
MUNI-ARIMA,RO,Deaths,2021-08-02,3,17.9660869565217,0,4.26086956521739,13.7052173913043,-0.4,1,1,30,2021-08-21
RobertWalraven-ESG,RO,Deaths,2021-08-02,3,19.4969565217391,0,0.869565217391304,18.6273913043478,-0.2,1,1,16,2021-08-21
UMass-MechBayes,RO,Deaths,2021-08-02,3,14.2717391304348,0,8.34782608695652,5.92391304347826,-0.6,0,1,28,2021-08-21
epiforecasts-EpiNow2,RO,Deaths,2021-08-02,3,8.99130434782609,0.695652173913044,0,8.29565217391304,0.2,1,1,8,2021-08-21
EuroCOVIDhub-baseline,RO,Deaths,2021-08-02,4,42.4791304347826,0,15.0434782608696,27.4356521739131,-0.4,1,1,92,2021-08-28
IEM_Health-CovidProject,RO,Deaths,2021-08-02,4,66.2447826086957,0,63.3478260869565,2.89695652173913,-1,0,0,87,2021-08-28
ILM-EKF,RO,Deaths,2021-08-02,4,41.0239130434783,0,33.3913043478261,7.63260869565217,-0.8,0,1,74,2021-08-28
Karlen-pypm,RO,Deaths,2021-08-02,4,66.4582608695652,0,30.6086956521739,35.8495652173913,-0.5,1,1,102,2021-08-28
MUNI-ARIMA,RO,Deaths,2021-08-02,4,36.1147826086957,0,19.0869565217391,17.0278260869565,-0.6,0,1,75,2021-08-28
RobertWalraven-ESG,RO,Deaths,2021-08-02,4,31.63,0,11.2173913043478,20.4126086956522,-0.4,1,1,64,2021-08-28
UMass-MechBayes,RO,Deaths,2021-08-02,4,36.305652173913,0,27.5652173913044,8.7404347826087,-0.8,0,1,68,2021-08-28
epiforecasts-EpiNow2,RO,Deaths,2021-08-02,4,14.0686956521739,0,1.08695652173913,12.9817391304348,-0.2,1,1,13,2021-08-28
EuroCOVIDhub-baseline,SI,Cases,2021-08-02,1,152.96347826087,0,75.1304347826087,77.8330434782609,-0.6,0,1,230,2021-08-07
IEM_Health-CovidProject,SI,Cases,2021-08-02,1,136.409130434783,0,100.434782608696,35.974347826087,-0.8,0,1,244,2021-08-07
ILM-EKF,SI,Cases,2021-08-02,1,312.056086956522,0,277.565217391304,34.4908695652174,-0.95,0,0,480,2021-08-07
Karlen-pypm,SI,Cases,2021-08-02,1,104.356086956522,0,46.6086956521739,57.7473913043478,-0.6,0,1,214,2021-08-07
