model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod,ens_type
mean_ensemble,AT,Cases,2021-04-12,1008.21612318841,1048.75070652174,0.961349648604511,,3,mean
mean_ensemble,AT,Deaths,2021-04-12,22.0759057971014,16.2261956521739,1.36051026810735,,3,mean
mean_ensemble,BE,Cases,2021-04-12,2798.33065217391,2658.24108695652,1.0527000977845,,3,mean
mean_ensemble,BE,Deaths,2021-04-12,27.7096739130435,23.4015217391304,1.18409709513503,,3,mean
mean_ensemble,BG,Cases,2021-04-12,3074.67739130435,2546.63070652174,1.20735110254907,,3,mean
mean_ensemble,BG,Deaths,2021-04-12,81.3182246376812,62.5614130434783,1.29981438528518,,3,mean
mean_ensemble,CY,Cases,2021-04-12,902.619891304347,761.670054347826,1.18505366746656,,3,mean
mean_ensemble,CY,Deaths,2021-04-12,2.28800724637681,1.85260869565217,1.23501916607995,,3,mean
mean_ensemble,EE,Cases,2021-04-12,305.270724637681,313.512880434783,0.973710312043093,,3,mean
mean_ensemble,EE,Deaths,2021-04-12,16.3198188405797,5.40097826086957,3.02164127539965,,3,mean
mean_ensemble,ES,Cases,2021-04-12,49359.3930797101,9732.32673913043,5.07169502245054,,3,mean
mean_ensemble,FI,Cases,2021-04-12,167.12731884058,205.949402173913,0.811496984581921,,3,mean
mean_ensemble,FI,Deaths,2021-04-12,4.4411231884058,3.57086956521739,1.24370916027436,,3,mean
mean_ensemble,GR,Cases,2021-04-12,4052.62427536232,2799.41934782609,1.44766602349499,,3,mean
mean_ensemble,GR,Deaths,2021-04-12,30.9966304347826,28.8505434782609,1.07438636149571,,3,mean
mean_ensemble,HR,Cases,2021-04-12,5121.75644927536,2639.75336956522,1.94024051955996,,3,mean
mean_ensemble,HR,Deaths,2021-04-12,95.0565217391305,43.4075,2.18986400366597,,3,mean
mean_ensemble,HU,Cases,2021-04-12,2990.56097826087,5873.6964673913,0.509144623809455,,3,mean
mean_ensemble,HU,Deaths,2021-04-12,237.727427536232,90.8639130434783,2.61630189118622,,3,mean
mean_ensemble,IT,Cases,2021-04-12,2975.11431159421,6057.26206521739,0.491164866165888,,3,mean
mean_ensemble,IT,Deaths,2021-04-12,261.618079710145,153.432554347826,1.70510150744845,,3,mean
mean_ensemble,LT,Cases,2021-04-12,1278.01746376812,1145.14777173913,1.11602842472216,,3,mean
mean_ensemble,LT,Deaths,2021-04-12,6.8354347826087,13.0653260869565,0.523173684079168,,3,mean
mean_ensemble,LU,Deaths,2021-04-12,4.22413043478261,4.9691847826087,0.850065074972931,,3,mean
mean_ensemble,LV,Cases,2021-04-12,506.671594202899,474.991521739131,1.06669607985375,,3,mean
mean_ensemble,LV,Deaths,2021-04-12,7.02028985507247,6.71260869565217,1.04583630200574,,3,mean
mean_ensemble,MT,Cases,2021-04-12,129.969782608696,49.3860869565217,2.6317084551185,,3,mean
mean_ensemble,MT,Deaths,2021-04-12,1.01923913043478,0.766739130434783,1.32931669974483,,3,mean
mean_ensemble,NO,Cases,2021-04-12,320.231702898551,604.246304347826,0.529968823299933,,3,mean
mean_ensemble,PT,Cases,2021-04-12,1763.62496376812,1075.04597826087,1.64051119620128,,3,mean
mean_ensemble,PT,Deaths,2021-04-12,15.0542391304348,24.2245652173913,0.621445173332855,,3,mean
mean_ensemble,RO,Cases,2021-04-12,4666.9747826087,5699.83869565217,0.818790676685054,,3,mean
mean_ensemble,RO,Deaths,2021-04-12,93.2076811594206,90.7752173913044,1.02679656229994,,3,mean
mean_ensemble,SI,Cases,2021-04-12,1603.34115942029,1439.32673913043,1.11395218044024,,3,mean
mean_ensemble,SI,Deaths,2021-04-12,11.5896014492754,7.98315217391304,1.45175755100188,,3,mean
mean_ensemble,SK,Cases,2021-04-12,3032.14760869565,3490.32711956522,0.868728776652133,,3,mean
mean_ensemble,SK,Deaths,2021-04-12,61.0325,45.5567391304348,1.33970299817237,,3,mean
mean_ensemble,AT,Cases,2021-04-19,1136.41369565217,954.08347826087,1.19110509881552,,3,mean
mean_ensemble,AT,Deaths,2021-04-19,14.6499275362319,15.3169565217391,0.956451597642092,,3,mean
mean_ensemble,BE,Cases,2021-04-19,2094.06887681159,1938.73086956522,1.08012355385934,,3,mean
mean_ensemble,BE,Deaths,2021-04-19,27.4785869565218,17.0504891304348,1.61160109521275,,3,mean
mean_ensemble,BG,Cases,2021-04-19,1280.80231884058,744.43652173913,1.72049903710851,,3,mean
mean_ensemble,BG,Deaths,2021-04-19,29.8905072463768,40.4265760869565,0.739377660430186,,3,mean
mean_ensemble,CY,Cases,2021-04-19,2240.89865942029,2807.49793478261,0.798183546871891,,3,mean
mean_ensemble,CY,Deaths,2021-04-19,6.35148550724638,4.65282608695652,1.36508121914373,,3,mean
mean_ensemble,EE,Cases,2021-04-19,467.842246376812,352.110326086957,1.32868084721058,,3,mean
mean_ensemble,EE,Deaths,2021-04-19,6.46757246376812,3.85456521739131,1.67789934765853,,3,mean
mean_ensemble,ES,Cases,2021-04-19,10494.4073550725,7108.64815217391,1.47628735174678,,3,mean
mean_ensemble,FI,Cases,2021-04-19,212.242971014493,153.19597826087,1.38543435293762,,3,mean
mean_ensemble,FI,Deaths,2021-04-19,2.7045652173913,1.98369565217391,1.36339726027397,,3,mean
mean_ensemble,GR,Cases,2021-04-19,2041.42489130435,2100.42059782609,0.971912431927777,,3,mean
mean_ensemble,GR,Deaths,2021-04-19,30.8974637681159,37.6042391304348,0.821648422693633,,3,mean
mean_ensemble,HR,Cases,2021-04-19,5160.97467391304,5034.4122826087,1.02513945704081,,3,mean
mean_ensemble,HR,Deaths,2021-04-19,41.4014492753624,33.0275,1.25354475135455,,3,mean
mean_ensemble,HU,Cases,2021-04-19,2132.84634057971,3481.4702173913,0.612628058664788,,3,mean
mean_ensemble,HU,Deaths,2021-04-19,138.668913043478,97.0792391304348,1.42840955785782,,3,mean
mean_ensemble,IT,Cases,2021-04-19,7108.73177536232,11073.0985326087,0.641982165554485,,3,mean
mean_ensemble,IT,Deaths,2021-04-19,278.441666666667,184.974673913043,1.50529616177381,,3,mean
mean_ensemble,LT,Cases,2021-04-19,1081.06528985507,997.675108695652,1.08358450605072,,3,mean
mean_ensemble,LT,Deaths,2021-04-19,8.91445652173914,10.2,0.8739663256607,,3,mean
mean_ensemble,LU,Deaths,2021-04-19,5.8556884057971,5.28635869565217,1.10769789621222,,3,mean
mean_ensemble,LV,Cases,2021-04-19,410.541014492754,347.89972826087,1.18005557677502,,3,mean
mean_ensemble,LV,Deaths,2021-04-19,9.86003623188406,7.45510869565217,1.3225878567853,,3,mean
mean_ensemble,MT,Cases,2021-04-19,147.967210144927,55.0302717391304,2.68883299080118,,3,mean
mean_ensemble,MT,Deaths,2021-04-19,1.25163043478261,0.876521739130435,1.42795138888889,,3,mean
mean_ensemble,NO,Cases,2021-04-19,416.495036231884,331.974891304348,1.25459800467274,,3,mean
mean_ensemble,PT,Cases,2021-04-19,502.63615942029,368.174293478261,1.36521253200957,,3,mean
mean_ensemble,PT,Deaths,2021-04-19,11.5117391304348,12.4972826086957,0.92113937812568,,3,mean
mean_ensemble,RO,Cases,2021-04-19,1669.06112318841,1581.50472826087,1.05536271461156,,3,mean
mean_ensemble,RO,Deaths,2021-04-19,61.0322826086958,110.113695652174,0.554266045174653,,3,mean
mean_ensemble,SI,Cases,2021-04-19,643.563478260869,375.746413043478,1.71276013800936,,3,mean
mean_ensemble,SI,Deaths,2021-04-19,5.31855072463768,5.52923913043478,0.961895588013655,,3,mean
mean_ensemble,SK,Cases,2021-04-19,1847.9372826087,2624.95614130435,0.703987869942258,,3,mean
mean_ensemble,SK,Deaths,2021-04-19,62.7464492753623,36.0565217391304,1.74022468748744,,3,mean
mean_ensemble,AT,Cases,2021-04-26,2399.63702898551,2769.96809782609,0.86630493357262,,3,mean
mean_ensemble,AT,Deaths,2021-04-26,16.919963768116,15.7438043478261,1.07470617611253,,3,mean
mean_ensemble,BE,Cases,2021-04-26,2864.11902173913,2184.39179347826,1.31117459344531,,3,mean
mean_ensemble,BE,Deaths,2021-04-26,28.2053623188406,21.9200543478261,1.28673779139776,,3,mean
mean_ensemble,BG,Cases,2021-04-26,1701.3168115942,850.852934782609,1.99954274357517,,3,mean
mean_ensemble,BG,Deaths,2021-04-26,59.3248188405797,32.6590760869565,1.81648797052997,,3,mean
mean_ensemble,CY,Cases,2021-04-26,2944.25177536232,2240.1952173913,1.31428357337129,,3,mean
mean_ensemble,CY,Deaths,2021-04-26,4.21985507246376,3.70929347826087,1.13764389288557,,3,mean
mean_ensemble,EE,Cases,2021-04-26,222.399746376812,335.779021739131,0.662339610214232,,3,mean
mean_ensemble,EE,Deaths,2021-04-26,3.27485507246377,4.25255434782609,0.770091292104916,,3,mean
mean_ensemble,ES,Cases,2021-04-26,17334.3692753623,20778.6852173913,0.834238022955072,,3,mean
mean_ensemble,FI,Cases,2021-04-26,150.597246376812,194.354673913043,0.774857858289483,,3,mean
mean_ensemble,FI,Deaths,2021-04-26,2.44702898550725,2.74016304347826,0.893023132813688,,3,mean
mean_ensemble,GR,Cases,2021-04-26,1911.77126811594,1691.70847826087,1.13008316307624,,3,mean
mean_ensemble,GR,Deaths,2021-04-26,28.6118840579711,35.7525543478261,0.800275241304844,,3,mean
mean_ensemble,HR,Cases,2021-04-26,5881.73235507246,3953.35679347826,1.4877818174103,,3,mean
mean_ensemble,HR,Deaths,2021-04-26,33.6784420289855,24.8619565217391,1.35461752575817,,3,mean
mean_ensemble,HU,Cases,2021-04-26,1578.0270289855,2473.01076086957,0.638099540024094,,3,mean
mean_ensemble,HU,Deaths,2021-04-26,80.0640579710145,68.7975543478261,1.16376314143708,,3,mean
mean_ensemble,IT,Cases,2021-04-26,14842.7922826087,14080.4839673913,1.05413935465449,,3,mean
mean_ensemble,IT,Deaths,2021-04-26,211.507463768116,178.539673913043,1.18465245921267,,3,mean
mean_ensemble,LT,Cases,2021-04-26,1133.63032608696,888.826739130435,1.27542329250358,,3,mean
mean_ensemble,LT,Deaths,2021-04-26,9.74840579710145,10.8451086956522,0.89887580389209,,3,mean
mean_ensemble,LU,Deaths,2021-04-26,1.48083333333333,2.6083152173913,0.567735572548774,,3,mean
mean_ensemble,LV,Cases,2021-04-26,422.223224637681,472.80097826087,0.893025277127743,,3,mean
mean_ensemble,LV,Deaths,2021-04-26,6.66695652173913,7.32461956521739,0.910211986080298,,3,mean
mean_ensemble,MT,Cases,2021-04-26,28.713731884058,23.5201086956522,1.22081629194876,,3,mean
mean_ensemble,MT,Deaths,2021-04-26,1.21463768115942,0.754510869565217,1.60983456985762,,3,mean
mean_ensemble,NO,Cases,2021-04-26,336.040108695652,368.859347826087,0.911025057860513,,3,mean
mean_ensemble,PT,Cases,2021-04-26,573.013007246377,822.076413043478,0.697031319904895,,3,mean
mean_ensemble,PT,Deaths,2021-04-26,5.84905797101449,9.10195652173913,0.642615459329496,,3,mean
mean_ensemble,RO,Cases,2021-04-26,1539.50619565217,1006.96717391304,1.52885440115163,,3,mean
mean_ensemble,RO,Deaths,2021-04-26,107.837826086957,60.9139130434783,1.77033161553725,,3,mean
