model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date
median_ensemble,PL,Deaths,2021-12-20,1,120.269565217391,110.095652173913,10.1739130434783,0,0.310434782608696,-0.2,174,2021-12-25
median_ensemble,CZ,Cases,2021-12-20,2,4996.86695652174,3878.58434782609,0,1118.28260869565,0.136521739130435,0.4,7245.5,2022-01-01
median_ensemble,DE,Cases,2021-12-20,2,11380.21,10704.6882608696,0,675.521739130435,0.310434782608696,0.2,10595,2022-01-01
median_ensemble,FR,Cases,2021-12-20,2,581631.510434783,24182.5104347826,557449,0,-0.559130434782609,-1,607423,2022-01-01
median_ensemble,GB,Cases,2021-12-20,2,320819.15826087,23124.2886956522,297694.869565217,0,-0.559130434782609,-1,410070,2022-01-01
median_ensemble,PL,Cases,2021-12-20,2,6322.51826086957,3589.95304347826,0,2732.5652173913,-0.0373913043478261,0.6,11443,2022-01-01
median_ensemble,CZ,Deaths,2021-12-20,2,36.1447826086957,31.514347826087,0,4.6304347826087,0.223478260869565,0.3,41.5,2022-01-01
median_ensemble,DE,Deaths,2021-12-20,2,148.672608695652,110.803043478261,0,37.8695652173913,0.0495652173913044,0.5,270,2022-01-01
median_ensemble,FR,Deaths,2021-12-20,2,58.4078260869565,44.5817391304348,0,13.8260869565217,0.223478260869565,0.3,116,2022-01-01
median_ensemble,GB,Deaths,2021-12-20,2,74.9617391304348,55.0486956521739,19.9130434782609,0,0.136521739130435,-0.4,126,2022-01-01
median_ensemble,PL,Deaths,2021-12-20,2,369.857826086957,116.031739130435,253.826086956522,0,-0.298260869565217,-0.9,826,2022-01-01
median_ensemble,CZ,Cases,2021-12-20,3,6772.33347826087,3469.70304347826,3302.63043478261,0,-0.0373913043478261,-0.6,12766.5,2022-01-08
median_ensemble,DE,Cases,2021-12-20,3,92876.4995652174,14932.5865217391,77943.9130434783,0,-0.559130434782609,-1,154853,2022-01-08
median_ensemble,FR,Cases,2021-12-20,3,1083310.26478261,34114.83,1049195.43478261,0,-0.559130434782609,-1,1126407,2022-01-08
median_ensemble,GB,Cases,2021-12-20,3,384009.19173913,35178.4960869565,348830.695652174,0,-0.559130434782609,-1,517142,2022-01-08
median_ensemble,PL,Cases,2021-12-20,3,8727.28347826087,3880.41391304348,4846.86956521739,0,-0.0373913043478261,-0.6,17333,2022-01-08
median_ensemble,CZ,Deaths,2021-12-20,3,35.049347826087,32.3536956521739,0,2.69565217391304,0.310434782608696,0.2,31,2022-01-08
median_ensemble,DE,Deaths,2021-12-20,3,135.301956521739,123.736739130435,11.5652173913043,0,0.310434782608696,-0.2,176,2022-01-08
median_ensemble,FR,Deaths,2021-12-20,3,75.9221739130435,75.1395652173913,0,0.782608695652174,0.397391304347826,0.1,18,2022-01-08
median_ensemble,GB,Deaths,2021-12-20,3,219.93347826087,68.9334782608696,151,0,-0.211304347826087,-0.8,413,2022-01-08
median_ensemble,PL,Deaths,2021-12-20,3,77.55,76.4630434782609,1.08695652173913,0,0.397391304347826,-0.1,25,2022-01-08
