model,target_type,forecast_date,location,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill
DSMPG-bayes,Cases,2021-03-29,CZ,2586.57152173913,2524.46282608696,0,62.1086956521739,0.353913043478261,0.15,1026,0.54951085380388,0.162359694033328
DSMPG-bayes,Cases,2021-04-05,CZ,2408.01597826087,1370.17902173913,1037.83695652174,0,0.0278260869565217,-0.525,4525.75,0.645236970521936,0.227067180274428
DSMPG-bayes,Cases,2021-04-12,CZ,1497.79217391304,1443.64,5.39130434782609,48.7608695652174,0.332173913043478,0.075,647,0.591314625588187,0.228349121430891
DSMPG-bayes,Cases,2021-04-19,CZ,1205.59619565217,880.878804347826,324.717391304348,0,0.158260869565217,-0.375,1851,0.57143996229399,0.226950804042065
DSMPG-bayes,Cases,2021-03-15,DE,27957.6085869565,26245.5977173913,2.94565217391304,1709.0652173913,0.288695652173913,0.175,15965.25,1.60085600911638,1.12789627746342
DSMPG-bayes,Cases,2021-03-22,DE,39114.5654347826,29475.5980434783,0,9638.96739130435,0.071304347826087,0.475,50640.75,1.26693778061787,3.21377062490385
DSMPG-bayes,Cases,2021-03-29,DE,54882.6735869565,26250.749673913,0,28631.9239130435,-0.211304347826087,0.8,90771.25,1.6934951084265,5.23626059298766
DSMPG-bayes,Cases,2021-04-05,DE,17301.4705434783,14155.8618478261,2179.17391304348,966.434782608696,0.18,-0.1,22299.5,0.803356509433166,0.965908219077739
DSMPG-bayes,Cases,2021-04-12,DE,17715.7334782609,15961.0704347826,68.9673913043478,1685.69565217391,0.310434782608696,0.1,14463.25,0.97199337727499,1.7681731316746
DSMPG-bayes,Cases,2021-04-19,DE,30256.7630434783,16021.3608695652,0,14235.402173913,-0.0373913043478261,0.6,49987.25,0.875356331192862,1.53729904466595
DSMPG-bayes,Cases,2021-04-26,DE,50253.0545652174,13886.3915217391,0,36366.6630434783,-0.341739130434783,0.925,80893.75,1.38201432281931,1.63698857887291
DSMPG-bayes,Cases,2021-03-15,FR,25808.0280434783,8947.26717391304,16860.7608695652,0,-0.0591304347826087,-0.625,41811,0.892392188367941,0.662823218007113
DSMPG-bayes,Cases,2021-03-22,FR,27808.2234782609,13483.6147826087,13658.2934782609,666.315217391304,0.00608695652173912,-0.4,47612.5,0.651091701534316,0.854689703132369
DSMPG-bayes,Cases,2021-03-29,FR,101200.878478261,31597.5632608696,0,69603.3152173913,-0.363478260869565,0.8825,154605.75,1.53782812236494,3.53961968092969
DSMPG-bayes,Cases,2021-04-05,FR,125589.986304348,35708.0841304348,0,89881.902173913,-0.341739130434783,0.875,189194.25,1.82154405423086,3.85948464476576
DSMPG-bayes,Cases,2021-04-12,FR,187150.545978261,78348.5894565218,0,108801.956521739,-0.254782608695652,0.825,267199.5,2.5491156400446,4.43591082733814
DSMPG-bayes,Cases,2021-04-19,FR,45499.3525,19308.950326087,0,26190.402173913,-0.124347826086957,0.7,78936.25,0.715477332567312,0.354129888966145
DSMPG-bayes,Cases,2021-04-26,FR,114537.812826087,15541.9976086957,0,98995.8152173913,-0.211304347826087,0.75,140153.75,0.797601769059232,0.781471081116985
DSMPG-bayes,Cases,2021-03-22,PL,110697.392826087,40536.3602173913,0,70161.0326086957,-0.298260869565217,0.875,169265.75,1.87370733033787,5.48488215428048
DSMPG-bayes,Cases,2021-04-05,PL,31277.6814130435,12418.3444565217,0,18859.3369565217,-0.23304347826087,0.8125,51677.75,0.496125097583387,0.38113177718374
DSMPG-bayes,Cases,2021-04-12,PL,61263.0183695652,19076.105326087,0,42186.9130434783,-0.515652173913044,0.99,85786.5,2.2591820686365,1.17279871976156
DSMPG-bayes,Cases,2021-04-19,PL,5136.78304347826,4038.1852173913,0,1098.59782608696,0.18,0.35,6950.75,0.237906317145782,0.0836976325270228
DSMPG-bayes,Cases,2021-04-26,PL,2227.90532608696,1990.18793478261,234.260869565217,3.45652173913043,0.288695652173913,-0.175,2053.5,0.288052272409245,0.0719999844876745
EuroCOVIDhub-baseline,Cases,2021-03-15,CZ,24077.822826087,1976.73586956522,0,22101.0869565217,-0.472173913043478,0.97,33478,1.7307837905913,1
EuroCOVIDhub-baseline,Cases,2021-03-22,CZ,22322.5586956522,2048.39565217391,0,20274.1630434783,-0.428695652173913,0.96,32064.25,1.6277122261099,1
EuroCOVIDhub-baseline,Cases,2021-03-29,CZ,15931.1184782609,2118.325,0,13812.7934782609,-0.363478260869565,0.9375,24853.25,3.38452752744829,1
EuroCOVIDhub-baseline,Cases,2021-04-05,CZ,10604.8614130435,2193.10054347826,0,8411.76086956522,-0.254782608695652,0.85,17913.5,2.84161264407352,1
EuroCOVIDhub-baseline,Cases,2021-04-12,CZ,6559.22021739131,2226.75282608696,0,4332.46739130435,-0.146086956521739,0.725,11647.25,2.58952003792642,1
EuroCOVIDhub-baseline,Cases,2021-04-19,CZ,5312.14771739131,2208.57163043478,0,3103.57608695652,-0.0591304347826087,0.625,9394.75,2.51790234762982,1
EuroCOVIDhub-baseline,Cases,2021-04-26,CZ,4478.3347826087,2160.76956521739,0,2317.5652173913,-0.0373913043478261,0.6,7854.5,2.2882282977078,1
EuroCOVIDhub-baseline,Cases,2021-05-03,CZ,4445.20630434783,2090.47804347826,0,2354.72826086957,-0.0591304347826087,0.625,7863.25,1.56882749690564,1
EuroCOVIDhub-baseline,Cases,2021-05-10,CZ,3832.30141304348,1994.1275,0,1838.17391304348,-0.0156521739130435,0.575,6646,2.00424286693616,1
EuroCOVIDhub-baseline,Cases,2021-05-17,CZ,2917.9052173913,1851.07913043478,0,1066.82608695652,0.071304347826087,0.475,4707,2.99226512028997,1
EuroCOVIDhub-baseline,Cases,2021-05-24,CZ,2275.91565217391,1684.77434782609,0,591.141304347826,0.158260869565217,0.375,3219.25,3.31630324719321,1
EuroCOVIDhub-baseline,Cases,2021-05-31,CZ,1780.14282608696,1520.12108695652,0,260.021739130435,0.201739130434783,0.325,1905.5,3.52378084436167,1
EuroCOVIDhub-baseline,Cases,2021-06-07,CZ,1570.67130434783,1408.55173913043,0,162.119565217391,0.223478260869565,0.3,1319.75,4.38159182088684,1
EuroCOVIDhub-baseline,Cases,2021-06-14,CZ,1385.39967391304,1307.61706521739,0,77.7826086956522,0.288695652173913,0.225,619,2.99975638003166,1
EuroCOVIDhub-baseline,Cases,2021-06-21,CZ,1209.64945652174,1194.75815217391,12.8804347826087,2.01086956521739,0.375652173913044,-0.0250000000000001,316,1.96073070904678,1
EuroCOVIDhub-baseline,Cases,2021-06-28,CZ,1203.47456521739,1170.72456521739,32.75,0,0.310434782608696,-0.2,519.75,1.81473711235909,1
EuroCOVIDhub-baseline,Cases,2021-07-05,CZ,1213.26619565217,1165.2227173913,48.0434782608696,0,0.310434782608696,-0.2,470,1.96339731494594,1
EuroCOVIDhub-baseline,Cases,2021-07-12,CZ,1206.73608695652,1189.41,13.1304347826087,4.19565217391304,0.332173913043478,-0.075,193,1.44783298912325,1
EuroCOVIDhub-baseline,Cases,2021-07-19,CZ,1224.35608695652,1202.82347826087,0,21.5326086956522,0.332173913043478,0.175,326.75,1.63343523444681,1
EuroCOVIDhub-baseline,Cases,2021-07-26,CZ,1212.56184782609,1187.73576086957,0,24.8260869565217,0.310434782608696,0.2,257.5,2.85410099433956,1
EuroCOVIDhub-baseline,Cases,2021-08-02,CZ,1140.69608695652,1135.31565217391,3.22826086956522,2.15217391304348,0.375652173913044,-0.0250000000000001,95.75,3.67616147971226,1
EuroCOVIDhub-baseline,Cases,2021-08-09,CZ,1123.60163043478,1106.47119565217,17.1304347826087,0,0.353913043478261,-0.15,257,2.82893541451551,1
EuroCOVIDhub-baseline,Cases,2021-08-16,CZ,1138.72989130435,1114.29510869565,23.2065217391304,1.22826086956522,0.353913043478261,-2.77555756156289e-17,386,2.46402509779371,1
EuroCOVIDhub-baseline,Cases,2021-08-23,CZ,1169.12663043478,1094.03967391304,75.0869565217391,0,0.310434782608696,-0.2,827,2.08686819374285,1
EuroCOVIDhub-baseline,Cases,2021-08-30,CZ,1225.25902173913,1072.45467391304,152.804347826087,0,0.201739130434783,-0.325,1202.5,1.62354832901064,1
EuroCOVIDhub-baseline,Cases,2021-09-06,CZ,1353.59891304348,1089.05543478261,264.54347826087,0,0.136521739130435,-0.4,1597,1.44619150388,1
EuroCOVIDhub-baseline,Cases,2021-09-13,CZ,1377.77293478261,1177.22945652174,200.54347826087,0,0.201739130434783,-0.325,1465,1.19806373094506,1
EuroCOVIDhub-baseline,Cases,2021-09-20,CZ,1683.32815217391,1184.39336956522,498.934782608696,0,0.136521739130435,-0.4,2517.5,1.49007640956066,1
EuroCOVIDhub-baseline,Cases,2021-09-27,CZ,3413.94097826087,1186.62576086957,2227.3152173913,0,-0.0373913043478261,-0.6,6359.25,0.986125858970782,1
EuroCOVIDhub-baseline,Cases,2021-10-04,CZ,6913.71456521739,1261.07326086957,5652.64130434783,0,-0.167826086956522,-0.7375,11865.75,1.09087537478671,1
EuroCOVIDhub-baseline,Cases,2021-10-11,CZ,15029.3516304348,1330.94945652174,13698.402173913,0,-0.32,-0.8625,21990.25,1.08952436659819,1
EuroCOVIDhub-baseline,Cases,2021-10-18,CZ,26512.484673913,1426.8977173913,25085.5869565217,0,-0.450434782608696,-0.9625,34680.5,1.67173822590895,1
EuroCOVIDhub-baseline,Cases,2021-10-25,CZ,36200.3131521739,1637.56315217391,34562.75,0,-0.493913043478261,-0.975,44605.75,1.95133051357933,1
EuroCOVIDhub-baseline,Cases,2021-11-01,CZ,48142.9565217391,1722.09782608696,46420.8586956522,0,-0.537391304347826,-0.995,56982.25,2.04424075691479,1
EuroCOVIDhub-baseline,Cases,2021-11-08,CZ,43177.8393478261,1809.38282608696,41368.4565217391,0,-0.515652173913044,-0.9875,52256,1.31912196639694,1
EuroCOVIDhub-baseline,Cases,2021-11-15,CZ,31314.005,1886.42891304348,29427.5760869565,0,-0.493913043478261,-0.975,40182.75,1.22527402432211,1
EuroCOVIDhub-baseline,Cases,2021-11-22,CZ,13915.9652173913,1996.0847826087,8316.89130434783,3602.98913043478,-0.254782608695652,-0.15,20333.75,0.43820681793045,1
EuroCOVIDhub-baseline,Cases,2021-11-29,CZ,36178.8505434783,2099.24184782609,0,34079.6086956522,-0.472173913043478,0.95,45831.5,0.633560599100931,1
EuroCOVIDhub-baseline,Cases,2021-12-06,CZ,46235.7786956522,2123.96347826087,0,44111.8152173913,-0.537391304347826,0.995,56685.75,1.66001768868433,1
EuroCOVIDhub-baseline,Cases,2021-12-13,CZ,34985.1322826087,2212.6322826087,0,32772.5,-0.515652173913044,0.9875,45718.5,1.66154472217226,1
EuroCOVIDhub-baseline,Cases,2021-12-20,CZ,16731.6783695652,2288.21097826087,0,14443.4673913044,-0.341739130434783,0.8575,24589.75,0.794855504339389,1
EuroCOVIDhub-baseline,Cases,2021-12-27,CZ,39300.2463043478,2392.74630434783,35031.097826087,1876.40217391304,-0.211304347826087,-0.1,45983.5,0.724729707645469,1
EuroCOVIDhub-baseline,Cases,2022-01-03,CZ,100380.210978261,2396.51532608696,97983.6956521739,0,-0.428695652173913,-0.9375,110378.5,1.01804852009858,1
EuroCOVIDhub-baseline,Cases,2022-01-10,CZ,151060.849565217,2409.24086956522,148651.608695652,0,-0.515652173913044,-0.9875,162176,1.08699683986312,1
EuroCOVIDhub-baseline,Cases,2022-01-17,CZ,166605.72576087,2480.03010869565,164125.695652174,0,-0.559130434782609,-1,178165,1.48981886524374,1
EuroCOVIDhub-baseline,Cases,2022-01-24,CZ,75326.365,2628.63673913044,71895.5543478261,802.173913043478,-0.40695652173913,-0.625,85254.75,0.51514903151937,1
EuroCOVIDhub-baseline,Cases,2022-01-31,CZ,69066.245,2851.25586956522,8078.66304347826,58136.3260869565,-0.515652173913044,0.4875,84057.25,0.545007683954154,1
EuroCOVIDhub-baseline,Cases,2022-02-07,CZ,101551.836956522,2812.98913043478,0,98738.847826087,-0.559130434782609,1,117469.5,1.38152075381551,1
EuroCOVIDhub-baseline,Cases,2022-02-14,CZ,70944.0417391304,3024.36782608696,0,67919.6739130435,-0.537391304347826,0.995,88549,2.23628624944895,1
EuroCOVIDhub-baseline,Cases,2022-02-21,CZ,28805.1340217391,3220.37315217391,0,25584.7608695652,-0.385217391304348,0.945,42981.5,2.11444031334196,1
EuroCOVIDhub-baseline,Cases,2022-02-28,CZ,5258.10152173913,3345.53630434783,0,1912.5652173913,0.0495652173913044,0.5,7319,0.321843877020638,1
EuroCOVIDhub-baseline,Cases,2022-03-07,CZ,4976.25630434783,3345.115,1623.58695652174,7.55434782608696,0.114782608695652,-0.375,4948.25,0.337197966849972,1
EuroCOVIDhub-baseline,Deaths,2021-03-15,CZ,247.067391304348,29.3173913043478,0,217.75,-0.363478260869565,0.895,362.25,0.92967487552784,1
EuroCOVIDhub-baseline,Deaths,2021-03-22,CZ,350.663695652174,29.250652173913,0,321.413043478261,-0.472173913043478,0.97,480.5,1.18045544275288,1
EuroCOVIDhub-baseline,Deaths,2021-03-29,CZ,331.931956521739,30.4102173913044,0,301.521739130435,-0.450434782608696,0.945,462.5,2.56196749254692,1
EuroCOVIDhub-baseline,Deaths,2021-04-05,CZ,340.585543478261,31.1833695652174,0,309.402173913044,-0.493913043478261,0.9825,476.75,4.42232546511285,1
EuroCOVIDhub-baseline,Deaths,2021-04-12,CZ,255.984239130435,32.2559782608696,0,223.728260869565,-0.40695652173913,0.9525,388.75,5.34470474292369,1
EuroCOVIDhub-baseline,Deaths,2021-04-19,CZ,175.21402173913,33.1488043478261,0,142.065217391304,-0.298260869565217,0.8875,289.5,4.2080768609926,1
EuroCOVIDhub-baseline,Deaths,2021-04-26,CZ,146.966086956522,33.5095652173913,0,113.45652173913,-0.254782608695652,0.85,251,4.39235707559825,1
EuroCOVIDhub-baseline,Deaths,2021-05-03,CZ,112.876304347826,33.7784782608696,0,79.0978260869565,-0.167826086956522,0.75,199.75,2.10573935755524,1
EuroCOVIDhub-baseline,Deaths,2021-05-10,CZ,114.08,33.5147826086957,0,80.5652173913044,-0.189565217391304,0.775,203.5,2.40931111932957,1
EuroCOVIDhub-baseline,Deaths,2021-05-17,CZ,84.4086956521739,32.7565217391304,0,51.6521739130435,-0.102608695652174,0.675,154.5,2.85569925105011,1
EuroCOVIDhub-baseline,Deaths,2021-05-24,CZ,41.5069565217391,29.6808695652174,0,11.8260869565217,0.136521739130435,0.4,59.5,2.91649307426399,1
EuroCOVIDhub-baseline,Deaths,2021-05-31,CZ,33.74,27.1421739130435,0,6.59782608695652,0.18,0.35,40.25,2.65453255172109,1
EuroCOVIDhub-baseline,Deaths,2021-06-07,CZ,26.6092391304348,24.2288043478261,0.554347826086957,1.82608695652174,0.26695652173913,0.05,23.25,2.34814380866882,1
EuroCOVIDhub-baseline,Deaths,2021-06-14,CZ,31.0990217391304,25.1098913043478,0,5.98913043478261,0.18,0.35,40.25,3.3766584958403,1
EuroCOVIDhub-baseline,Deaths,2021-06-21,CZ,30.4673913043478,23.554347826087,0,6.91304347826087,0.18,0.35,39.5,4.1290174901277,1
EuroCOVIDhub-baseline,Deaths,2021-06-28,CZ,19.5813043478261,19.244347826087,0.0652173913043478,0.271739130434783,0.375652173913044,0.0249999999999999,5.75,3.35538902343177,1
EuroCOVIDhub-baseline,Deaths,2021-07-05,CZ,19.0632608695652,18.530652173913,0.391304347826087,0.141304347826087,0.332173913043478,-0.0750000000000001,6.25,2.93132217930108,1
EuroCOVIDhub-baseline,Deaths,2021-07-12,CZ,22.8584782608696,18.9889130434783,0,3.8695652173913,0.0821739130434783,0.4,13,2.07275988219749,1
EuroCOVIDhub-baseline,Deaths,2021-07-19,CZ,20.3952173913043,16.4713043478261,1.3695652173913,2.55434782608696,0.0495652173913044,0.05,11.75,1.96399727842745,1
EuroCOVIDhub-baseline,Deaths,2021-07-26,CZ,22.3232608695652,18.6384782608696,0,3.68478260869565,0.114782608695652,0.375,14.25,2.143197192084,1
EuroCOVIDhub-baseline,Deaths,2021-08-02,CZ,21.5615217391304,17.8223913043478,0.0108695652173913,3.72826086956522,0.136521739130435,0.3,9.5,2.37312316868809,1
EuroCOVIDhub-baseline,Deaths,2021-08-09,CZ,15.1301086956522,13.0322826086957,2.09782608695652,0,0.245217391304348,-0.275,10.75,3.21148174654018,1
EuroCOVIDhub-baseline,Deaths,2021-08-16,CZ,16.5396739130435,16.3005434782609,0.152173913043478,0.0869565217391304,0.353913043478261,-0.05,4,3.2457717075161,1
EuroCOVIDhub-baseline,Deaths,2021-08-23,CZ,16.8028260869565,16.3354347826087,0.33695652173913,0.130434782608696,0.310434782608696,-0.05,5.25,3.49448077318633,1
EuroCOVIDhub-baseline,Deaths,2021-08-30,CZ,18.1416304347826,17.1742391304348,0.0652173913043478,0.902173913043478,0.288695652173913,0.175,7.25,2.54776237816811,1
EuroCOVIDhub-baseline,Deaths,2021-09-06,CZ,16.1114130434783,15.1875,0.923913043478261,0,0.310434782608696,-0.2,12.75,2.37248170468624,1
EuroCOVIDhub-baseline,Deaths,2021-09-13,CZ,16.7729347826087,15.338152173913,1.43478260869565,0,0.26695652173913,-0.25,14.5,2.19998124350477,1
EuroCOVIDhub-baseline,Deaths,2021-09-20,CZ,17.4872826086957,16.5307608695652,0.956521739130435,0,0.310434782608696,-0.2,11.5,2.41946366395374,1
EuroCOVIDhub-baseline,Deaths,2021-09-27,CZ,18.9805434782609,17.263152173913,1.70652173913043,0.0108695652173913,0.310434782608696,-0.15,16.5,1.79839566372632,1
EuroCOVIDhub-baseline,Deaths,2021-10-04,CZ,24.8242391304348,17.2916304347826,7.43478260869565,0.0978260869565217,0.18,-0.25,41.25,1.24553857967594,1
EuroCOVIDhub-baseline,Deaths,2021-10-11,CZ,49.2155434782609,16.8242391304348,32.3913043478261,0,-0.0373913043478261,-0.6,99.5,0.901306059380543,1
EuroCOVIDhub-baseline,Deaths,2021-10-18,CZ,104.147717391304,18.4303260869565,85.7173913043478,0,-0.167826086956522,-0.7375,183,1.02546490360505,1
EuroCOVIDhub-baseline,Deaths,2021-10-25,CZ,177.7725,20.6311956521739,157.141304347826,0,-0.298260869565217,-0.8575,280.25,1.47461617467389,1
EuroCOVIDhub-baseline,Deaths,2021-11-01,CZ,258.171304347826,23.6495652173913,234.521739130435,0,-0.40695652173913,-0.9325,374,1.89845239230142,1
EuroCOVIDhub-baseline,Deaths,2021-11-08,CZ,279.322391304348,26.1376086956522,253.184782608696,0,-0.450434782608696,-0.9625,398.75,1.35930187059891,1
EuroCOVIDhub-baseline,Deaths,2021-11-15,CZ,184.421413043478,27.3127173913044,157.108695652174,0,-0.32,-0.9,290.5,0.817305424042633,1
EuroCOVIDhub-baseline,Deaths,2021-11-22,CZ,126.322826086957,27.7358695652174,98.5869565217391,0,-0.23304347826087,-0.825,212,0.634154120274075,1
EuroCOVIDhub-baseline,Deaths,2021-11-29,CZ,60.7633695652174,28.2633695652174,16.7391304347826,15.7608695652174,-0.0156521739130435,-0.225,96,0.189164843843074,1
EuroCOVIDhub-baseline,Deaths,2021-12-06,CZ,110.451304347826,28.2991304347826,0,82.1521739130435,-0.146086956521739,0.725,180.5,0.83996866822035,1
EuroCOVIDhub-baseline,Deaths,2021-12-13,CZ,160.804347826087,28.2717391304348,0,132.532608695652,-0.254782608695652,0.8375,255.75,1.23090655193762,1
EuroCOVIDhub-baseline,Deaths,2021-12-20,CZ,234.819239130435,28.0475,0,206.771739130435,-0.428695652173913,0.965,352.25,1.80083904074624,1
EuroCOVIDhub-baseline,Deaths,2021-12-27,CZ,125.280108695652,28.7475,0,96.5326086956522,-0.23304347826087,0.825,210.75,1.79108594012746,1
EuroCOVIDhub-baseline,Deaths,2022-01-03,CZ,146.636956521739,28.7021739130435,0,117.934782608696,-0.276521739130435,0.875,243.5,1.80278114170795,1
EuroCOVIDhub-baseline,Deaths,2022-01-10,CZ,93.6005434782609,28.9266304347826,0,64.6739130434783,-0.146086956521739,0.725,163,1.50775867425543,1
EuroCOVIDhub-baseline,Deaths,2022-01-17,CZ,52.4101086956522,28.681847826087,3.46739130434783,20.2608695652174,0.0495652173913044,0.3,78.25,0.926220718156625,1
EuroCOVIDhub-baseline,Deaths,2022-01-24,CZ,68.6351086956522,27.798152173913,36.4891304347826,4.34782608695652,-0.0591304347826087,-0.325,121.75,0.567212572551636,1
EuroCOVIDhub-baseline,Deaths,2022-01-31,CZ,114.044782608696,26.5882608695652,87.4565217391304,0,-0.254782608695652,-0.85,200.5,0.612460017211061,1
EuroCOVIDhub-baseline,Deaths,2022-02-07,CZ,74.9538043478261,28.4103260869565,46.5434782608696,0,-0.0808695652173913,-0.65,128.5,1.05879507397676,1
