model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date
EuroCOVIDhub-ensemble,CZ,Cases,2021-03-15,1,4395.87043478261,3598.74,0,797.130434782609,0.223478260869565,0.3,6262,2021-03-20
EuroCOVIDhub-ensemble,DE,Cases,2021-03-15,1,5853.17608695652,3560.65434782609,2292.52173913044,0,0.0495652173913044,-0.5,11080,2021-03-20
EuroCOVIDhub-ensemble,FR,Cases,2021-03-15,1,21119.4095652174,7593.54,13525.8695652174,0,-0.124347826086957,-0.7,38747,2021-03-20
EuroCOVIDhub-ensemble,GB,Cases,2021-03-15,1,1734.60304347826,1569.16826086957,165.434782608696,0,0.310434782608696,-0.2,1923,2021-03-20
EuroCOVIDhub-ensemble,PL,Cases,2021-03-15,1,11106.11,7046.45782608696,4059.65217391304,0,0.0495652173913044,-0.5,19130,2021-03-20
EuroCOVIDhub-ensemble,CZ,Deaths,2021-03-15,1,58.5704347826087,46.0486956521739,0,12.5217391304348,0.136521739130435,0.4,92,2021-03-20
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-15,1,107.245217391304,80.5060869565218,0,26.7391304347826,0.136521739130435,0.4,177,2021-03-20
EuroCOVIDhub-ensemble,FR,Deaths,2021-03-15,1,88.7156521739131,87.3678260869565,0,1.34782608695652,0.397391304347826,0.1,31,2021-03-20
EuroCOVIDhub-ensemble,GB,Deaths,2021-03-15,1,61.7708695652174,56.3360869565218,5.43478260869565,0,0.310434782608696,-0.2,61,2021-03-20
EuroCOVIDhub-ensemble,PL,Deaths,2021-03-15,1,127.21347826087,121.778695652174,0,5.43478260869565,0.310434782608696,0.2,87,2021-03-20
EuroCOVIDhub-ensemble,CZ,Cases,2021-03-15,2,9204.71347826087,5251.36565217391,0,3953.34782608696,-0.0373913043478261,0.6,16187,2021-03-27
EuroCOVIDhub-ensemble,DE,Cases,2021-03-15,2,10642.4452173913,6096.48869565217,4545.95652173913,0,0.0495652173913044,-0.5,20095,2021-03-27
EuroCOVIDhub-ensemble,FR,Cases,2021-03-15,2,46764.2430434783,10603.8952173913,36160.347826087,0,-0.298260869565217,-0.9,80236,2021-03-27
EuroCOVIDhub-ensemble,GB,Cases,2021-03-15,2,3082.75652173913,2313.84347826087,768.913043478261,0,0.136521739130435,-0.4,5073,2021-03-27
EuroCOVIDhub-ensemble,PL,Cases,2021-03-15,2,16076.2139130435,10744.8226086957,5331.39130434783,0,0.0495652173913044,-0.5,27188,2021-03-27
EuroCOVIDhub-ensemble,CZ,Deaths,2021-03-15,2,167.949565217391,61.4713043478261,0,106.478260869565,-0.211304347826087,0.8,303,2021-03-27
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-15,2,148.120869565217,102.294782608696,0,45.8260869565218,0.0495652173913044,0.5,260,2021-03-27
EuroCOVIDhub-ensemble,FR,Deaths,2021-03-15,2,276.924347826087,108.489565217391,168.434782608696,0,-0.124347826086957,-0.7,512,2021-03-27
EuroCOVIDhub-ensemble,GB,Deaths,2021-03-15,2,59.4213043478261,56.5082608695652,2.91304347826087,0,0.310434782608696,-0.2,43,2021-03-27
EuroCOVIDhub-ensemble,PL,Deaths,2021-03-15,2,196.515217391304,186.95,0,9.56521739130435,0.310434782608696,0.2,150,2021-03-27
EuroCOVIDhub-ensemble,CZ,Cases,2021-03-15,3,14185.95,7004.60217391304,0,7181.34782608696,-0.124347826086957,0.7,24175,2021-04-03
EuroCOVIDhub-ensemble,DE,Cases,2021-03-15,3,11636.2686956522,10251.5730434783,1384.69565217391,0,0.223478260869565,-0.3,13438,2021-04-03
EuroCOVIDhub-ensemble,FR,Cases,2021-03-15,3,26990.0291304348,13925.7682608696,13064.2608695652,0,-0.0373913043478261,-0.6,50222,2021-04-03
EuroCOVIDhub-ensemble,GB,Cases,2021-03-15,3,3504.51608695652,3182.82043478261,0,321.695652173913,0.223478260869565,0.3,3689,2021-04-03
EuroCOVIDhub-ensemble,PL,Cases,2021-03-15,3,14793.1034782609,14389.3643478261,403.739130434783,0,0.397391304347826,-0.1,9286,2021-04-03
EuroCOVIDhub-ensemble,CZ,Deaths,2021-03-15,3,255.409565217391,79.844347826087,0,175.565217391304,-0.298260869565217,0.9,438,2021-04-03
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-15,3,241.94,131.070434782609,0,110.869565217391,-0.0373913043478261,0.6,440,2021-04-03
EuroCOVIDhub-ensemble,FR,Deaths,2021-03-15,3,157.346086956522,133.52,23.8260869565217,0,0.223478260869565,-0.3,196,2021-04-03
EuroCOVIDhub-ensemble,GB,Deaths,2021-03-15,3,65.5369565217391,59.9282608695652,0,5.60869565217391,0.310434782608696,0.2,67,2021-04-03
EuroCOVIDhub-ensemble,PL,Deaths,2021-03-15,3,245.10652173913,236.15,0,8.95652173913044,0.310434782608696,0.2,172,2021-04-03
EuroCOVIDhub-ensemble,CZ,Cases,2021-03-15,4,19197.0439130435,9100.21782608696,0,10096.8260869565,-0.211304347826087,0.8,30187,2021-04-10
EuroCOVIDhub-ensemble,DE,Cases,2021-03-15,4,18331.5782608696,17028.9260869565,0,1302.65217391304,0.310434782608696,0.2,15307,2021-04-10
EuroCOVIDhub-ensemble,FR,Cases,2021-03-15,4,18833.7326086957,18002.9934782609,830.739130434783,0,0.310434782608696,-0.2,12585,2021-04-10
EuroCOVIDhub-ensemble,GB,Cases,2021-03-15,4,12885.6665217391,4103.1447826087,0,8782.52173913044,-0.472173913043478,0.98,19492,2021-04-10
EuroCOVIDhub-ensemble,PL,Cases,2021-03-15,4,40186.21,19917.0360869565,0,20269.1739130435,-0.124347826086957,0.7,74917,2021-04-10
EuroCOVIDhub-ensemble,CZ,Deaths,2021-03-15,4,369.340434782609,99.9926086956522,0,269.347826086957,-0.385217391304348,0.95,601,2021-04-10
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-15,4,228.572608695652,178.616086956522,0,49.9565217391304,0.136521739130435,0.4,339,2021-04-10
EuroCOVIDhub-ensemble,FR,Deaths,2021-03-15,4,223.978260869565,167.586956521739,56.3913043478261,0,0.136521739130435,-0.4,351,2021-04-10
EuroCOVIDhub-ensemble,GB,Deaths,2021-03-15,4,76.8769565217391,70.7030434782609,0,6.17391304347826,0.310434782608696,0.2,74,2021-04-10
EuroCOVIDhub-ensemble,PL,Deaths,2021-03-15,4,310.573913043478,304.35652173913,0,6.21739130434783,0.397391304347826,0.1,143,2021-04-10
EuroCOVIDhub-ensemble,CZ,Cases,2021-03-22,1,7250.82130434783,4784.43,0,2466.39130434783,-0.0373913043478261,0.6,10683,2021-03-27
EuroCOVIDhub-ensemble,DE,Cases,2021-03-22,1,5366.81565217391,5260.98956521739,0,105.826086956522,0.397391304347826,0.1,2434,2021-03-27
EuroCOVIDhub-ensemble,FR,Cases,2021-03-22,1,46335.7395652174,9858.04391304348,36477.6956521739,0,-0.298260869565217,-0.9,80863,2021-03-27
EuroCOVIDhub-ensemble,GB,Cases,2021-03-22,1,1351.32043478261,1235.36391304348,115.95652173913,0,0.310434782608696,-0.2,1369,2021-03-27
EuroCOVIDhub-ensemble,PL,Cases,2021-03-22,1,7833.60826086957,7792.73869565217,40.8695652173913,0,0.397391304347826,-0.1,940,2021-03-27
EuroCOVIDhub-ensemble,CZ,Deaths,2021-03-22,1,129.636956521739,45.8978260869565,0,83.7391304347826,-0.298260869565217,0.9,210,2021-03-27
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-22,1,103.987391304348,74.8569565217391,0,29.1304347826087,0.136521739130435,0.4,178,2021-03-27
EuroCOVIDhub-ensemble,FR,Deaths,2021-03-22,1,302.499130434783,114.890434782609,187.608695652174,0,-0.124347826086957,-0.7,571,2021-03-27
EuroCOVIDhub-ensemble,GB,Deaths,2021-03-22,1,57.7373913043478,44.215652173913,13.5217391304348,0,0.136521739130435,-0.4,93,2021-03-27
EuroCOVIDhub-ensemble,PL,Deaths,2021-03-22,1,150.407391304348,128.842173913043,21.5652173913043,0,0.223478260869565,-0.3,200,2021-03-27
