model,target_type,location,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill
ILM-EKF,Deaths,FR,3,476.505913043478,310.756347826087,10.0721739130435,155.677391304348,0.119130434782609,0.102,586.48,1.37237106432787,1.2433596179638
ILM-EKF,Deaths,FR,4,860.481539130435,493.248495652174,16.7069565217391,350.526086956522,0.0460869565217391,0.0952,1130.88,1.64678245259284,1.64260629109268
ILM-EKF,Cases,GB,1,67782.2774196597,8333.87760869565,30139.5236294896,29308.8761814745,-0.097882797731569,-0.0989130434782609,84858.2826086957,1.03252801246125,1.01258008918875
ILM-EKF,Cases,GB,2,139207.604574669,20149.3862381853,40246.3421550095,78811.8761814745,-0.0468431001890359,-0.0841304347826087,181017.543478261,1.21174962661684,1.21725545583576
ILM-EKF,Cases,GB,3,234992.470718337,40874.4158979206,44718.1020793951,149399.952741021,-0.0600756143667297,-0.0765217391304348,314464.52173913,1.40682584100947,1.60344598145201
ILM-EKF,Cases,GB,4,374148.27483932,81370.4865595463,35422.8809073724,257354.907372401,-0.0525141776937618,-0.0771739130434782,510902.391304348,1.45812526446353,1.91369500329727
ILM-EKF,Deaths,GB,1,110.862277882798,98.8934688090737,9.39603024574669,2.57277882797732,0.270737240075614,-0.158695652173913,102.152173913044,1.17762045070785,0.940333341902628
ILM-EKF,Deaths,GB,2,163.437173913043,145.600689981096,10.8393194706994,6.99716446124764,0.26695652173913,-0.0717391304347826,143.717391304348,1.13947661276842,0.77937138275342
ILM-EKF,Deaths,GB,3,232.608327032136,192.757665406427,14.8884688090737,24.9621928166352,0.227258979206049,-0.00869565217391305,230.260869565217,1.14139405996894,0.771301539881009
ILM-EKF,Deaths,GB,4,349.87,265.785879017013,19.5519848771267,64.5321361058601,0.200793950850662,0.00434782608695651,378.108695652174,1.19463792280857,0.900007124344127
ILM-EKF,Cases,PL,1,10378.6397357204,2653.49054560955,2420.69906223359,5304.45012787724,-0.0118158567774936,-0.0741176470588235,14936.5098039216,0.827814205101634,0.573193371456329
ILM-EKF,Cases,PL,2,32113.0262404092,6232.94184143223,7209.46717817562,18670.6172208014,-0.0902472293265132,-0.0513725490196079,45615.9019607843,0.931157427831199,0.73952880313634
ILM-EKF,Cases,PL,3,65814.435601023,12738.9257971014,11808.041773231,41267.4680306905,-0.139693094629156,-0.0411764705882353,93098.2941176471,1.07135399297528,1.02408485593196
ILM-EKF,Cases,PL,4,113105.497391304,25294.5417220801,14861.2702472293,72949.6854219949,-0.163563512361466,-0.037843137254902,160477.823529412,1.26031222136602,1.3798946282936
ILM-EKF,Deaths,PL,1,120.120085251492,75.3783972719523,16.4117647058824,28.3299232736573,0.191082693947144,0.05,159.254901960784,0.680580710084663,0.638186359461146
ILM-EKF,Deaths,PL,2,179.235080988917,95.4661125319693,9.49360613810742,74.2753623188406,0.134816709292413,0.06,254.411764705882,0.651343746133968,0.511709096446796
ILM-EKF,Deaths,PL,3,321.513904518329,131.99557544757,15.847399829497,173.670929241262,0.0734356351236147,0.0558823529411765,491.509803921569,0.73013278701707,0.561885157871825
ILM-EKF,Deaths,PL,4,585.605635123615,205.782958226769,10.1415174765558,369.68115942029,0.0478601875532822,0.0411764705882353,889.019607843137,0.857734087517688,0.719153935178289
ITWW-county_repro,Cases,DE,1,35905.3895568562,1532.57099498328,2059.24080267559,32313.5777591973,-0.398595317725753,0.754230769230769,40702.9807692308,1.21344503192302,1.23541446800739
ITWW-county_repro,Cases,DE,2,81161.2204264214,3646.61089464883,7848.90384615385,69665.7056856187,-0.398595317725753,0.496538461538462,91944.4807692308,1.200209830263,1.2430932914817
ITWW-county_repro,Cases,DE,3,146082.829615385,6847.99349498328,17099.2324414716,122135.60367893,-0.393578595317726,0.437884615384615,164677.884615385,1.28066009512168,1.50993887497894
ITWW-county_repro,Cases,DE,4,250463.492909699,12063.972006689,28827.7424749164,209571.778428094,-0.40695652173913,0.411346153846154,283323.596153846,1.48771533904857,2.01623597908423
ITWW-county_repro,Deaths,DE,1,120.587040133779,6.25677257525084,72.9239130434783,41.4063545150502,-0.420334448160535,-0.359807692307692,139.942307692308,1.13985328158871,1.26848784348547
ITWW-county_repro,Deaths,DE,2,210.235752508361,8.83274247491639,59.742474916388,141.660535117057,-0.473846153846154,0.0176923076923077,239.269230769231,0.952524568356401,1.00416381106006
ITWW-county_repro,Deaths,DE,3,336.882993311037,15.8888461538462,42.4556856187291,278.538461538462,-0.477190635451505,0.185576923076923,385.557692307692,1.02597330346588,1.11720602134632
ITWW-county_repro,Deaths,DE,4,541.934130434783,28.8245986622074,32.0234113712375,481.086120401338,-0.445418060200669,0.334038461538462,624.75,1.28273717667558,1.55002038910426
ITWW-county_repro,Cases,PL,1,24187.1077173913,722.074272575251,1276.23996655518,22188.7934782609,-0.368494983277592,0.669230769230769,26510.1538461539,2.034391976745,1.40864941532503
ITWW-county_repro,Cases,PL,2,51837.0057107023,1542.4170819398,6086.64046822743,44207.9481605351,-0.32,0.376346153846154,56768.8461538462,1.65527435819472,1.31462524852449
ITWW-county_repro,Cases,PL,3,93673.347993311,3056.84548494983,10998.2073578595,79618.2951505017,-0.330033444816054,0.304038461538462,103323.980769231,1.63984302247408,1.56749161942047
ITWW-county_repro,Cases,PL,4,151702.418419732,5912.0187541806,13447.3068561873,132343.092809365,-0.27819397993311,0.265384615384615,169126.230769231,1.85393687763431,2.02984426816889
ITWW-county_repro,Deaths,PL,1,228.181998327759,7.18116220735786,106.688963210702,114.311872909699,-0.326688963210702,0.0588461538461539,249.634615384615,1.20564848664911,1.13054690954834
ITWW-county_repro,Deaths,PL,2,383.514322742475,12.1798745819398,120.230769230769,251.103678929766,-0.37685618729097,0.0107692307692308,421.576923076923,1.2226262430693,0.960520422352308
ITWW-county_repro,Deaths,PL,3,570.54368729097,23.2176003344482,98.1605351170569,449.165551839465,-0.330033444816054,0.0301923076923077,635.615384615385,1.19558940110704,0.920084608356598
ITWW-county_repro,Deaths,PL,4,887.846362876254,44.1406772575251,60.5919732441472,783.113712374582,-0.32752508361204,0.0771153846153846,1015.34615384615,1.20558461067527,1.01080384885557
KITmetricslab-bivar_branching,Cases,DE,1,594.267173913044,311.680217391304,282.586956521739,0,-0.0373913043478261,-0.6,1096.5,0.613214070791827,0.624316318507941
KITmetricslab-bivar_branching,Cases,DE,2,1821.75586956522,696.886304347826,1124.86956521739,0,-0.0808695652173913,-0.65,3372,0.672246160649864,0.696265495796729
KITmetricslab-bivar_branching,Cases,DE,3,3281.53413043478,1330.40369565217,1951.13043478261,0,-0.0373913043478261,-0.6,5788,0.704148617889055,0.830213556246055
KITmetricslab-bivar_branching,Cases,DE,4,4898.19260869565,2440.51869565217,2457.67391304348,0,0.00608695652173913,-0.55,7925.5,0.747823936424297,1.0134932987942
Karlen-pypm,Cases,CZ,1,5422.3290513834,1948.40019762846,265.600790513834,3208.32806324111,-0.104584980237154,0.025,9024.27272727273,1.13016252089048,0.762649731997235
Karlen-pypm,Cases,CZ,2,12190.9369565217,2882.5871541502,924.223320158103,8384.12648221344,-0.262687747035573,-0.00954545454545454,18974.5,1.14381887829504,0.81475491648712
Karlen-pypm,Cases,CZ,3,16721.7953557312,3788.94950592885,2223.20158102767,10709.6442687747,-0.31802371541502,-0.0695454545454545,26514.9090909091,0.992385988519855,0.790688047498788
Karlen-pypm,Cases,CZ,4,18943.8608102767,3581.90626482213,4031.05138339921,11330.9031620553,-0.325928853754941,-0.0845454545454545,28649.7727272727,0.78466805151928,0.687937758737346
Karlen-pypm,Deaths,CZ,1,31.2376482213439,16.125,3.52766798418972,11.5849802371542,-0.0393675889328063,-0.1,53.1363636363636,1.14723676327206,0.813834900721503
Karlen-pypm,Deaths,CZ,2,68.6158102766799,23.6691699604743,5.59881422924901,39.3478260869565,-0.0492490118577075,-0.0931818181818182,112.409090909091,1.19300758011274,0.730708986990867
Karlen-pypm,Deaths,CZ,3,132.967964426877,33.0312055335968,10.2055335968379,89.7312252964427,-0.122371541501976,-0.0440909090909091,203.545454545455,1.23039831195162,0.775926167437325
Karlen-pypm,Deaths,CZ,4,214.672173913044,42.3796837944664,22.3932806324111,149.899209486166,-0.23897233201581,-0.01,308,1.26005096100823,0.860879772113836
Karlen-pypm,Cases,DE,1,11576.9354403567,5597.97,658.683389074693,5320.28205128205,-0.0262430323299889,0.338461538461539,18127.7948717949,1.13330787168715,1.15382642357531
Karlen-pypm,Cases,DE,2,23503.8643812709,8166.65367892977,2512.1872909699,12825.0234113712,-0.157792642140468,0.306666666666667,36219.3333333333,1.0024306027482,1.03824741810288
Karlen-pypm,Cases,DE,3,37006.3316164994,11539.2914827202,4998.05797101449,20468.9821627648,-0.249208472686734,0.215641025641026,56400.9487179487,0.964228894641318,1.13685645234271
Karlen-pypm,Cases,DE,4,53580.2245039019,14229.0951839465,11342.6343366778,28008.4949832776,-0.271505016722408,0.143076923076923,79827.7692307692,0.986677319477429,1.33720091408685
Karlen-pypm,Deaths,DE,1,71.3907023411371,43.6760981047938,7.29208472686734,20.422519509476,0.0517948717948718,0.177692307692308,105.435897435897,0.929979432130536,1.03492933994532
Karlen-pypm,Deaths,DE,2,111.932664437012,57.4153846153846,11.8695652173913,42.6477146042363,-0.0351616499442586,0.143846153846154,161.74358974359,0.84057295887173,0.886142965646687
Karlen-pypm,Deaths,DE,3,162.160958751394,72.9903901895206,17.2653288740245,71.9052396878484,-0.115429208472687,0.103846153846154,237.48717948718,0.845845154360405,0.921060320366779
Karlen-pypm,Deaths,DE,4,241.270758082497,90.5650724637681,35.4191750278707,115.286510590858,-0.204615384615385,0.0817948717948718,374.897435897436,0.847871785349582,1.02454234471016
Karlen-pypm,Cases,FR,1,13295.9519367589,4842.61399209486,2012.03754940711,6441.30039525692,0.0337549407114624,-0.112727272727273,17617.5,0.583785617229657,0.486845362421071
Karlen-pypm,Cases,FR,2,42374.3227667984,8145.92553359684,6443.89723320158,27784.5,-0.0966798418972332,-0.15,55539.7727272727,0.899025865329875,0.818925035483654
Karlen-pypm,Cases,FR,3,94755.7741897233,13160.266284585,14438.4881422925,67157.0197628459,-0.128300395256917,-0.204545454545455,114590.954545455,1.21993092335494,1.24580655174696
Karlen-pypm,Cases,FR,4,178068.331581028,18913.2624110672,30334.5375494071,128820.531620553,-0.203399209486166,-0.318181818181818,217415.136363636,1.41498549774507,1.47412360240666
Karlen-pypm,Deaths,FR,1,36.1232608695652,21.4236561264822,9,5.699604743083,0.100948616600791,-0.124090909090909,49,0.587007271757802,0.673656495263669
Karlen-pypm,Deaths,FR,2,64.4716798418972,29.7226679841897,13.4683794466403,21.2806324110672,-0.0334387351778656,-0.09,103.590909090909,0.70326310971077,0.666971921667762
Karlen-pypm,Deaths,FR,3,133.125948616601,42.9401778656127,22.7094861660079,67.4762845849802,-0.0690118577075099,-0.112272727272727,196.818181818182,0.900879618775451,0.816191311335031
Karlen-pypm,Deaths,FR,4,260.959545454545,65.2955138339921,42.4683794466403,153.195652173913,-0.136205533596838,-0.0840909090909091,381,1.10325648174489,1.10045867609873
Karlen-pypm,Cases,GB,1,42230.7472924901,9836.58523715415,25755.7193675889,6638.44268774704,-0.167826086956522,-0.253636363636364,63570.2727272727,1.63077522732066,1.59926946794496
Karlen-pypm,Cases,GB,2,75161.5825889328,10421.8335770751,50773.418972332,13966.3300395257,-0.207351778656126,-0.262727272727273,97626.7727272727,1.45400220089663,1.46060875362519
Karlen-pypm,Cases,GB,3,116411.193142293,10361.7405731225,84526.4407114625,21523.0118577075,-0.246877470355731,-0.377272727272727,137538.954545455,1.44565355903735,1.64770032099135
Karlen-pypm,Cases,GB,4,162429.842312253,9721.60318181818,129746.345849802,22961.8932806324,-0.32197628458498,-0.567272727272727,185528.772727273,1.38724483584503,1.82066902988839
Karlen-pypm,Deaths,GB,1,97.0557707509882,44.3186166007905,50.9525691699605,1.78458498023715,-0.0215810276679842,-0.468181818181818,157.318181818182,1.19879772165722,0.957243454114276
Karlen-pypm,Deaths,GB,2,121.241126482213,48.6936956521739,71.0395256916996,1.50790513833992,-0.0373913043478261,-0.480909090909091,191.681818181818,1.04645840495378,0.715749428223251
Karlen-pypm,Deaths,GB,3,157.776126482213,51.5508300395257,101.167984189723,5.05731225296443,-0.0650592885375494,-0.478636363636364,244.818181818182,1.01761751511269,0.687659051281254
Karlen-pypm,Deaths,GB,4,201.027549407115,52.7034387351779,141.930830039526,6.39328063241107,-0.104584980237154,-0.488636363636364,299.545454545455,1.01867926270479,0.767444743174159
Karlen-pypm,Cases,PL,1,7092.82231884058,2778.98795031056,322.846790890269,3990.98757763975,0.0288612836438923,0.196190476190476,12186.0952380952,1.70120328622688,1.17794360274991
Karlen-pypm,Cases,PL,2,16307.3308695652,4650.06378881988,1079.15320910973,10578.1138716356,-0.0829399585921325,0.180952380952381,27620.380952381,1.32960912276795,1.05598066858571
Karlen-pypm,Cases,PL,3,29658.1795031056,7030.20434782609,2372.09316770186,20255.8819875776,-0.161614906832298,0.13,46660.4761904762,1.15040784133267,1.09965077479424
Karlen-pypm,Cases,PL,4,45282.098447205,9344.92867494824,3937.45755693582,31999.7122153209,-0.186459627329193,0.0423809523809524,67819.5714285714,1.14362300477598,1.25213357002357
Karlen-pypm,Deaths,PL,1,65.0748654244307,51.1452587991719,2.42857142857143,11.5010351966874,0.12824016563147,-5.27257842214677e-18,83.9047619047619,0.709491814062394,0.665296549218442
Karlen-pypm,Deaths,PL,2,135.293747412008,77.7181780538302,3.31469979296066,54.2608695652174,0.0164389233954451,0.0119047619047619,214.714285714286,0.860566009026657,0.676078426369481
Karlen-pypm,Deaths,PL,3,272.268053830228,114.684202898551,6.65631469979296,150.927536231884,-0.116066252587992,0.0238095238095238,464.809523809524,1.00609378137473,0.774255276894429
Karlen-pypm,Deaths,PL,4,486.311221532091,163.783271221532,13.832298136646,308.695652173913,-0.186459627329193,0.0390476190476191,806.142857142857,1.09266221849231,0.916125808318394
LANL-GrowthRate,Cases,CZ,1,602.181739130435,173.138260869565,429.04347826087,0,-0.0373913043478261,-0.575,895,1.41791102274122,0.956826510790219
LANL-GrowthRate,Cases,CZ,2,1394.32826086957,229.502173913044,1164.82608695652,0,-0.211304347826087,-0.7,1982,1.52174950893224,1.08395911065265
LANL-GrowthRate,Cases,CZ,3,3058.36434782609,286.581739130435,2771.78260869565,0,-0.341739130434783,-0.85,4000,1.54858708113095,1.23384379639171
LANL-GrowthRate,Cases,CZ,4,9052.16173913043,345.944347826087,8706.21739130435,0,-0.472173913043478,-0.975,10522,1.45645485131005,1.27690975078237
LANL-GrowthRate,Deaths,CZ,1,7.52217391304348,1.19608695652174,6.32608695652174,0,-0.385217391304348,-0.94,12.5,1.53748096777347,1.09066908490658
LANL-GrowthRate,Deaths,CZ,2,7.70434782608696,1.2695652173913,6.43478260869565,0,-0.428695652173913,-0.95,12,1.26612810517196,0.775494808711481
LANL-GrowthRate,Deaths,CZ,3,14.524347826087,1.28521739130435,13.2391304347826,0,-0.472173913043478,-0.975,19.5,1.82607787555513,1.15157960934955
LANL-GrowthRate,Deaths,CZ,4,38.2836956521739,1.19673913043478,37.0869565217391,0,-0.559130434782609,-1,43,2.37418095606813,1.6220648399661
LANL-GrowthRate,Cases,DE,1,8273.3947826087,4894.22086956522,3379.17391304348,0,0.00608695652173914,-0.55,15620,1.94923411873042,1.98452502458798
LANL-GrowthRate,Cases,DE,2,9280.85173913043,6099.67782608696,3181.17391304348,0,0.0930434782608696,-0.45,16403,1.48935501248207,1.54256962238462
LANL-GrowthRate,Cases,DE,3,9932.0247826087,6644.17695652174,3287.84782608696,0,0.0930434782608696,-0.45,16494.5,1.05551218749501,1.2444823501441
LANL-GrowthRate,Cases,DE,4,15976.1386956522,7248.63869565217,8727.5,0,0.00608695652173913,-0.55,27389.5,0.840850781780011,1.13956854162045
LANL-GrowthRate,Deaths,DE,1,65.0791304347826,18.3182608695652,46.7608695652174,0,-0.0808695652173913,-0.625,97.5,1.27691709658526,1.4210195648159
LANL-GrowthRate,Deaths,DE,2,59.3539130434783,22.8321739130435,36.5217391304348,0,-0.0373913043478261,-0.6,95,1.06914318556262,1.12710467682316
LANL-GrowthRate,Deaths,DE,3,66.8326086956522,28.4630434782609,38.3695652173913,0,-0.0373913043478261,-0.6,116.5,0.972418787577639,1.05888927234465
LANL-GrowthRate,Deaths,DE,4,82.3478260869565,36.1304347826087,46.2173913043478,0,-0.0373913043478261,-0.6,151,0.964332139395528,1.16526947617239
LANL-GrowthRate,Cases,FR,1,9692.07239130435,4653.83326086957,5038.23913043478,0,0.00608695652173914,-0.55,19315.5,1.92722342568729,1.60719921740724
LANL-GrowthRate,Cases,FR,2,10403.6832608696,4928.66152173913,5475.02173913044,0,0.00608695652173914,-0.55,21202.5,1.51278987185582,1.37800429027064
LANL-GrowthRate,Cases,FR,3,10069.5426086957,5528.02086956522,4541.52173913044,0,0.0495652173913044,-0.5,19805,1.04276693307058,1.06488478346936
LANL-GrowthRate,Cases,FR,4,10729.4804347826,6754.52391304348,3974.95652173913,0,0.0930434782608696,-0.45,19770,0.831136352861013,0.865872983520393
LANL-GrowthRate,Deaths,FR,1,55.2669565217391,12.6147826086957,0,42.6521739130435,-0.298260869565217,0.875,92,1.24171813718365,1.4250104362346
LANL-GrowthRate,Deaths,FR,2,26.62,11.1852173913044,0.717391304347826,14.7173913043478,-0.0373913043478261,0.3,39,0.642118292965256,0.608982421917731
LANL-GrowthRate,Deaths,FR,3,13.5697826086957,10.5480434782609,0,3.02173913043478,0.136521739130435,0.4,15.5,0.363687663805222,0.32949875327521
LANL-GrowthRate,Deaths,FR,4,14.9104347826087,14.0408695652174,0.869565217391304,0,0.310434782608696,-0.2,11,0.337021997405589,0.336167325746891
LANL-GrowthRate,Cases,GB,1,31715.7730434783,4657.77304347826,27058,0,-0.341739130434783,-0.85,45223,1.80831595887059,1.77338020161787
LANL-GrowthRate,Cases,GB,2,39494.132173913,7235.50173913044,32258.6304347826,0,-0.211304347826087,-0.74,60908.5,1.41223444753883,1.41865122004233
LANL-GrowthRate,Cases,GB,3,49122.1976086957,10006.2845652174,39115.9130434783,0,-0.254782608695652,-0.825,82727,1.12618075052109,1.28357750204241
LANL-GrowthRate,Cases,GB,4,75457.5045652174,12461.7436956522,62995.7608695652,0,-0.341739130434783,-0.925,126399.5,1.01245926517863,1.32878723387817
LANL-GrowthRate,Deaths,GB,1,60.0256521739131,17.2213043478261,17.8260869565217,24.9782608695652,-0.254782608695652,0.05,103.5,1.06326846512033,0.849022950089985
LANL-GrowthRate,Deaths,GB,2,75.1808695652174,26.4852173913044,9.69565217391304,39,-0.211304347826087,0.175,126,0.814327143485785,0.556977883284687
LANL-GrowthRate,Deaths,GB,3,56.0319565217391,37.945,13.0652173913043,5.02173913043478,0.0495652173913044,-0.1,92,0.444302324373483,0.300239048879669
LANL-GrowthRate,Deaths,GB,4,99.17,53.2569565217391,45.4347826086957,0.478260869565217,0.136521739130435,-0.3,140,0.56764092198483,0.427644949236623
LANL-GrowthRate,Cases,PL,1,574.611304347826,202.22,372.391304347826,0,-0.0373913043478261,-0.6,943,0.93389340498435,0.646644508012628
LANL-GrowthRate,Cases,PL,2,2131.16369565217,290.59847826087,1840.5652173913,0,-0.298260869565217,-0.8,2941,1.22286387205932,0.971203180765086
LANL-GrowthRate,Cases,PL,3,5684.63934782609,379.400217391304,5305.23913043478,0,-0.515652173913044,-0.99,7209.5,1.57302648487881,1.50362308976007
LANL-GrowthRate,Cases,PL,4,15616.6169565217,472.834347826087,15143.7826086957,0,-0.559130434782609,-1,17733,1.49856582477855,1.64075448662633
LANL-GrowthRate,Deaths,PL,1,22.5119565217391,2.27282608695652,20.2391304347826,0,-0.428695652173913,-0.95,30.5,1.79651965115684,1.68461185996524
LANL-GrowthRate,Deaths,PL,2,56.1936956521739,3.085,53.1086956521739,0,-0.515652173913044,-0.99,69.5,2.29214100448041,1.80075330314153
LANL-GrowthRate,Deaths,PL,3,111.32652173913,3.89173913043478,107.434782608696,0,-0.559130434782609,-1,130,2.69818236973649,2.07642863564613
LANL-GrowthRate,Deaths,PL,4,179.652173913043,5.1304347826087,174.521739130435,0,-0.559130434782609,-1,205,2.66456093724521,2.23406007925822
LeipzigIMISE-SECIR,Cases,DE,1,8384.66695652174,1599.28652173913,4055.66304347826,2729.71739130435,-0.341739130434783,0.35,12622.25,0.783196982438401,0.797376772700415
LeipzigIMISE-SECIR,Cases,DE,2,31190.7564130435,8879.71293478261,3950.23913043478,18360.8043478261,-0.211304347826087,0.15,49239,1.18792957484239,1.23037426290342
LeipzigIMISE-SECIR,Cases,DE,3,51520.8761956522,23162.3544565217,1129.38043478261,27229.1413043478,-0.0591304347826087,0.3125,77170.5,1.56306026084525,1.84289762816475
LeipzigIMISE-SECIR,Cases,DE,4,93476.1290217391,45716.2159782609,44.9782608695652,47714.9347826087,0.00608695652173913,0.475,126734.5,2.11327752445523,2.86403323724659
LeipzigIMISE-SECIR,Deaths,DE,1,137.407826086957,100.375217391304,25.7282608695652,11.304347826087,0.158260869565217,-0.075,179.75,0.905188668892641,1.00734089298821
LeipzigIMISE-SECIR,Deaths,DE,2,344.69902173913,277.69902173913,35.1304347826087,31.8695652173913,0.223478260869565,-2.77555756156289e-17,410,1.58226707138349,1.6680465631001
LeipzigIMISE-SECIR,Deaths,DE,3,566.579565217391,426.50347826087,21.8478260869565,118.228260869565,0.136521739130435,0.15,732.75,1.88989804567946,2.05795362241016
LeipzigIMISE-SECIR,Deaths,DE,4,992.845652173913,668.008695652174,16.4239130434783,308.413043478261,0.114782608695652,0.225,1261.25,2.32020293723618,2.80366229728854
MIMUW-StochSEIR,Cases,PL,1,15689.7664975845,628.020120772947,1337.26086956522,13724.4855072464,-0.477004830917874,0.623333333333333,17680.5,2.17813418207535,1.5081790909287
MIMUW-StochSEIR,Cases,PL,2,24861.7156521739,691.812270531401,571.734299516908,23598.1690821256,-0.443188405797102,0.680555555555556,26621.3333333333,1.85437835981649,1.47275441081013
MIMUW-StochSEIR,Cases,PL,3,33358.4721256039,936.117053140097,19.7826086956522,32402.5724637681,-0.486666666666667,0.754444444444444,36010.0555555556,1.56310013161234,1.49413469645452
MIMUW-StochSEIR,Cases,PL,4,41718.4572222222,1297.60939613527,31.024154589372,40389.8236714976,-0.448019323671498,0.65,46074.3888888889,1.27499375753907,1.39596919502147
MIMUW-StochSEIR,Deaths,PL,1,173.746038647343,7.8643961352657,55.1594202898551,110.722222222222,-0.438357487922705,-0.0372222222222222,198.944444444444,1.1524425540454,1.08065525095892
MIMUW-StochSEIR,Deaths,PL,2,201.807874396135,10.9528019323671,56.0821256038647,134.772946859903,-0.291014492753623,0.341666666666667,235,0.874034341671859,0.686659426600814
MIMUW-StochSEIR,Deaths,PL,3,252.509879227053,37.7417632850242,51.9347826086957,162.833333333333,-0.264444444444444,0.519444444444445,290.666666666667,0.831610623256261,0.639979021138393
MIMUW-StochSEIR,Deaths,PL,4,275.069637681159,59.8836473429952,47.3115942028986,167.874396135266,-0.0736231884057971,0.413888888888889,372.055555555556,0.655602112358147,0.549679493767161
MIT_CovidAnalytics-DELPHI,Cases,DE,1,45763.7584387352,11856.8305731225,33347.4278656127,559.5,-0.0887747035573123,-0.401136363636364,73108.0227272727,1.51499209645967,1.54242104557222
MIT_CovidAnalytics-DELPHI,Cases,DE,2,100947.498824111,16045.7290612648,84267.8389328063,633.930830039526,-0.165849802371542,-0.543181818181818,146813.613636364,1.26698824863507,1.31225770073828
MIT_CovidAnalytics-DELPHI,Cases,DE,3,155935.685652174,17666.5176679842,138104.960474308,164.207509881423,-0.199446640316206,-0.635909090909091,215405.954545455,1.10218764733014,1.29951419784595
MIT_CovidAnalytics-DELPHI,Cases,DE,4,193814.928586957,18007.5056620553,175609.048418972,198.374505928854,-0.246877470355731,-0.665909090909091,265302.863636364,0.927313578933233,1.25674781503178
MIT_CovidAnalytics-DELPHI,Deaths,DE,1,105.118686594203,49.8922373188406,28.0226449275362,27.2038043478261,0.0531884057971015,-0.216041666666667,152.833333333333,0.929345666702043,1.03422405291
MIT_CovidAnalytics-DELPHI,Deaths,DE,2,169.347237318841,70.3354619565218,33.5190217391304,65.4927536231884,-0.0428260869565217,-0.111458333333333,269.979166666667,0.884084310282411,0.932013199243196
MIT_CovidAnalytics-DELPHI,Deaths,DE,3,196.986195652174,85.4535869565217,68.4130434782609,43.1195652173913,-0.0410144927536232,-0.1825,310.708333333333,0.750279164712822,0.816996307483086
MIT_CovidAnalytics-DELPHI,Deaths,DE,4,240.676757246377,97.0952355072464,120.124094202899,23.4574275362319,-0.0392028985507246,-0.261041666666667,347.625,0.659712991410033,0.797177010408842
MIT_CovidAnalytics-DELPHI,Cases,PL,1,9612.18800636267,2933.33434782609,2459.24390243902,4219.60975609756,-0.0946553552492047,-0.208048780487805,13622.2682926829,1.24161699131785,0.859717826687408
MIT_CovidAnalytics-DELPHI,Cases,PL,2,19166.5206574761,3900.70941675504,7178.17391304348,8087.63732767763,-0.166765641569459,-0.266585365853659,25630.243902439,1.10191564830782,0.875145637240207
MIT_CovidAnalytics-DELPHI,Cases,PL,3,31103.7145068929,4454.70920466596,15180.0275715801,11468.9777306469,-0.217667020148462,-0.334878048780488,39021.3658536585,1.02332019705992,0.978170355876531
MIT_CovidAnalytics-DELPHI,Cases,PL,4,40248.2338812301,4854.53504772004,21337.4909862142,14056.2078472959,-0.25372216330859,-0.324634146341463,48605.8048780488,0.969445271471539,1.06142930287408
MIT_CovidAnalytics-DELPHI,Deaths,PL,1,132.014616096207,58.8083256244218,59.104532839963,14.1017576318224,-0.0780943570767808,-0.26936170212766,218.63829787234,0.866675170262176,0.81268872824236
MIT_CovidAnalytics-DELPHI,Deaths,PL,2,175.367715078631,83.031914893617,64.2395929694727,28.0962072155412,0.0125624421831637,-0.183617021276596,259.936170212766,0.794047338488796,0.623819985262456
MIT_CovidAnalytics-DELPHI,Deaths,PL,3,229.796216466235,100.524246068455,93.1887141535615,36.0832562442183,-0.0346160962072155,-0.266382978723404,342.829787234043,0.731411260331554,0.562869027097968
MIT_CovidAnalytics-DELPHI,Deaths,PL,4,321.979935245143,113.036364477336,161.648473635523,47.2950971322849,-0.0771692876965772,-0.321914893617021,457.404255319149,0.713514725227548,0.598235432079018
MOCOS-agent1,Cases,PL,1,6561.95455685619,3724.78733277592,597.773411371238,2239.39381270903,0.062943143812709,-0.0142307692307692,10999.8846153846,0.534166570319516,0.369866493560734
MOCOS-agent1,Cases,PL,2,14633.8564046823,5229.52864548495,2011.97324414716,7392.35451505017,-0.0674916387959866,0.0659615384615385,18591.6153846154,0.481010764986922,0.382020595760054
MOCOS-agent1,Cases,PL,3,22484.2844314381,10250.852993311,4326.27842809365,7907.15301003345,-0.122675585284281,0.0557692307692308,34133.8846153846,0.422117168440506,0.403492965409406
MOCOS-agent1,Cases,PL,4,25538.8964799331,10052.6540050167,5791.45484949833,9694.78762541806,-0.11933110367893,0.0309615384615385,36884.3846153846,0.365322656940066,0.399985625275582
MOCOS-agent1,Deaths,PL,1,109.928403010033,45.1926170568562,34.1897993311037,30.5459866220736,0.0529096989966555,-0.0430769230769231,145.076923076923,0.581284888745959,0.545075817550593
MOCOS-agent1,Deaths,PL,2,155.943988294314,47.7349581939799,66.2775919732442,41.9314381270903,-0.00561872909698997,-0.147692307692308,213.153846153846,0.561144114456984,0.44084640328482
MOCOS-agent1,Deaths,PL,3,287.189147157191,55.0603846153846,114.951505016722,117.177257525084,-0.0858862876254181,-0.273653846153846,374.153846153846,0.580812701451585,0.446973539953432
MOCOS-agent1,Deaths,PL,4,370.71118729097,60.347474916388,148.785953177258,161.577759197324,-0.0791973244147157,-0.300961538461538,453.019230769231,0.487139130537031,0.40843430126334
