model,target_type,location,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill
MUNI-ARIMA,Cases,CZ,1,4404.00335748792,677.048043478261,2416.88043478261,1310.07487922705,0.114782608695652,-0.0541666666666667,5996.52777777778,0.91140295114323,0.615027665121299
MUNI-ARIMA,Cases,CZ,2,8170.53548309179,1467.36157004831,3674.50120772947,3028.67270531401,0.109951690821256,-0.141666666666667,11046.1111111111,0.933004992701592,0.66458983964642
MUNI-ARIMA,Cases,CZ,3,12584.3321135266,2304.07607487923,5292.68236714976,4987.57367149759,0.073719806763285,-0.189444444444444,17398.6111111111,0.891590454182685,0.710378747323637
MUNI-ARIMA,Cases,CZ,4,20461.6251449275,3226.00557971015,10567.2451690821,6668.37439613527,0.0640579710144928,-0.181944444444444,26983.75,0.909787717871009,0.797633244207048
MUNI-ARIMA,Deaths,CZ,1,25.3645445134576,11.4546066252588,7.24016563146998,6.66977225672878,0.0216149068322981,-0.0476190476190476,38.4047619047619,0.939333328258122,0.666350896712035
MUNI-ARIMA,Deaths,CZ,2,48.5982401656315,20.39016563147,17.5072463768116,10.7008281573499,-0.00840579710144927,-0.0690476190476191,79.8333333333333,0.906429809883382,0.555182061873926
MUNI-ARIMA,Deaths,CZ,3,72.3818737060041,28.4543374741201,27.8509316770186,16.0766045548654,-0.000124223602484474,-0.0769047619047619,117.047619047619,0.902382899268873,0.569069786417434
MUNI-ARIMA,Deaths,CZ,4,93.4795962732919,35.898850931677,35.6594202898551,21.9213250517598,0.0226501035196687,-0.0904761904761905,150.928571428571,0.806363700344127,0.550915970920471
MUNI-ARIMA,Cases,DE,1,10119.3144927536,3035.53913043478,4926.27053140097,2157.50483091787,0.00125603864734299,-0.0155555555555556,14705.6111111111,0.703880260585557,0.716624020697605
MUNI-ARIMA,Cases,DE,2,26802.8812560386,5699.7484057971,16470.7693236715,4632.36352657005,-0.0736231884057971,-0.154444444444444,37689.5,0.725122886965555,0.751031505956924
MUNI-ARIMA,Cases,DE,3,54931.5333333333,7994.55265700483,39672.288647343,7264.69202898551,-0.124347826086957,-0.236666666666667,72530,0.806725185812328,0.951154583579739
MUNI-ARIMA,Cases,DE,4,90934.8573550725,10267.5795772947,71763.2451690821,8904.03260869565,-0.196811594202899,-0.323611111111111,119086.777777778,0.839762263118222,1.13809331955868
MUNI-ARIMA,Deaths,DE,1,77.8066873706004,35.0251138716356,17.1718426501035,25.6097308488613,0.0930434782608696,0.121428571428571,115.833333333333,0.813033489630813,0.904785830423556
MUNI-ARIMA,Deaths,DE,2,141.63682194617,57.5716045548654,31.6169772256729,52.4482401656315,0.0226501035196687,0.04,220.738095238095,0.888757139677235,0.936939356876733
MUNI-ARIMA,Deaths,DE,3,193.271604554865,83.3823706004141,41.4265010351967,68.4627329192547,0.0392132505175983,0.0411904761904762,305.214285714286,0.898643208299624,0.978553340484359
MUNI-ARIMA,Deaths,DE,4,251.690766045549,113.335693581781,55.0414078674948,83.3136645962733,0.0392132505175983,0.0285714285714286,405.452380952381,0.870064129802118,1.0513588952935
MUNI-ARIMA,Cases,FR,1,44385.1140338164,5794.23239130435,27759.8671497585,10831.0144927536,-0.0156521739130435,-0.158888888888889,54977.5,1.00599175891306,0.83894225552318
MUNI-ARIMA,Cases,FR,2,91535.2351932367,11312.9525845411,69081.4891304348,11140.7934782609,-0.0204830917874396,-0.178888888888889,109585.222222222,1.03461226914151,0.94243104886382
MUNI-ARIMA,Cases,FR,3,143871.600289855,15849.8357971015,125271.15821256,2750.60628019324,-0.0398067632850242,-0.270555555555556,170233.083333333,1.08844183465178,1.11152848316653
MUNI-ARIMA,Cases,FR,4,221915.067681159,20521.8152657005,197876.11352657,3517.13888888889,-0.0905314009661836,-0.306666666666667,255564.861111111,1.14567277744646,1.19355518806377
MUNI-ARIMA,Deaths,FR,1,79.0454244306418,27.1251345755694,28.4202898550725,23.5,-0.0477432712215321,-0.162857142857143,124.738095238095,0.833149665476573,0.956132420633147
MUNI-ARIMA,Deaths,FR,2,111.601449275362,52.2691511387164,28.6583850931677,30.6739130434783,0.0681987577639752,-0.169047619047619,168.119047619048,0.843264881231476,0.799749042063654
MUNI-ARIMA,Deaths,FR,3,157.952432712215,75.6335921325052,41.5134575569358,40.8053830227743,0.0681987577639752,-0.182142857142857,248.095238095238,0.898063480085395,0.813639907260131
MUNI-ARIMA,Deaths,FR,4,205.134233954451,99.0348550724638,55.2732919254659,50.8260869565218,0.0474948240165632,-0.20952380952381,330.142857142857,0.800319384945928,0.798289813281511
MUNI-ARIMA,Cases,GB,1,31691.772294686,5676.52833333333,17861.0519323672,8154.19202898551,-0.0494685990338164,-0.255,42902.7222222222,0.706988411277999,0.693329749805852
MUNI-ARIMA,Cases,GB,2,63609.4298913044,12350.9963164251,37240.5555555556,14017.8780193237,-0.071207729468599,-0.323611111111111,86456.3611111111,0.77937651750453,0.782917772156773
MUNI-ARIMA,Cases,GB,3,81516.7083816425,18424.3351932367,49238.8852657005,13853.4879227053,-0.10743961352657,-0.343888888888889,116428.972222222,0.70992468010635,0.809144843851689
MUNI-ARIMA,Cases,GB,4,101369.207016908,24196.5451811594,64480.88647343,12691.7753623188,-0.109855072463768,-0.316666666666667,146096.222222222,0.690128331112804,0.905748752231081
MUNI-ARIMA,Deaths,GB,1,131.273757763975,31.0760351966874,30.1086956521739,70.0890269151139,-0.00840579710144927,-0.133333333333333,183.595238095238,0.946402292374091,0.755704972546555
MUNI-ARIMA,Deaths,GB,2,189.311811594203,63.703115942029,39.0320910973085,86.5766045548654,0.0537060041407868,-0.0440476190476191,273,1.08778754184295,0.744017447245654
MUNI-ARIMA,Deaths,GB,3,260.159865424431,105.256138716356,47.4285714285714,107.475155279503,0.055776397515528,-0.0102380952380952,395.738095238095,1.22302249901217,0.826462279664289
MUNI-ARIMA,Deaths,GB,4,336.905186335404,154.415538302277,53.4668737060042,129.022774327122,0.0681987577639752,-0.00714285714285715,510.214285714286,1.2165531878339,0.916517478048887
MUNI-ARIMA,Cases,PL,1,2083.81856280193,986.482814009662,351.544685990338,745.791062801933,0.211400966183575,0.0194444444444444,3009.22222222222,0.547317106912077,0.378972160459775
MUNI-ARIMA,Cases,PL,2,5504.85498792271,2299.70402173913,1205.461352657,1999.68961352657,0.175169082125604,-0.0444444444444445,8365.41666666667,0.653550946691366,0.519052670310551
MUNI-ARIMA,Cases,PL,3,9547.42214975846,3669.33881642512,2608.30193236715,3269.78140096618,0.141352657004831,-0.124444444444444,14852.75,0.65796553223188,0.628935479497885
MUNI-ARIMA,Cases,PL,4,15574.5764855072,5124.70933574879,6601.97342995169,3847.89371980676,0.11719806763285,-0.168055555555556,23030.7777777778,0.680847520315342,0.745448484941187
MUNI-ARIMA,Deaths,PL,1,120.521832298137,27.7785610766046,45.3354037267081,47.407867494824,0.0350724637681159,-0.00047619047619049,173.52380952381,0.785054073078447,0.736151926515451
MUNI-ARIMA,Deaths,PL,2,167.599958592133,50.9539958592133,55.75983436853,60.8861283643892,0.0143685300207039,-0.0445238095238095,263.380952380952,0.845380763049229,0.664148583572105
MUNI-ARIMA,Deaths,PL,3,255.006573498965,78.6877329192547,78.7246376811594,97.5942028985507,0.0474948240165632,-0.0897619047619047,384.428571428572,0.86259231862196,0.66382147158198
MUNI-ARIMA,Deaths,PL,4,309.244202898551,109.237991718427,86.4233954451346,113.58281573499,0.0599171842650104,-0.127857142857143,470.952380952381,0.794093329396651,0.665795321702956
MUNI-LaggedRegARIMA,Deaths,CZ,1,71.6965942028986,10.4067391304348,17.9202898550725,43.3695652173913,-0.269275362318841,0.216666666666667,102,0.817468067854873,0.579901259394964
MUNI-LaggedRegARIMA,Deaths,CZ,2,114.842173913043,16.6827536231884,23.1376811594203,75.0217391304348,-0.298260869565217,0.195,165.666666666667,0.84066045759372,0.514898783219415
MUNI-LaggedRegARIMA,Deaths,CZ,3,181.525,27.756884057971,16.1739130434783,137.594202898551,-0.240289855072464,0.233333333333333,261.666666666667,0.91313279268179,0.575848992399124
MUNI-LaggedRegARIMA,Deaths,CZ,4,255.870869565217,42.3636231884058,7.63768115942029,205.869565217391,-0.196811594202899,0.35,366,0.925241914946469,0.632134789415142
MUNI-LaggedRegARIMA,Deaths,DE,1,80.4028985507246,28.2869565217391,31.8840579710145,20.231884057971,-0.240289855072464,-0.141666666666667,151.666666666667,0.493836472059238,0.549566836008748
MUNI-LaggedRegARIMA,Deaths,DE,2,222.928115942029,35.3628985507246,179.746376811594,7.81884057971015,-0.0373913043478261,-0.166666666666667,267.666666666667,0.706634558232793,0.744943358517434
MUNI-LaggedRegARIMA,Deaths,DE,3,254.41768115942,55.4394202898551,197.760869565217,1.21739130434783,0.0495652173913044,-0.333333333333333,284.5,0.554191055340955,0.603471437230992
MUNI-LaggedRegARIMA,Deaths,DE,4,302.484057971015,73.6507246376812,177.688405797101,51.1449275362319,-0.18231884057971,-0.346666666666667,447.833333333333,0.54371426511727,0.657007695810906
MUNI-LaggedRegARIMA,Deaths,FR,1,90.8519565217391,10.1563043478261,44.4275362318841,36.268115942029,-0.399710144927536,0.0833333333333334,119.666666666667,1.15210713876708,1.3221717934532
MUNI-LaggedRegARIMA,Deaths,FR,2,122.182971014493,22.1974637681159,78.7971014492754,21.1884057971014,-0.167826086956522,-0.125,158.666666666667,0.825572368920264,0.782969534120756
MUNI-LaggedRegARIMA,Deaths,FR,3,167.197898550725,29.9732608695652,114.695652173913,22.5289855072464,-0.269275362318841,-0.266666666666667,240.5,0.658335411374551,0.596447773386705
MUNI-LaggedRegARIMA,Deaths,FR,4,213.399565217391,41.0734782608696,161.840579710145,10.4855072463768,-0.225797101449275,-0.53,318.166666666667,0.559772735107664,0.558353178236922
MUNI-LaggedRegARIMA,Deaths,GB,1,93.4169565217391,15.0039130434783,74.731884057971,3.68115942028986,-0.225797101449275,-0.55,129.5,0.908493870142702,0.725434987559736
MUNI-LaggedRegARIMA,Deaths,GB,2,162.912826086957,24.3258695652174,135.195652173913,3.39130434782609,-0.0808695652173913,-0.296666666666667,202.5,0.895648022274442,0.61259917909545
MUNI-LaggedRegARIMA,Deaths,GB,3,286.894637681159,32.2786956521739,238.536231884058,16.0797101449275,-0.240289855072464,-0.3,362.5,1.0384272136727,0.70172128719672
MUNI-LaggedRegARIMA,Deaths,GB,4,382.277971014493,40.6765217391304,325.297101449275,16.304347826087,-0.312753623188406,-0.43,492.5,1.17733379455652,0.886970673374286
MUNI-LaggedRegARIMA,Deaths,PL,1,477.275797101449,27.7613043478261,239.789855072464,209.724637681159,-0.443188405797102,-0.258333333333333,561.5,1.71234183711393,1.60567760294706
MUNI-LaggedRegARIMA,Deaths,PL,2,632.999637681159,42.5141304347826,278.746376811594,311.739130434783,-0.45768115942029,-0.283333333333333,775.5,1.48509985178376,1.16672510913037
MUNI-LaggedRegARIMA,Deaths,PL,3,884.556884057971,71.3539855072464,311.913043478261,501.289855072464,-0.356231884057971,-0.225,1110.66666666667,1.36182296730122,1.04801226103223
MUNI-LaggedRegARIMA,Deaths,PL,4,1140.54826086957,107.127971014493,251.688405797102,781.731884057971,-0.269275362318841,-0.0716666666666666,1438.33333333333,1.27402919494531,1.0681901563788
MUNI-VAR,Cases,CZ,1,12980.1954891304,1119.84766304348,4680.71195652174,7179.63586956522,-0.439565217391304,-0.2325,16657.75,0.955561151968668,0.644826246654923
MUNI-VAR,Cases,CZ,2,39750.0929891304,2016.90277173913,14386.0760869565,23347.1141304348,-0.515652173913044,-0.225,46760.375,1.41208069196589,1.00584079183119
MUNI-VAR,Cases,CZ,3,71735.6094021739,2881.74527173913,21452.4347826087,47401.4293478261,-0.515652173913044,-0.025,81650.125,1.67172463083703,1.33195419887342
MUNI-VAR,Cases,CZ,4,134417.429402174,4474.84788043478,42478.5217391304,87464.0597826087,-0.559130434782609,0,149382.625,1.92357058994288,1.68644159508751
MUNI-VAR,Deaths,CZ,1,70.2798369565217,19.399402173913,13.3369565217391,37.5434782608696,-0.15695652173913,0.0875,111.5,0.921104415565222,0.653419542150683
MUNI-VAR,Deaths,CZ,2,218.298913043478,20.9891304347826,63.3586956521739,133.951086956522,-0.48304347826087,0.0275,289.125,1.67093720799786,1.02343761677196
MUNI-VAR,Deaths,CZ,3,454.797880434783,23.8250543478261,122.429347826087,308.54347826087,-0.537391304347826,0.00625000000000001,539.625,2.22734478779084,1.4046305882936
MUNI-VAR,Deaths,CZ,4,765.705869565217,29.7928260869565,141.41847826087,594.494565217391,-0.559130434782609,0,872,2.52745001978577,1.72677984017511
MUNI-VAR,Cases,DE,1,30223.6714673913,5416.32907608696,13885.5434782609,10921.7989130435,-0.113478260869565,0.0475,38437.625,1.01194372209224,1.03026497467362
MUNI-VAR,Cases,DE,2,93068.8805434783,10356.3261956522,47270.3804347826,35442.1739130435,-0.309130434782609,-0.0375,119881.75,1.14860028281617,1.18963973645333
MUNI-VAR,Cases,DE,3,184286.317554348,15111.3610326087,95484.1086956522,73690.847826087,-0.287391304347826,-0.0625,219561.5,1.26781554086334,1.49479473807617
MUNI-VAR,Cases,DE,4,292637.301304348,19768.0947826087,152362.364130435,120506.842391304,-0.32,-0.19375,341417.75,1.31129053055825,1.77713509926893
MUNI-VAR,Deaths,DE,1,146.775760869565,22.2485869565217,3.20108695652174,121.326086956522,-0.287391304347826,0.5875,199.375,0.991035787651415,1.1028760186949
MUNI-VAR,Deaths,DE,2,370.172554347826,32.2758152173913,73.6630434782609,264.233695652174,-0.450434782608696,0.44,470.625,1.28090299788345,1.35034463013624
MUNI-VAR,Deaths,DE,3,573.622989130435,52.1066847826087,113.032608695652,408.483695652174,-0.439565217391304,0.4125,730.875,1.3796964748831,1.50238335068037
MUNI-VAR,Deaths,DE,4,819.750760869565,79.1964130434783,117.673913043478,622.880434782609,-0.374347826086957,0.35625,1039.25,1.40622474287981,1.69923898890619
MUNI-VAR,Cases,FR,1,93451.0689673913,6012.09070652174,87430.527173913,8.45108695652174,-0.243913043478261,-0.7225,108850.25,1.10200213011259,0.919009668257035
MUNI-VAR,Cases,FR,2,265163.847663044,11158.6846195652,254005.163043478,0,-0.428695652173913,-0.91,302384,1.14695796286504,1.04476703803496
MUNI-VAR,Cases,FR,3,502772.802934783,15416.4170652174,487356.385869565,0,-0.537391304347826,-0.995,564994.875,1.27395073046645,1.30097215853274
MUNI-VAR,Cases,FR,4,805935.922771739,17615.2760326087,788320.646739131,0,-0.559130434782609,-1,881010.625,1.42696995933204,1.48660894428164
MUNI-VAR,Deaths,FR,1,69.5757608695652,13.5920652173913,28.554347826087,27.429347826087,-0.167826086956522,-0.185,97.625,1.01099729077364,1.16023246114853
MUNI-VAR,Deaths,FR,2,105.201956521739,21.294347826087,65.5923913043478,18.3152173913043,-0.200434782608696,-0.3875,143.125,0.787555915527326,0.746914881709215
MUNI-VAR,Deaths,FR,3,203.343532608696,28.90875,129.402173913044,45.0326086956522,-0.352608695652174,-0.5625,279.25,0.847625060211068,0.767943013689765
MUNI-VAR,Deaths,FR,4,333.47875,40.5059239130435,231.711956521739,61.2608695652174,-0.461304347826087,-0.6975,470.125,0.905493291183776,0.903197003525779
MUNI-VAR,Cases,GB,1,80067.872173913,9515.32326086956,68947.3369565218,1605.21195652174,-0.15695652173913,-0.4625,101431.875,0.882344498109042,0.865298045000004
MUNI-VAR,Cases,GB,2,180578.361576087,15698.6333152174,164750.581521739,129.146739130435,-0.189565217391304,-0.6,217741.25,1.02463707418909,1.0292927197267
MUNI-VAR,Cases,GB,3,243064.676358696,19938.0350543478,223126.641304348,0,-0.243913043478261,-0.7625,294365,0.970900174359947,1.10659467404397
MUNI-VAR,Cases,GB,4,296168.382663044,22275.2250543478,273893.157608696,0,-0.298260869565217,-0.8,355229.375,0.966031497481542,1.26785379474127
MUNI-VAR,Deaths,GB,1,56.465597826087,16.4384239130435,26.3695652173913,13.6576086956522,-0.0808695652173913,0.21875,84.375,0.583836723175894,0.466195315052037
MUNI-VAR,Deaths,GB,2,100.059347826087,22.5539130434783,39.9347826086957,37.5706521739131,-0.243913043478261,0.55625,156.625,0.647131619160631,0.442620637577915
MUNI-VAR,Deaths,GB,3,124.183695652174,28.5532608695652,46.0652173913044,49.5652173913044,-0.200434782608696,0.44125,185.75,0.547704518533618,0.370113489600832
MUNI-VAR,Deaths,GB,4,117.666032608696,36.0953804347826,31.5,50.070652173913,-0.124347826086957,0.10375,189.875,0.450857560369989,0.339663599028762
MUNI-VAR,Cases,PL,1,10543.6563586957,1297.87918478261,2749.46195652174,6496.3152173913,-0.352608695652174,0.0875,14087.125,0.925842700088598,0.641070055854937
MUNI-VAR,Cases,PL,2,29908.0295652174,2528.035,9949.52173913043,17430.472826087,-0.341739130434783,0.2,36413.125,1.18895175039512,0.944270043578445
MUNI-VAR,Cases,PL,3,63317.9624456522,3751.77222826087,20468.8260869565,39097.3641304348,-0.396086956521739,0.1375,74018.625,1.5333355769695,1.4656833817134
MUNI-VAR,Cases,PL,4,121305.692771739,5142.63298913044,41135.25,75027.8097826087,-0.515652173913044,0.015,139132.125,1.88124963802174,2.05974854958705
MUNI-VAR,Deaths,PL,1,286.041793478261,28.62875,137.972826086957,119.440217391304,-0.40695652173913,0.21875,375,1.04138094506179,0.976511829226715
MUNI-VAR,Deaths,PL,2,408.962989130435,39.4575543478261,155.804347826087,213.701086956522,-0.265652173913044,0.1125,507.125,1.00710358580081,0.79120137251224
MUNI-VAR,Deaths,PL,3,771.870597826087,50.7782065217391,291.972826086957,429.119565217391,-0.396086956521739,0.14375,920.875,1.24802718180066,0.960438926375729
MUNI-VAR,Deaths,PL,4,1326.41070652174,71.0085326086957,414.896739130435,840.505434782609,-0.428695652173913,0.10625,1537,1.52179994063912,1.27592972203304
MUNI_DMS-SEIAR,Cases,CZ,1,6835.54454782609,4714.37672173913,1756.52608695652,364.641739130435,0.0652173913043478,-0.1602,9687.06,0.734714162620684,0.495795559364101
MUNI_DMS-SEIAR,Cases,CZ,2,9548.16644347826,5180.09166086957,2416.31652173913,1951.75826086957,-0.0739130434782609,-0.1136,14630.16,0.510813940659106,0.363858454742877
MUNI_DMS-SEIAR,Cases,CZ,3,16308.8366173913,5763.31922608696,4978.58086956522,5566.93652173913,-0.209565217391304,-0.1084,26976.14,0.539410432440149,0.429777714075459
MUNI_DMS-SEIAR,Cases,CZ,4,20932.5529565217,4491.28686956522,12023.7034782609,4417.56260869565,-0.326086956521739,-0.151,30446.28,0.552022992922158,0.483972120168601
MUNI_DMS-SEIAR,Deaths,CZ,1,46.4886503623189,22.8690851449275,13.9782608695652,9.64130434782609,0.0269202898550725,-0.251666666666667,72.0833333333333,1.21786552948922,0.86393803268398
MUNI_DMS-SEIAR,Deaths,CZ,2,60.8280072463768,20.3723913043478,26.7128623188406,13.7427536231884,-0.0727173913043478,-0.260416666666667,96.7708333333333,1.04683747425032,0.641180796421464
MUNI_DMS-SEIAR,Deaths,CZ,3,71.6830344202899,19.4846648550725,33.9619565217391,18.2364130434783,-0.139746376811594,-0.25375,112.3125,0.848095912031706,0.534834780127608
MUNI_DMS-SEIAR,Deaths,CZ,4,85.9341666666667,18.5455797101449,42.0498188405797,25.338768115942,-0.192282608695652,-0.215208333333333,129.395833333333,0.790460275663994,0.540050587663663
PL_GRedlarski-DistrictsSum,Cases,PL,1,4726.2875942029,2139.21416425121,2052.85700483092,534.216425120773,-0.000676328502415459,-0.196222222222222,6744.6,0.450877234731205,0.312195466924558
PL_GRedlarski-DistrictsSum,Cases,PL,2,11651.8230434783,3764.73512077295,5578.4115942029,2308.67632850242,-0.12048309178744,-0.258888888888889,17729.8666666667,0.524725327814394,0.416738869342133
PL_GRedlarski-DistrictsSum,Cases,PL,3,17454.1162705314,5102.65540096618,7731.62415458937,4619.83671497585,-0.15719806763285,-0.262222222222222,27899.0222222222,0.45876364756741,0.438522567710011
PL_GRedlarski-DistrictsSum,Cases,PL,4,21732.5962995169,6094.71610628019,10138.8956521739,5498.9845410628,-0.180386473429952,-0.250444444444444,34425.2,0.444363355512572,0.486525955146032
RobertWalraven-ESG,Cases,CZ,1,15360.1778463094,1458.68138523761,8700.4216380182,5201.07482305359,-0.166814964610718,-0.191627906976744,19300.0930232558,1.33122093932243,0.8983268103807
RobertWalraven-ESG,Cases,CZ,2,29136.0903134479,1915.7343983822,17430.1324570273,9790.22345803842,-0.241638018200202,-0.258139534883721,35156.9302325581,1.1693058342297,0.832909558841865
RobertWalraven-ESG,Cases,CZ,3,38547.7867340748,2324.43284125379,24533.111223458,11690.242669363,-0.231526794742164,-0.323488372093023,45323.6511627907,0.98012556300155,0.780919497734162
RobertWalraven-ESG,Cases,CZ,4,44087.5263498483,2706.68711830131,30005.4570273003,11375.3822042467,-0.235571284125379,-0.343023255813954,51868.9302325581,0.844481122133864,0.7403773472514
RobertWalraven-ESG,Deaths,CZ,1,44.8645401337793,10.5326003344482,14.7190635451505,19.6128762541806,-0.0591304347826087,-0.000576923076923075,61.8653846153846,1.0291268228071,0.730049238729318
RobertWalraven-ESG,Deaths,CZ,2,81.4557274247492,13.3997073578595,31.5953177257525,36.4607023411371,-0.0725083612040134,-0.00519230769230769,103.788461538462,1.12058182921225,0.686348709692757
RobertWalraven-ESG,Deaths,CZ,3,110.569782608696,16.0313210702341,47.2750836120401,47.2633779264214,-0.0424080267558529,-0.0288461538461539,134.961538461538,1.01414124727542,0.639547960684675
RobertWalraven-ESG,Deaths,CZ,4,135.359439799331,18.4263294314381,60.6270903010034,56.3060200668896,-0.0465886287625418,-0.0534615384615385,165.961538461538,0.909803060765602,0.62158680550004
RobertWalraven-ESG,Cases,DE,1,29384.452578362,7506.16238624874,12677.1213346815,9201.16885743175,-0.152659251769464,-0.186279069767442,45962.8604651163,0.905880637197873,0.922281616422656
RobertWalraven-ESG,Cases,DE,2,71125.6017593529,9946.72006066734,47571.4004044489,13607.4812942366,-0.280060667340748,-0.307674418604651,95693.023255814,0.89606472469177,0.928081090415374
RobertWalraven-ESG,Cases,DE,3,115633.642264914,12351.4572295248,89092.9696663296,14189.2153690597,-0.320505561172902,-0.404418604651163,147386.581395349,0.834925461393372,0.984403603008966
RobertWalraven-ESG,Cases,DE,4,149044.505096057,14697.53239636,124795.70677452,9551.26592517695,-0.318483316481294,-0.472093023255814,184487.023255814,0.756675844330437,1.02548990509075
RobertWalraven-ESG,Deaths,DE,1,82.9616304347826,31.2584531772575,31.3586956521739,20.3444816053512,0.0328428093645485,-0.199423076923077,123.403846153846,0.809055069863794,0.90035843858966
RobertWalraven-ESG,Deaths,DE,2,149.514180602007,39.8703678929766,77.5183946488294,32.1254180602007,-0.0574581939799331,-0.226153846153846,213.576923076923,0.844005856891521,0.889761971468743
RobertWalraven-ESG,Deaths,DE,3,214.58127090301,48.2451505016723,130.874581939799,35.4615384615385,-0.115986622073579,-0.240961538461538,305.846153846154,0.865458631828108,0.942417888884825
RobertWalraven-ESG,Deaths,DE,4,288.090560200669,56.0554431438127,190.258361204013,41.7767558528428,-0.144414715719064,-0.276153846153846,400.923076923077,0.8425789463674,1.01814663989408
RobertWalraven-ESG,Cases,FR,1,103952.105642063,14391.5222244692,35942.3761375126,53618.2072800809,-0.310394337714864,-0.132325581395349,136627.325581395,1.10517646837156,0.921656893222033
RobertWalraven-ESG,Cases,FR,2,181315.687330637,18265.6074519717,85394.7815975733,77655.298281092,-0.352861476238625,-0.263488372093023,227320.860465116,0.9933488499551,0.904844091330611
RobertWalraven-ESG,Cases,FR,3,274084.11619818,22386.0251971689,153920.815975733,97777.2750252781,-0.377128412537917,-0.287441860465116,337449.906976744,0.948915135356651,0.969042320386538
RobertWalraven-ESG,Cases,FR,4,355353.962042467,26569.543437816,222018.757330637,106765.661274014,-0.373083923154702,-0.286279069767442,436895.860465116,0.910346338200116,0.94839348222567
RobertWalraven-ESG,Deaths,FR,1,89.8833361204014,32.9970484949833,33.0468227424749,23.8394648829431,-0.0240133779264214,-0.145769230769231,133.846153846154,0.597104084512,0.685243717127137
RobertWalraven-ESG,Deaths,FR,2,132.78,41.4079264214047,54.6103678929766,36.7617056856187,-0.0415719063545151,-0.196923076923077,191.326923076923,0.648982817477836,0.615492709521718
RobertWalraven-ESG,Deaths,FR,3,170.355075250836,48.9913628762542,79.3612040133779,42.002508361204,-0.0758528428093646,-0.210192307692308,243.365384615385,0.609714727262942,0.552397737071085
RobertWalraven-ESG,Deaths,FR,4,225.147056856187,55.7967224080268,120.86872909699,48.4816053511706,-0.132709030100334,-0.240576923076923,324.903846153846,0.607979771195214,0.606437963587692
RobertWalraven-ESG,Cases,GB,1,93830.1589383215,16916.0103033367,49048.7037411527,27865.4448938322,-0.251749241658241,-0.342558139534884,126104.813953488,1.21781421759439,1.19428665778047
RobertWalraven-ESG,Cases,GB,2,143387.182042467,21652.7988270981,80835.4782608696,40898.9049544995,-0.336683518705763,-0.454883720930233,199736.023255814,1.14110010937421,1.14628492823934
RobertWalraven-ESG,Cases,GB,3,156226.276258847,26034.0042669363,98188.0333670374,32004.2386248736,-0.324550050556117,-0.481627906976744,210128.162790698,0.9795238994394,1.11642366418668
RobertWalraven-ESG,Cases,GB,4,159544.143356926,30142.8683316481,115978.458038423,13422.8169868554,-0.26994944388271,-0.521860465116279,211319.790697674,0.876026724386204,1.14972835741211
RobertWalraven-ESG,Deaths,GB,1,157.47737458194,31.5609866220736,48.5877926421405,77.3285953177258,-0.121003344481605,-0.334807692307692,220.653846153846,1.11062355584073,0.886836127235853
RobertWalraven-ESG,Deaths,GB,2,227.860301003345,39.5484280936455,87.9247491638796,100.387123745819,-0.144414715719064,-0.333269230769231,315.019230769231,1.20388487207554,0.823424901320132
RobertWalraven-ESG,Deaths,GB,3,293.803821070234,46.7528177257525,132.234949832776,114.816053511706,-0.181204013377926,-0.372692307692308,404.326923076923,1.30180434340304,0.879699421878782
RobertWalraven-ESG,Deaths,GB,4,337.76495819398,53.6102759197325,171.504180602007,112.650501672241,-0.174515050167224,-0.427692307692308,467.365384615385,1.2519292996326,0.943168860900998
RobertWalraven-ESG,Cases,PL,1,17671.9359352882,2297.73674418605,7330.94135490394,8043.25783619818,-0.100080889787664,-0.0953488372093023,23386.488372093,1.80978043955048,1.25312436697592
RobertWalraven-ESG,Cases,PL,2,35871.8074620829,3002.78117290192,17033.6086956522,15835.4175935288,-0.158725985844287,-0.164418604651163,44401.2325581395,1.40534240317803,1.1161283305656
RobertWalraven-ESG,Cases,PL,3,48821.027239636,3680.53077856421,25357.6632962589,19782.8331648129,-0.195126390293225,-0.244651162790698,59622.5348837209,1.15788456930948,1.10679762256181
RobertWalraven-ESG,Cases,PL,4,55088.325793731,4318.0335793731,31494.2143579373,19276.0778564206,-0.195126390293225,-0.285581395348837,67172.1162790698,1.01134937771858,1.10730940316467
RobertWalraven-ESG,Deaths,PL,1,192.905827759197,40.7285702341137,29.3244147157191,122.852842809365,-0.0959197324414716,0.133653846153846,278.461538461538,1.11408766332819,1.04468954151161
RobertWalraven-ESG,Deaths,PL,2,349.747851170569,52.6608946488294,84.0317725752509,213.055183946488,-0.174515050167224,0.125961538461538,476.461538461539,1.4061150257427,1.10467299884855
RobertWalraven-ESG,Deaths,PL,3,512.611471571906,64.4417391304348,149.373745819398,298.795986622074,-0.189565217391304,0.103461538461538,673.326923076923,1.46345408312115,1.12622408300844
RobertWalraven-ESG,Deaths,PL,4,640.744949832776,76.0869230769231,214.951505016722,349.70652173913,-0.217993311036789,0.119038461538462,834.326923076923,1.33674804806351,1.12077581280335
UMass-MechBayes,Deaths,CZ,1,23.7654644268775,11.2239624505929,3.47628458498024,9.06521739130435,-0.0808695652173913,0.0436363636363636,35.1363636363636,0.672283392735409,0.476909131313978
