model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date
mean_ensemble,CZ,Cases,2021-03-15,1,5446.25652173913,3349.57536231884,0,2096.68115942029,0.0495652173913044,0.5,9784.33333333333,2021-03-20
mean_ensemble,DE,Cases,2021-03-15,1,4942.87039525692,3404.66486166008,1538.20553359684,0,0.136521739130435,-0.4,9218.18181818182,2021-03-20
mean_ensemble,FR,Cases,2021-03-15,1,16802.6972463768,6695.45811594203,10107.2391304348,0,-0.124347826086957,-0.7,31748.8333333333,2021-03-20
mean_ensemble,GB,Cases,2021-03-15,1,1477.44304347826,1430.78,46.6630434782609,0,0.310434782608696,-0.2,941.75,2021-03-20
mean_ensemble,PL,Cases,2021-03-15,1,9604.35217391304,6779.06714975846,2825.28502415459,0,0.0495652173913044,-0.5,16620.2222222222,2021-03-20
mean_ensemble,CZ,Deaths,2021-03-15,1,58.4117391304348,41.3247826086957,0,17.0869565217391,0.136521739130435,0.4,96.6666666666667,2021-03-20
mean_ensemble,DE,Deaths,2021-03-15,1,111.362739130435,82.2236086956522,0,29.1391304347826,0.136521739130435,0.4,177.4,2021-03-20
mean_ensemble,FR,Deaths,2021-03-15,1,93.9547826086956,93.0678260869565,0.886956521739134,0,0.397391304347826,-0.1,20.4000000000001,2021-03-20
mean_ensemble,GB,Deaths,2021-03-15,1,70.0782608695652,60.2956521739131,9.78260869565217,0,0.223478260869565,-0.3,87,2021-03-20
mean_ensemble,PL,Deaths,2021-03-15,1,139.223956521739,131.489173913043,0,7.73478260869568,0.310434782608696,0.2,111.3,2021-03-20
mean_ensemble,CZ,Cases,2021-03-15,2,11332.8808695652,5430.57652173913,0,5902.30434782609,-0.124347826086957,0.7,20004,2021-03-27
mean_ensemble,DE,Cases,2021-03-15,2,9233.1147826087,6254.96458498024,2978.15019762846,0,0.136521739130435,-0.4,16625.6363636364,2021-03-27
mean_ensemble,FR,Cases,2021-03-15,2,38871.0166666667,10150.7630434783,28720.2536231884,0,-0.211304347826087,-0.8,68882.1666666667,2021-03-27
mean_ensemble,GB,Cases,2021-03-15,2,2896.26945652174,2519.78032608696,376.489130434783,0,0.223478260869565,-0.3,3630.25,2021-03-27
mean_ensemble,PL,Cases,2021-03-15,2,13644.5369565217,10780.1311594203,2864.40579710145,0,0.136521739130435,-0.4,21106.2222222222,2021-03-27
mean_ensemble,CZ,Deaths,2021-03-15,2,185.631884057971,58.6898550724638,0,126.942028985507,-0.298260869565217,0.9,324.333333333333,2021-03-27
mean_ensemble,DE,Deaths,2021-03-15,2,159.544260869565,104.635565217391,0,54.9086956521739,0.0495652173913044,0.5,275.9,2021-03-27
mean_ensemble,FR,Deaths,2021-03-15,2,280.281826086957,117.325304347826,162.95652173913,0,-0.124347826086957,-0.7,542.4,2021-03-27
mean_ensemble,GB,Deaths,2021-03-15,2,64.32,60.0504347826087,4.26956521739131,0,0.310434782608696,-0.2,56.2000000000001,2021-03-27
mean_ensemble,PL,Deaths,2021-03-15,2,219.647217391304,201.660260869565,0,17.9869565217391,0.310434782608696,0.2,220.1,2021-03-27
mean_ensemble,CZ,Cases,2021-03-15,3,16801.5986956522,7762.64217391304,0,9038.95652173913,-0.211304347826087,0.8,28064,2021-04-03
mean_ensemble,DE,Cases,2021-03-15,3,11462.0503952569,11023.0345849802,439.01581027668,0,0.310434782608696,-0.2,7621.72727272728,2021-04-03
mean_ensemble,FR,Cases,2021-03-15,3,20835.9714492754,14309.8627536232,6526.10869565217,0,0.136521739130435,-0.4,36047.8333333333,2021-04-03
mean_ensemble,GB,Cases,2021-03-15,3,4276.50782608696,3738.85565217391,0,537.652173913044,0.223478260869565,0.3,4918,2021-04-03
mean_ensemble,PL,Cases,2021-03-15,3,14777.9411594203,14720.6416425121,0,57.299516908212,0.397391304347826,0.1,1317.88888888888,2021-04-03
mean_ensemble,CZ,Deaths,2021-03-15,3,286.113260869565,83.3161594202899,0,202.797101449275,-0.298260869565217,0.9,483.333333333333,2021-04-03
mean_ensemble,DE,Deaths,2021-03-15,3,265.800695652174,136.152869565217,0,129.647826086957,-0.124347826086957,0.7,475.3,2021-04-03
mean_ensemble,FR,Deaths,2021-03-15,3,169.846173913043,147.594,22.2521739130435,0,0.223478260869565,-0.3,202.6,2021-04-03
mean_ensemble,GB,Deaths,2021-03-15,3,70.2719130434783,66.2719130434783,0,4,0.310434782608696,0.2,54.8,2021-04-03
mean_ensemble,PL,Deaths,2021-03-15,3,275.176826086957,251.124652173913,0,24.0521739130435,0.310434782608696,0.2,291.8,2021-04-03
mean_ensemble,CZ,Cases,2021-03-15,4,22186.0972463768,10599.7928985507,0,11586.3043478261,-0.211304347826087,0.8,34146,2021-04-10
mean_ensemble,DE,Cases,2021-03-15,4,21791.9096442688,18815.3483794466,0,2976.56126482213,0.223478260869565,0.3,24355.8181818182,2021-04-10
mean_ensemble,FR,Cases,2021-03-15,4,19495.6887681159,19307.0293478261,0,188.659420289855,0.397391304347826,0.1,4339.16666666666,2021-04-10
mean_ensemble,GB,Cases,2021-03-15,4,12704.8198913043,4989.98293478261,0,7714.83695652174,-0.385217391304348,0.95,19717.25,2021-04-10
mean_ensemble,PL,Cases,2021-03-15,4,53065.1850241546,20760.1125603865,0,32305.0724637681,-0.298260869565217,0.9,92074.4444444444,2021-04-10
mean_ensemble,CZ,Deaths,2021-03-15,4,425.957463768116,107.798043478261,0,318.159420289855,-0.385217391304348,0.95,680.333333333333,2021-04-10
