ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,7
1,IEM_Health-CovidProject,2,7
1,ILM-EKF,3,7
1,MUNI_DMS-SEIAR,4,7
1,epiforecasts-EpiNow2,5,7
1,MUNI-ARIMA,6,7
1,RobertWalraven-ESG,7,7
