ensid,model,modelid,k
255,epiforecasts-EpiNow2,9,12
255,epiforecasts-EpiExpert_direct,10,12
255,MUNI-ARIMA,11,12
255,Karlen-pypm,12,12
256,EuroCOVIDhub-baseline,1,12
256,ICM-agentModel,2,12
256,IEM_Health-CovidProject,3,12
256,ILM-EKF,4,12
256,ITWW-county_repro,5,12
256,MIT_CovidAnalytics-DELPHI,6,12
256,MOCOS-agent1,7,12
256,epiforecasts-EpiExpert,8,12
256,UMass-MechBayes,9,12
256,epiforecasts-EpiExpert_Rt,10,12
256,epiforecasts-EpiExpert_direct,11,12
256,MUNI-ARIMA,12,12
257,EuroCOVIDhub-baseline,1,12
257,ICM-agentModel,2,12
257,IEM_Health-CovidProject,3,12
257,ILM-EKF,4,12
257,ITWW-county_repro,5,12
257,MIT_CovidAnalytics-DELPHI,6,12
257,MOCOS-agent1,7,12
257,epiforecasts-EpiExpert,8,12
257,UMass-MechBayes,9,12
257,epiforecasts-EpiExpert_Rt,10,12
257,epiforecasts-EpiExpert_direct,11,12
257,Karlen-pypm,12,12
258,EuroCOVIDhub-baseline,1,12
258,ICM-agentModel,2,12
258,IEM_Health-CovidProject,3,12
258,ILM-EKF,4,12
258,ITWW-county_repro,5,12
258,MIT_CovidAnalytics-DELPHI,6,12
258,MOCOS-agent1,7,12
258,epiforecasts-EpiExpert,8,12
258,UMass-MechBayes,9,12
258,epiforecasts-EpiExpert_Rt,10,12
258,MUNI-ARIMA,11,12
258,Karlen-pypm,12,12
259,EuroCOVIDhub-baseline,1,12
259,ICM-agentModel,2,12
259,IEM_Health-CovidProject,3,12
259,ILM-EKF,4,12
259,ITWW-county_repro,5,12
259,MIT_CovidAnalytics-DELPHI,6,12
259,MOCOS-agent1,7,12
259,epiforecasts-EpiExpert,8,12
259,UMass-MechBayes,9,12
259,epiforecasts-EpiExpert_direct,10,12
259,MUNI-ARIMA,11,12
259,Karlen-pypm,12,12
260,EuroCOVIDhub-baseline,1,12
260,ICM-agentModel,2,12
260,IEM_Health-CovidProject,3,12
260,ILM-EKF,4,12
260,ITWW-county_repro,5,12
260,MIT_CovidAnalytics-DELPHI,6,12
260,MOCOS-agent1,7,12
260,epiforecasts-EpiExpert,8,12
260,epiforecasts-EpiExpert_Rt,9,12
260,epiforecasts-EpiExpert_direct,10,12
260,MUNI-ARIMA,11,12
260,Karlen-pypm,12,12
261,EuroCOVIDhub-baseline,1,12
261,ICM-agentModel,2,12
261,IEM_Health-CovidProject,3,12
261,ILM-EKF,4,12
261,ITWW-county_repro,5,12
261,MIT_CovidAnalytics-DELPHI,6,12
261,MOCOS-agent1,7,12
261,epiforecasts-EpiNow2,8,12
261,UMass-MechBayes,9,12
261,epiforecasts-EpiExpert_Rt,10,12
261,epiforecasts-EpiExpert_direct,11,12
261,MUNI-ARIMA,12,12
262,EuroCOVIDhub-baseline,1,12
262,ICM-agentModel,2,12
262,IEM_Health-CovidProject,3,12
262,ILM-EKF,4,12
262,ITWW-county_repro,5,12
262,MIT_CovidAnalytics-DELPHI,6,12
262,MOCOS-agent1,7,12
262,epiforecasts-EpiNow2,8,12
262,UMass-MechBayes,9,12
262,epiforecasts-EpiExpert_Rt,10,12
262,epiforecasts-EpiExpert_direct,11,12
262,Karlen-pypm,12,12
263,EuroCOVIDhub-baseline,1,12
263,ICM-agentModel,2,12
263,IEM_Health-CovidProject,3,12
263,ILM-EKF,4,12
263,ITWW-county_repro,5,12
263,MIT_CovidAnalytics-DELPHI,6,12
263,MOCOS-agent1,7,12
263,epiforecasts-EpiNow2,8,12
263,UMass-MechBayes,9,12
263,epiforecasts-EpiExpert_Rt,10,12
263,MUNI-ARIMA,11,12
263,Karlen-pypm,12,12
264,EuroCOVIDhub-baseline,1,12
264,ICM-agentModel,2,12
264,IEM_Health-CovidProject,3,12
264,ILM-EKF,4,12
264,ITWW-county_repro,5,12
264,MIT_CovidAnalytics-DELPHI,6,12
264,MOCOS-agent1,7,12
264,epiforecasts-EpiNow2,8,12
264,UMass-MechBayes,9,12
264,epiforecasts-EpiExpert_direct,10,12
264,MUNI-ARIMA,11,12
264,Karlen-pypm,12,12
265,EuroCOVIDhub-baseline,1,12
265,ICM-agentModel,2,12
265,IEM_Health-CovidProject,3,12
265,ILM-EKF,4,12
265,ITWW-county_repro,5,12
265,MIT_CovidAnalytics-DELPHI,6,12
265,MOCOS-agent1,7,12
265,epiforecasts-EpiNow2,8,12
265,epiforecasts-EpiExpert_Rt,9,12
265,epiforecasts-EpiExpert_direct,10,12
265,MUNI-ARIMA,11,12
265,Karlen-pypm,12,12
266,EuroCOVIDhub-baseline,1,12
266,ICM-agentModel,2,12
266,IEM_Health-CovidProject,3,12
266,ILM-EKF,4,12
266,ITWW-county_repro,5,12
266,MIT_CovidAnalytics-DELPHI,6,12
266,MOCOS-agent1,7,12
266,UMass-MechBayes,8,12
266,epiforecasts-EpiExpert_Rt,9,12
266,epiforecasts-EpiExpert_direct,10,12
266,MUNI-ARIMA,11,12
266,Karlen-pypm,12,12
267,EuroCOVIDhub-baseline,1,12
267,ICM-agentModel,2,12
267,IEM_Health-CovidProject,3,12
267,ILM-EKF,4,12
267,ITWW-county_repro,5,12
267,MIT_CovidAnalytics-DELPHI,6,12
267,RobertWalraven-ESG,7,12
267,epiforecasts-EpiExpert,8,12
267,epiforecasts-EpiNow2,9,12
267,UMass-MechBayes,10,12
267,epiforecasts-EpiExpert_Rt,11,12
267,epiforecasts-EpiExpert_direct,12,12
268,EuroCOVIDhub-baseline,1,12
268,ICM-agentModel,2,12
268,IEM_Health-CovidProject,3,12
268,ILM-EKF,4,12
268,ITWW-county_repro,5,12
268,MIT_CovidAnalytics-DELPHI,6,12
268,RobertWalraven-ESG,7,12
268,epiforecasts-EpiExpert,8,12
268,epiforecasts-EpiNow2,9,12
268,UMass-MechBayes,10,12
268,epiforecasts-EpiExpert_Rt,11,12
268,MUNI-ARIMA,12,12
269,EuroCOVIDhub-baseline,1,12
269,ICM-agentModel,2,12
269,IEM_Health-CovidProject,3,12
269,ILM-EKF,4,12
269,ITWW-county_repro,5,12
269,MIT_CovidAnalytics-DELPHI,6,12
269,RobertWalraven-ESG,7,12
269,epiforecasts-EpiExpert,8,12
269,epiforecasts-EpiNow2,9,12
269,UMass-MechBayes,10,12
269,epiforecasts-EpiExpert_Rt,11,12
269,Karlen-pypm,12,12
270,EuroCOVIDhub-baseline,1,12
270,ICM-agentModel,2,12
270,IEM_Health-CovidProject,3,12
270,ILM-EKF,4,12
270,ITWW-county_repro,5,12
270,MIT_CovidAnalytics-DELPHI,6,12
270,RobertWalraven-ESG,7,12
270,epiforecasts-EpiExpert,8,12
270,epiforecasts-EpiNow2,9,12
270,UMass-MechBayes,10,12
270,epiforecasts-EpiExpert_direct,11,12
270,MUNI-ARIMA,12,12
271,EuroCOVIDhub-baseline,1,12
271,ICM-agentModel,2,12
271,IEM_Health-CovidProject,3,12
271,ILM-EKF,4,12
271,ITWW-county_repro,5,12
271,MIT_CovidAnalytics-DELPHI,6,12
271,RobertWalraven-ESG,7,12
271,epiforecasts-EpiExpert,8,12
271,epiforecasts-EpiNow2,9,12
271,UMass-MechBayes,10,12
271,epiforecasts-EpiExpert_direct,11,12
271,Karlen-pypm,12,12
272,EuroCOVIDhub-baseline,1,12
272,ICM-agentModel,2,12
272,IEM_Health-CovidProject,3,12
272,ILM-EKF,4,12
272,ITWW-county_repro,5,12
272,MIT_CovidAnalytics-DELPHI,6,12
272,RobertWalraven-ESG,7,12
272,epiforecasts-EpiExpert,8,12
272,epiforecasts-EpiNow2,9,12
272,UMass-MechBayes,10,12
272,MUNI-ARIMA,11,12
272,Karlen-pypm,12,12
273,EuroCOVIDhub-baseline,1,12
273,ICM-agentModel,2,12
273,IEM_Health-CovidProject,3,12
273,ILM-EKF,4,12
273,ITWW-county_repro,5,12
273,MIT_CovidAnalytics-DELPHI,6,12
273,RobertWalraven-ESG,7,12
273,epiforecasts-EpiExpert,8,12
273,epiforecasts-EpiNow2,9,12
273,epiforecasts-EpiExpert_Rt,10,12
273,epiforecasts-EpiExpert_direct,11,12
273,MUNI-ARIMA,12,12
274,EuroCOVIDhub-baseline,1,12
274,ICM-agentModel,2,12
274,IEM_Health-CovidProject,3,12
274,ILM-EKF,4,12
274,ITWW-county_repro,5,12
274,MIT_CovidAnalytics-DELPHI,6,12
274,RobertWalraven-ESG,7,12
274,epiforecasts-EpiExpert,8,12
274,epiforecasts-EpiNow2,9,12
274,epiforecasts-EpiExpert_Rt,10,12
274,epiforecasts-EpiExpert_direct,11,12
274,Karlen-pypm,12,12
275,EuroCOVIDhub-baseline,1,12
275,ICM-agentModel,2,12
275,IEM_Health-CovidProject,3,12
275,ILM-EKF,4,12
275,ITWW-county_repro,5,12
275,MIT_CovidAnalytics-DELPHI,6,12
275,RobertWalraven-ESG,7,12
275,epiforecasts-EpiExpert,8,12
275,epiforecasts-EpiNow2,9,12
275,epiforecasts-EpiExpert_Rt,10,12
275,MUNI-ARIMA,11,12
275,Karlen-pypm,12,12
276,EuroCOVIDhub-baseline,1,12
276,ICM-agentModel,2,12
276,IEM_Health-CovidProject,3,12
276,ILM-EKF,4,12
276,ITWW-county_repro,5,12
276,MIT_CovidAnalytics-DELPHI,6,12
276,RobertWalraven-ESG,7,12
276,epiforecasts-EpiExpert,8,12
276,epiforecasts-EpiNow2,9,12
276,epiforecasts-EpiExpert_direct,10,12
276,MUNI-ARIMA,11,12
276,Karlen-pypm,12,12
277,EuroCOVIDhub-baseline,1,12
277,ICM-agentModel,2,12
277,IEM_Health-CovidProject,3,12
277,ILM-EKF,4,12
277,ITWW-county_repro,5,12
277,MIT_CovidAnalytics-DELPHI,6,12
277,RobertWalraven-ESG,7,12
277,epiforecasts-EpiExpert,8,12
277,UMass-MechBayes,9,12
277,epiforecasts-EpiExpert_Rt,10,12
277,epiforecasts-EpiExpert_direct,11,12
277,MUNI-ARIMA,12,12
278,EuroCOVIDhub-baseline,1,12
278,ICM-agentModel,2,12
278,IEM_Health-CovidProject,3,12
278,ILM-EKF,4,12
278,ITWW-county_repro,5,12
278,MIT_CovidAnalytics-DELPHI,6,12
278,RobertWalraven-ESG,7,12
278,epiforecasts-EpiExpert,8,12
278,UMass-MechBayes,9,12
278,epiforecasts-EpiExpert_Rt,10,12
278,epiforecasts-EpiExpert_direct,11,12
278,Karlen-pypm,12,12
279,EuroCOVIDhub-baseline,1,12
279,ICM-agentModel,2,12
279,IEM_Health-CovidProject,3,12
279,ILM-EKF,4,12
279,ITWW-county_repro,5,12
279,MIT_CovidAnalytics-DELPHI,6,12
279,RobertWalraven-ESG,7,12
279,epiforecasts-EpiExpert,8,12
279,UMass-MechBayes,9,12
279,epiforecasts-EpiExpert_Rt,10,12
279,MUNI-ARIMA,11,12
279,Karlen-pypm,12,12
280,EuroCOVIDhub-baseline,1,12
280,ICM-agentModel,2,12
280,IEM_Health-CovidProject,3,12
280,ILM-EKF,4,12
280,ITWW-county_repro,5,12
280,MIT_CovidAnalytics-DELPHI,6,12
280,RobertWalraven-ESG,7,12
280,epiforecasts-EpiExpert,8,12
280,UMass-MechBayes,9,12
280,epiforecasts-EpiExpert_direct,10,12
280,MUNI-ARIMA,11,12
280,Karlen-pypm,12,12
281,EuroCOVIDhub-baseline,1,12
281,ICM-agentModel,2,12
281,IEM_Health-CovidProject,3,12
281,ILM-EKF,4,12
281,ITWW-county_repro,5,12
281,MIT_CovidAnalytics-DELPHI,6,12
281,RobertWalraven-ESG,7,12
281,epiforecasts-EpiExpert,8,12
281,epiforecasts-EpiExpert_Rt,9,12
281,epiforecasts-EpiExpert_direct,10,12
281,MUNI-ARIMA,11,12
281,Karlen-pypm,12,12
282,EuroCOVIDhub-baseline,1,12
282,ICM-agentModel,2,12
282,IEM_Health-CovidProject,3,12
282,ILM-EKF,4,12
282,ITWW-county_repro,5,12
282,MIT_CovidAnalytics-DELPHI,6,12
282,RobertWalraven-ESG,7,12
282,epiforecasts-EpiNow2,8,12
282,UMass-MechBayes,9,12
282,epiforecasts-EpiExpert_Rt,10,12
282,epiforecasts-EpiExpert_direct,11,12
282,MUNI-ARIMA,12,12
283,EuroCOVIDhub-baseline,1,12
283,ICM-agentModel,2,12
283,IEM_Health-CovidProject,3,12
283,ILM-EKF,4,12
283,ITWW-county_repro,5,12
283,MIT_CovidAnalytics-DELPHI,6,12
283,RobertWalraven-ESG,7,12
283,epiforecasts-EpiNow2,8,12
283,UMass-MechBayes,9,12
283,epiforecasts-EpiExpert_Rt,10,12
283,epiforecasts-EpiExpert_direct,11,12
283,Karlen-pypm,12,12
284,EuroCOVIDhub-baseline,1,12
284,ICM-agentModel,2,12
284,IEM_Health-CovidProject,3,12
284,ILM-EKF,4,12
284,ITWW-county_repro,5,12
284,MIT_CovidAnalytics-DELPHI,6,12
284,RobertWalraven-ESG,7,12
284,epiforecasts-EpiNow2,8,12
284,UMass-MechBayes,9,12
284,epiforecasts-EpiExpert_Rt,10,12
284,MUNI-ARIMA,11,12
284,Karlen-pypm,12,12
285,EuroCOVIDhub-baseline,1,12
285,ICM-agentModel,2,12
285,IEM_Health-CovidProject,3,12
285,ILM-EKF,4,12
285,ITWW-county_repro,5,12
285,MIT_CovidAnalytics-DELPHI,6,12
285,RobertWalraven-ESG,7,12
285,epiforecasts-EpiNow2,8,12
285,UMass-MechBayes,9,12
285,epiforecasts-EpiExpert_direct,10,12
285,MUNI-ARIMA,11,12
285,Karlen-pypm,12,12
286,EuroCOVIDhub-baseline,1,12
286,ICM-agentModel,2,12
286,IEM_Health-CovidProject,3,12
286,ILM-EKF,4,12
286,ITWW-county_repro,5,12
286,MIT_CovidAnalytics-DELPHI,6,12
286,RobertWalraven-ESG,7,12
286,epiforecasts-EpiNow2,8,12
286,epiforecasts-EpiExpert_Rt,9,12
286,epiforecasts-EpiExpert_direct,10,12
286,MUNI-ARIMA,11,12
286,Karlen-pypm,12,12
287,EuroCOVIDhub-baseline,1,12
287,ICM-agentModel,2,12
287,IEM_Health-CovidProject,3,12
287,ILM-EKF,4,12
287,ITWW-county_repro,5,12
287,MIT_CovidAnalytics-DELPHI,6,12
287,RobertWalraven-ESG,7,12
287,UMass-MechBayes,8,12
287,epiforecasts-EpiExpert_Rt,9,12
287,epiforecasts-EpiExpert_direct,10,12
287,MUNI-ARIMA,11,12
287,Karlen-pypm,12,12
288,EuroCOVIDhub-baseline,1,12
288,ICM-agentModel,2,12
288,IEM_Health-CovidProject,3,12
288,ILM-EKF,4,12
288,ITWW-county_repro,5,12
288,MIT_CovidAnalytics-DELPHI,6,12
288,epiforecasts-EpiExpert,7,12
288,epiforecasts-EpiNow2,8,12
288,UMass-MechBayes,9,12
288,epiforecasts-EpiExpert_Rt,10,12
288,epiforecasts-EpiExpert_direct,11,12
288,MUNI-ARIMA,12,12
289,EuroCOVIDhub-baseline,1,12
289,ICM-agentModel,2,12
289,IEM_Health-CovidProject,3,12
289,ILM-EKF,4,12
289,ITWW-county_repro,5,12
289,MIT_CovidAnalytics-DELPHI,6,12
289,epiforecasts-EpiExpert,7,12
289,epiforecasts-EpiNow2,8,12
289,UMass-MechBayes,9,12
289,epiforecasts-EpiExpert_Rt,10,12
289,epiforecasts-EpiExpert_direct,11,12
289,Karlen-pypm,12,12
290,EuroCOVIDhub-baseline,1,12
290,ICM-agentModel,2,12
290,IEM_Health-CovidProject,3,12
290,ILM-EKF,4,12
290,ITWW-county_repro,5,12
290,MIT_CovidAnalytics-DELPHI,6,12
290,epiforecasts-EpiExpert,7,12
290,epiforecasts-EpiNow2,8,12
290,UMass-MechBayes,9,12
290,epiforecasts-EpiExpert_Rt,10,12
290,MUNI-ARIMA,11,12
290,Karlen-pypm,12,12
291,EuroCOVIDhub-baseline,1,12
291,ICM-agentModel,2,12
291,IEM_Health-CovidProject,3,12
291,ILM-EKF,4,12
291,ITWW-county_repro,5,12
291,MIT_CovidAnalytics-DELPHI,6,12
291,epiforecasts-EpiExpert,7,12
291,epiforecasts-EpiNow2,8,12
291,UMass-MechBayes,9,12
291,epiforecasts-EpiExpert_direct,10,12
291,MUNI-ARIMA,11,12
291,Karlen-pypm,12,12
292,EuroCOVIDhub-baseline,1,12
292,ICM-agentModel,2,12
292,IEM_Health-CovidProject,3,12
292,ILM-EKF,4,12
292,ITWW-county_repro,5,12
292,MIT_CovidAnalytics-DELPHI,6,12
292,epiforecasts-EpiExpert,7,12
292,epiforecasts-EpiNow2,8,12
292,epiforecasts-EpiExpert_Rt,9,12
292,epiforecasts-EpiExpert_direct,10,12
292,MUNI-ARIMA,11,12
292,Karlen-pypm,12,12
293,EuroCOVIDhub-baseline,1,12
293,ICM-agentModel,2,12
293,IEM_Health-CovidProject,3,12
293,ILM-EKF,4,12
293,ITWW-county_repro,5,12
293,MIT_CovidAnalytics-DELPHI,6,12
293,epiforecasts-EpiExpert,7,12
293,UMass-MechBayes,8,12
293,epiforecasts-EpiExpert_Rt,9,12
293,epiforecasts-EpiExpert_direct,10,12
293,MUNI-ARIMA,11,12
293,Karlen-pypm,12,12
294,EuroCOVIDhub-baseline,1,12
294,ICM-agentModel,2,12
294,IEM_Health-CovidProject,3,12
294,ILM-EKF,4,12
294,ITWW-county_repro,5,12
294,MIT_CovidAnalytics-DELPHI,6,12
294,epiforecasts-EpiNow2,7,12
294,UMass-MechBayes,8,12
294,epiforecasts-EpiExpert_Rt,9,12
294,epiforecasts-EpiExpert_direct,10,12
294,MUNI-ARIMA,11,12
294,Karlen-pypm,12,12
295,EuroCOVIDhub-baseline,1,12
295,ICM-agentModel,2,12
295,IEM_Health-CovidProject,3,12
295,ILM-EKF,4,12
295,ITWW-county_repro,5,12
295,MOCOS-agent1,6,12
295,RobertWalraven-ESG,7,12
295,epiforecasts-EpiExpert,8,12
295,epiforecasts-EpiNow2,9,12
295,UMass-MechBayes,10,12
295,epiforecasts-EpiExpert_Rt,11,12
295,epiforecasts-EpiExpert_direct,12,12
296,EuroCOVIDhub-baseline,1,12
296,ICM-agentModel,2,12
296,IEM_Health-CovidProject,3,12
296,ILM-EKF,4,12
296,ITWW-county_repro,5,12
296,MOCOS-agent1,6,12
296,RobertWalraven-ESG,7,12
296,epiforecasts-EpiExpert,8,12
296,epiforecasts-EpiNow2,9,12
296,UMass-MechBayes,10,12
296,epiforecasts-EpiExpert_Rt,11,12
296,MUNI-ARIMA,12,12
297,EuroCOVIDhub-baseline,1,12
297,ICM-agentModel,2,12
297,IEM_Health-CovidProject,3,12
297,ILM-EKF,4,12
297,ITWW-county_repro,5,12
297,MOCOS-agent1,6,12
297,RobertWalraven-ESG,7,12
297,epiforecasts-EpiExpert,8,12
297,epiforecasts-EpiNow2,9,12
297,UMass-MechBayes,10,12
297,epiforecasts-EpiExpert_Rt,11,12
297,Karlen-pypm,12,12
298,EuroCOVIDhub-baseline,1,12
298,ICM-agentModel,2,12
298,IEM_Health-CovidProject,3,12
298,ILM-EKF,4,12
298,ITWW-county_repro,5,12
298,MOCOS-agent1,6,12
298,RobertWalraven-ESG,7,12
298,epiforecasts-EpiExpert,8,12
298,epiforecasts-EpiNow2,9,12
298,UMass-MechBayes,10,12
298,epiforecasts-EpiExpert_direct,11,12
298,MUNI-ARIMA,12,12
299,EuroCOVIDhub-baseline,1,12
299,ICM-agentModel,2,12
299,IEM_Health-CovidProject,3,12
299,ILM-EKF,4,12
299,ITWW-county_repro,5,12
299,MOCOS-agent1,6,12
299,RobertWalraven-ESG,7,12
299,epiforecasts-EpiExpert,8,12
299,epiforecasts-EpiNow2,9,12
299,UMass-MechBayes,10,12
299,epiforecasts-EpiExpert_direct,11,12
299,Karlen-pypm,12,12
300,EuroCOVIDhub-baseline,1,12
300,ICM-agentModel,2,12
300,IEM_Health-CovidProject,3,12
300,ILM-EKF,4,12
300,ITWW-county_repro,5,12
300,MOCOS-agent1,6,12
300,RobertWalraven-ESG,7,12
300,epiforecasts-EpiExpert,8,12
300,epiforecasts-EpiNow2,9,12
300,UMass-MechBayes,10,12
300,MUNI-ARIMA,11,12
300,Karlen-pypm,12,12
301,EuroCOVIDhub-baseline,1,12
301,ICM-agentModel,2,12
301,IEM_Health-CovidProject,3,12
301,ILM-EKF,4,12
301,ITWW-county_repro,5,12
301,MOCOS-agent1,6,12
301,RobertWalraven-ESG,7,12
301,epiforecasts-EpiExpert,8,12
301,epiforecasts-EpiNow2,9,12
301,epiforecasts-EpiExpert_Rt,10,12
301,epiforecasts-EpiExpert_direct,11,12
301,MUNI-ARIMA,12,12
302,EuroCOVIDhub-baseline,1,12
302,ICM-agentModel,2,12
302,IEM_Health-CovidProject,3,12
302,ILM-EKF,4,12
302,ITWW-county_repro,5,12
302,MOCOS-agent1,6,12
302,RobertWalraven-ESG,7,12
302,epiforecasts-EpiExpert,8,12
302,epiforecasts-EpiNow2,9,12
302,epiforecasts-EpiExpert_Rt,10,12
302,epiforecasts-EpiExpert_direct,11,12
302,Karlen-pypm,12,12
303,EuroCOVIDhub-baseline,1,12
303,ICM-agentModel,2,12
303,IEM_Health-CovidProject,3,12
303,ILM-EKF,4,12
303,ITWW-county_repro,5,12
303,MOCOS-agent1,6,12
303,RobertWalraven-ESG,7,12
303,epiforecasts-EpiExpert,8,12
303,epiforecasts-EpiNow2,9,12
303,epiforecasts-EpiExpert_Rt,10,12
303,MUNI-ARIMA,11,12
303,Karlen-pypm,12,12
304,EuroCOVIDhub-baseline,1,12
304,ICM-agentModel,2,12
304,IEM_Health-CovidProject,3,12
304,ILM-EKF,4,12
304,ITWW-county_repro,5,12
304,MOCOS-agent1,6,12
304,RobertWalraven-ESG,7,12
304,epiforecasts-EpiExpert,8,12
304,epiforecasts-EpiNow2,9,12
304,epiforecasts-EpiExpert_direct,10,12
304,MUNI-ARIMA,11,12
304,Karlen-pypm,12,12
305,EuroCOVIDhub-baseline,1,12
305,ICM-agentModel,2,12
305,IEM_Health-CovidProject,3,12
305,ILM-EKF,4,12
305,ITWW-county_repro,5,12
305,MOCOS-agent1,6,12
305,RobertWalraven-ESG,7,12
305,epiforecasts-EpiExpert,8,12
305,UMass-MechBayes,9,12
305,epiforecasts-EpiExpert_Rt,10,12
305,epiforecasts-EpiExpert_direct,11,12
305,MUNI-ARIMA,12,12
306,EuroCOVIDhub-baseline,1,12
306,ICM-agentModel,2,12
306,IEM_Health-CovidProject,3,12
306,ILM-EKF,4,12
306,ITWW-county_repro,5,12
306,MOCOS-agent1,6,12
306,RobertWalraven-ESG,7,12
306,epiforecasts-EpiExpert,8,12
306,UMass-MechBayes,9,12
306,epiforecasts-EpiExpert_Rt,10,12
306,epiforecasts-EpiExpert_direct,11,12
306,Karlen-pypm,12,12
307,EuroCOVIDhub-baseline,1,12
307,ICM-agentModel,2,12
307,IEM_Health-CovidProject,3,12
307,ILM-EKF,4,12
307,ITWW-county_repro,5,12
307,MOCOS-agent1,6,12
307,RobertWalraven-ESG,7,12
307,epiforecasts-EpiExpert,8,12
307,UMass-MechBayes,9,12
307,epiforecasts-EpiExpert_Rt,10,12
307,MUNI-ARIMA,11,12
307,Karlen-pypm,12,12
308,EuroCOVIDhub-baseline,1,12
308,ICM-agentModel,2,12
308,IEM_Health-CovidProject,3,12
308,ILM-EKF,4,12
308,ITWW-county_repro,5,12
308,MOCOS-agent1,6,12
308,RobertWalraven-ESG,7,12
308,epiforecasts-EpiExpert,8,12
308,UMass-MechBayes,9,12
308,epiforecasts-EpiExpert_direct,10,12
308,MUNI-ARIMA,11,12
308,Karlen-pypm,12,12
309,EuroCOVIDhub-baseline,1,12
309,ICM-agentModel,2,12
309,IEM_Health-CovidProject,3,12
309,ILM-EKF,4,12
309,ITWW-county_repro,5,12
309,MOCOS-agent1,6,12
309,RobertWalraven-ESG,7,12
309,epiforecasts-EpiExpert,8,12
309,epiforecasts-EpiExpert_Rt,9,12
309,epiforecasts-EpiExpert_direct,10,12
309,MUNI-ARIMA,11,12
309,Karlen-pypm,12,12
310,EuroCOVIDhub-baseline,1,12
310,ICM-agentModel,2,12
310,IEM_Health-CovidProject,3,12
310,ILM-EKF,4,12
310,ITWW-county_repro,5,12
310,MOCOS-agent1,6,12
310,RobertWalraven-ESG,7,12
310,epiforecasts-EpiNow2,8,12
310,UMass-MechBayes,9,12
310,epiforecasts-EpiExpert_Rt,10,12
310,epiforecasts-EpiExpert_direct,11,12
310,MUNI-ARIMA,12,12
311,EuroCOVIDhub-baseline,1,12
311,ICM-agentModel,2,12
311,IEM_Health-CovidProject,3,12
311,ILM-EKF,4,12
311,ITWW-county_repro,5,12
311,MOCOS-agent1,6,12
311,RobertWalraven-ESG,7,12
311,epiforecasts-EpiNow2,8,12
311,UMass-MechBayes,9,12
311,epiforecasts-EpiExpert_Rt,10,12
311,epiforecasts-EpiExpert_direct,11,12
311,Karlen-pypm,12,12
312,EuroCOVIDhub-baseline,1,12
312,ICM-agentModel,2,12
312,IEM_Health-CovidProject,3,12
312,ILM-EKF,4,12
312,ITWW-county_repro,5,12
312,MOCOS-agent1,6,12
312,RobertWalraven-ESG,7,12
312,epiforecasts-EpiNow2,8,12
312,UMass-MechBayes,9,12
312,epiforecasts-EpiExpert_Rt,10,12
312,MUNI-ARIMA,11,12
312,Karlen-pypm,12,12
313,EuroCOVIDhub-baseline,1,12
313,ICM-agentModel,2,12
313,IEM_Health-CovidProject,3,12
313,ILM-EKF,4,12
313,ITWW-county_repro,5,12
313,MOCOS-agent1,6,12
313,RobertWalraven-ESG,7,12
313,epiforecasts-EpiNow2,8,12
313,UMass-MechBayes,9,12
313,epiforecasts-EpiExpert_direct,10,12
313,MUNI-ARIMA,11,12
313,Karlen-pypm,12,12
314,EuroCOVIDhub-baseline,1,12
314,ICM-agentModel,2,12
314,IEM_Health-CovidProject,3,12
314,ILM-EKF,4,12
314,ITWW-county_repro,5,12
314,MOCOS-agent1,6,12
314,RobertWalraven-ESG,7,12
314,epiforecasts-EpiNow2,8,12
314,epiforecasts-EpiExpert_Rt,9,12
314,epiforecasts-EpiExpert_direct,10,12
314,MUNI-ARIMA,11,12
314,Karlen-pypm,12,12
315,EuroCOVIDhub-baseline,1,12
315,ICM-agentModel,2,12
315,IEM_Health-CovidProject,3,12
315,ILM-EKF,4,12
315,ITWW-county_repro,5,12
315,MOCOS-agent1,6,12
315,RobertWalraven-ESG,7,12
315,UMass-MechBayes,8,12
315,epiforecasts-EpiExpert_Rt,9,12
315,epiforecasts-EpiExpert_direct,10,12
315,MUNI-ARIMA,11,12
315,Karlen-pypm,12,12
316,EuroCOVIDhub-baseline,1,12
316,ICM-agentModel,2,12
316,IEM_Health-CovidProject,3,12
316,ILM-EKF,4,12
316,ITWW-county_repro,5,12
316,MOCOS-agent1,6,12
316,epiforecasts-EpiExpert,7,12
316,epiforecasts-EpiNow2,8,12
316,UMass-MechBayes,9,12
316,epiforecasts-EpiExpert_Rt,10,12
316,epiforecasts-EpiExpert_direct,11,12
316,MUNI-ARIMA,12,12
317,EuroCOVIDhub-baseline,1,12
317,ICM-agentModel,2,12
317,IEM_Health-CovidProject,3,12
317,ILM-EKF,4,12
317,ITWW-county_repro,5,12
317,MOCOS-agent1,6,12
317,epiforecasts-EpiExpert,7,12
317,epiforecasts-EpiNow2,8,12
317,UMass-MechBayes,9,12
317,epiforecasts-EpiExpert_Rt,10,12
317,epiforecasts-EpiExpert_direct,11,12
317,Karlen-pypm,12,12
318,EuroCOVIDhub-baseline,1,12
318,ICM-agentModel,2,12
318,IEM_Health-CovidProject,3,12
318,ILM-EKF,4,12
318,ITWW-county_repro,5,12
318,MOCOS-agent1,6,12
318,epiforecasts-EpiExpert,7,12
318,epiforecasts-EpiNow2,8,12
318,UMass-MechBayes,9,12
318,epiforecasts-EpiExpert_Rt,10,12
318,MUNI-ARIMA,11,12
318,Karlen-pypm,12,12
