ensid,model,modelid,k
192,ITWW-county_repro,5,12
192,MIMUW-StochSEIR,6,12
192,RobertWalraven-ESG,7,12
192,epiforecasts-EpiExpert,8,12
192,epiforecasts-EpiNow2,9,12
192,epiforecasts-EpiExpert_direct,10,12
192,MUNI-ARIMA,11,12
192,Karlen-pypm,12,12
193,EuroCOVIDhub-baseline,1,12
193,ICM-agentModel,2,12
193,IEM_Health-CovidProject,3,12
193,ILM-EKF,4,12
193,ITWW-county_repro,5,12
193,MIMUW-StochSEIR,6,12
193,RobertWalraven-ESG,7,12
193,epiforecasts-EpiExpert,8,12
193,UMass-MechBayes,9,12
193,epiforecasts-EpiExpert_Rt,10,12
193,epiforecasts-EpiExpert_direct,11,12
193,MUNI-ARIMA,12,12
194,EuroCOVIDhub-baseline,1,12
194,ICM-agentModel,2,12
194,IEM_Health-CovidProject,3,12
194,ILM-EKF,4,12
194,ITWW-county_repro,5,12
194,MIMUW-StochSEIR,6,12
194,RobertWalraven-ESG,7,12
194,epiforecasts-EpiExpert,8,12
194,UMass-MechBayes,9,12
194,epiforecasts-EpiExpert_Rt,10,12
194,epiforecasts-EpiExpert_direct,11,12
194,Karlen-pypm,12,12
195,EuroCOVIDhub-baseline,1,12
195,ICM-agentModel,2,12
195,IEM_Health-CovidProject,3,12
195,ILM-EKF,4,12
195,ITWW-county_repro,5,12
195,MIMUW-StochSEIR,6,12
195,RobertWalraven-ESG,7,12
195,epiforecasts-EpiExpert,8,12
195,UMass-MechBayes,9,12
195,epiforecasts-EpiExpert_Rt,10,12
195,MUNI-ARIMA,11,12
195,Karlen-pypm,12,12
196,EuroCOVIDhub-baseline,1,12
196,ICM-agentModel,2,12
196,IEM_Health-CovidProject,3,12
196,ILM-EKF,4,12
196,ITWW-county_repro,5,12
196,MIMUW-StochSEIR,6,12
196,RobertWalraven-ESG,7,12
196,epiforecasts-EpiExpert,8,12
196,UMass-MechBayes,9,12
196,epiforecasts-EpiExpert_direct,10,12
196,MUNI-ARIMA,11,12
196,Karlen-pypm,12,12
197,EuroCOVIDhub-baseline,1,12
197,ICM-agentModel,2,12
197,IEM_Health-CovidProject,3,12
197,ILM-EKF,4,12
197,ITWW-county_repro,5,12
197,MIMUW-StochSEIR,6,12
197,RobertWalraven-ESG,7,12
197,epiforecasts-EpiExpert,8,12
197,epiforecasts-EpiExpert_Rt,9,12
197,epiforecasts-EpiExpert_direct,10,12
197,MUNI-ARIMA,11,12
197,Karlen-pypm,12,12
198,EuroCOVIDhub-baseline,1,12
198,ICM-agentModel,2,12
198,IEM_Health-CovidProject,3,12
198,ILM-EKF,4,12
198,ITWW-county_repro,5,12
198,MIMUW-StochSEIR,6,12
198,RobertWalraven-ESG,7,12
198,epiforecasts-EpiNow2,8,12
198,UMass-MechBayes,9,12
198,epiforecasts-EpiExpert_Rt,10,12
198,epiforecasts-EpiExpert_direct,11,12
198,MUNI-ARIMA,12,12
199,EuroCOVIDhub-baseline,1,12
199,ICM-agentModel,2,12
199,IEM_Health-CovidProject,3,12
199,ILM-EKF,4,12
199,ITWW-county_repro,5,12
199,MIMUW-StochSEIR,6,12
199,RobertWalraven-ESG,7,12
199,epiforecasts-EpiNow2,8,12
199,UMass-MechBayes,9,12
199,epiforecasts-EpiExpert_Rt,10,12
199,epiforecasts-EpiExpert_direct,11,12
199,Karlen-pypm,12,12
200,EuroCOVIDhub-baseline,1,12
200,ICM-agentModel,2,12
200,IEM_Health-CovidProject,3,12
200,ILM-EKF,4,12
200,ITWW-county_repro,5,12
200,MIMUW-StochSEIR,6,12
200,RobertWalraven-ESG,7,12
200,epiforecasts-EpiNow2,8,12
200,UMass-MechBayes,9,12
200,epiforecasts-EpiExpert_Rt,10,12
200,MUNI-ARIMA,11,12
200,Karlen-pypm,12,12
201,EuroCOVIDhub-baseline,1,12
201,ICM-agentModel,2,12
201,IEM_Health-CovidProject,3,12
201,ILM-EKF,4,12
201,ITWW-county_repro,5,12
201,MIMUW-StochSEIR,6,12
201,RobertWalraven-ESG,7,12
201,epiforecasts-EpiNow2,8,12
201,UMass-MechBayes,9,12
201,epiforecasts-EpiExpert_direct,10,12
201,MUNI-ARIMA,11,12
201,Karlen-pypm,12,12
202,EuroCOVIDhub-baseline,1,12
202,ICM-agentModel,2,12
202,IEM_Health-CovidProject,3,12
202,ILM-EKF,4,12
202,ITWW-county_repro,5,12
202,MIMUW-StochSEIR,6,12
202,RobertWalraven-ESG,7,12
202,epiforecasts-EpiNow2,8,12
202,epiforecasts-EpiExpert_Rt,9,12
202,epiforecasts-EpiExpert_direct,10,12
202,MUNI-ARIMA,11,12
202,Karlen-pypm,12,12
203,EuroCOVIDhub-baseline,1,12
203,ICM-agentModel,2,12
203,IEM_Health-CovidProject,3,12
203,ILM-EKF,4,12
203,ITWW-county_repro,5,12
203,MIMUW-StochSEIR,6,12
203,RobertWalraven-ESG,7,12
203,UMass-MechBayes,8,12
203,epiforecasts-EpiExpert_Rt,9,12
203,epiforecasts-EpiExpert_direct,10,12
203,MUNI-ARIMA,11,12
203,Karlen-pypm,12,12
204,EuroCOVIDhub-baseline,1,12
204,ICM-agentModel,2,12
204,IEM_Health-CovidProject,3,12
204,ILM-EKF,4,12
204,ITWW-county_repro,5,12
204,MIMUW-StochSEIR,6,12
204,epiforecasts-EpiExpert,7,12
204,epiforecasts-EpiNow2,8,12
204,UMass-MechBayes,9,12
204,epiforecasts-EpiExpert_Rt,10,12
204,epiforecasts-EpiExpert_direct,11,12
204,MUNI-ARIMA,12,12
205,EuroCOVIDhub-baseline,1,12
205,ICM-agentModel,2,12
205,IEM_Health-CovidProject,3,12
205,ILM-EKF,4,12
205,ITWW-county_repro,5,12
205,MIMUW-StochSEIR,6,12
205,epiforecasts-EpiExpert,7,12
205,epiforecasts-EpiNow2,8,12
205,UMass-MechBayes,9,12
205,epiforecasts-EpiExpert_Rt,10,12
205,epiforecasts-EpiExpert_direct,11,12
205,Karlen-pypm,12,12
206,EuroCOVIDhub-baseline,1,12
206,ICM-agentModel,2,12
206,IEM_Health-CovidProject,3,12
206,ILM-EKF,4,12
206,ITWW-county_repro,5,12
206,MIMUW-StochSEIR,6,12
206,epiforecasts-EpiExpert,7,12
206,epiforecasts-EpiNow2,8,12
206,UMass-MechBayes,9,12
206,epiforecasts-EpiExpert_Rt,10,12
206,MUNI-ARIMA,11,12
206,Karlen-pypm,12,12
207,EuroCOVIDhub-baseline,1,12
207,ICM-agentModel,2,12
207,IEM_Health-CovidProject,3,12
207,ILM-EKF,4,12
207,ITWW-county_repro,5,12
207,MIMUW-StochSEIR,6,12
207,epiforecasts-EpiExpert,7,12
207,epiforecasts-EpiNow2,8,12
207,UMass-MechBayes,9,12
207,epiforecasts-EpiExpert_direct,10,12
207,MUNI-ARIMA,11,12
207,Karlen-pypm,12,12
208,EuroCOVIDhub-baseline,1,12
208,ICM-agentModel,2,12
208,IEM_Health-CovidProject,3,12
208,ILM-EKF,4,12
208,ITWW-county_repro,5,12
208,MIMUW-StochSEIR,6,12
208,epiforecasts-EpiExpert,7,12
208,epiforecasts-EpiNow2,8,12
208,epiforecasts-EpiExpert_Rt,9,12
208,epiforecasts-EpiExpert_direct,10,12
208,MUNI-ARIMA,11,12
208,Karlen-pypm,12,12
209,EuroCOVIDhub-baseline,1,12
209,ICM-agentModel,2,12
209,IEM_Health-CovidProject,3,12
209,ILM-EKF,4,12
209,ITWW-county_repro,5,12
209,MIMUW-StochSEIR,6,12
209,epiforecasts-EpiExpert,7,12
209,UMass-MechBayes,8,12
209,epiforecasts-EpiExpert_Rt,9,12
209,epiforecasts-EpiExpert_direct,10,12
209,MUNI-ARIMA,11,12
209,Karlen-pypm,12,12
210,EuroCOVIDhub-baseline,1,12
210,ICM-agentModel,2,12
210,IEM_Health-CovidProject,3,12
210,ILM-EKF,4,12
210,ITWW-county_repro,5,12
210,MIMUW-StochSEIR,6,12
210,epiforecasts-EpiNow2,7,12
210,UMass-MechBayes,8,12
210,epiforecasts-EpiExpert_Rt,9,12
210,epiforecasts-EpiExpert_direct,10,12
210,MUNI-ARIMA,11,12
210,Karlen-pypm,12,12
211,EuroCOVIDhub-baseline,1,12
211,ICM-agentModel,2,12
211,IEM_Health-CovidProject,3,12
211,ILM-EKF,4,12
211,ITWW-county_repro,5,12
211,MIT_CovidAnalytics-DELPHI,6,12
211,MOCOS-agent1,7,12
211,RobertWalraven-ESG,8,12
211,epiforecasts-EpiExpert,9,12
211,epiforecasts-EpiNow2,10,12
211,UMass-MechBayes,11,12
211,epiforecasts-EpiExpert_Rt,12,12
212,EuroCOVIDhub-baseline,1,12
212,ICM-agentModel,2,12
212,IEM_Health-CovidProject,3,12
212,ILM-EKF,4,12
212,ITWW-county_repro,5,12
212,MIT_CovidAnalytics-DELPHI,6,12
212,MOCOS-agent1,7,12
212,RobertWalraven-ESG,8,12
212,epiforecasts-EpiExpert,9,12
212,epiforecasts-EpiNow2,10,12
212,UMass-MechBayes,11,12
212,epiforecasts-EpiExpert_direct,12,12
213,EuroCOVIDhub-baseline,1,12
213,ICM-agentModel,2,12
213,IEM_Health-CovidProject,3,12
213,ILM-EKF,4,12
213,ITWW-county_repro,5,12
213,MIT_CovidAnalytics-DELPHI,6,12
213,MOCOS-agent1,7,12
213,RobertWalraven-ESG,8,12
213,epiforecasts-EpiExpert,9,12
213,epiforecasts-EpiNow2,10,12
213,UMass-MechBayes,11,12
213,MUNI-ARIMA,12,12
214,EuroCOVIDhub-baseline,1,12
214,ICM-agentModel,2,12
214,IEM_Health-CovidProject,3,12
214,ILM-EKF,4,12
214,ITWW-county_repro,5,12
214,MIT_CovidAnalytics-DELPHI,6,12
214,MOCOS-agent1,7,12
214,RobertWalraven-ESG,8,12
214,epiforecasts-EpiExpert,9,12
214,epiforecasts-EpiNow2,10,12
214,UMass-MechBayes,11,12
214,Karlen-pypm,12,12
215,EuroCOVIDhub-baseline,1,12
215,ICM-agentModel,2,12
215,IEM_Health-CovidProject,3,12
215,ILM-EKF,4,12
215,ITWW-county_repro,5,12
215,MIT_CovidAnalytics-DELPHI,6,12
215,MOCOS-agent1,7,12
215,RobertWalraven-ESG,8,12
215,epiforecasts-EpiExpert,9,12
215,epiforecasts-EpiNow2,10,12
215,epiforecasts-EpiExpert_Rt,11,12
215,epiforecasts-EpiExpert_direct,12,12
216,EuroCOVIDhub-baseline,1,12
216,ICM-agentModel,2,12
216,IEM_Health-CovidProject,3,12
216,ILM-EKF,4,12
216,ITWW-county_repro,5,12
216,MIT_CovidAnalytics-DELPHI,6,12
216,MOCOS-agent1,7,12
216,RobertWalraven-ESG,8,12
216,epiforecasts-EpiExpert,9,12
216,epiforecasts-EpiNow2,10,12
216,epiforecasts-EpiExpert_Rt,11,12
216,MUNI-ARIMA,12,12
217,EuroCOVIDhub-baseline,1,12
217,ICM-agentModel,2,12
217,IEM_Health-CovidProject,3,12
217,ILM-EKF,4,12
217,ITWW-county_repro,5,12
217,MIT_CovidAnalytics-DELPHI,6,12
217,MOCOS-agent1,7,12
217,RobertWalraven-ESG,8,12
217,epiforecasts-EpiExpert,9,12
217,epiforecasts-EpiNow2,10,12
217,epiforecasts-EpiExpert_Rt,11,12
217,Karlen-pypm,12,12
218,EuroCOVIDhub-baseline,1,12
218,ICM-agentModel,2,12
218,IEM_Health-CovidProject,3,12
218,ILM-EKF,4,12
218,ITWW-county_repro,5,12
218,MIT_CovidAnalytics-DELPHI,6,12
218,MOCOS-agent1,7,12
218,RobertWalraven-ESG,8,12
218,epiforecasts-EpiExpert,9,12
218,epiforecasts-EpiNow2,10,12
218,epiforecasts-EpiExpert_direct,11,12
218,MUNI-ARIMA,12,12
219,EuroCOVIDhub-baseline,1,12
219,ICM-agentModel,2,12
219,IEM_Health-CovidProject,3,12
219,ILM-EKF,4,12
219,ITWW-county_repro,5,12
219,MIT_CovidAnalytics-DELPHI,6,12
219,MOCOS-agent1,7,12
219,RobertWalraven-ESG,8,12
219,epiforecasts-EpiExpert,9,12
219,epiforecasts-EpiNow2,10,12
219,epiforecasts-EpiExpert_direct,11,12
219,Karlen-pypm,12,12
220,EuroCOVIDhub-baseline,1,12
220,ICM-agentModel,2,12
220,IEM_Health-CovidProject,3,12
220,ILM-EKF,4,12
220,ITWW-county_repro,5,12
220,MIT_CovidAnalytics-DELPHI,6,12
220,MOCOS-agent1,7,12
220,RobertWalraven-ESG,8,12
220,epiforecasts-EpiExpert,9,12
220,epiforecasts-EpiNow2,10,12
220,MUNI-ARIMA,11,12
220,Karlen-pypm,12,12
221,EuroCOVIDhub-baseline,1,12
221,ICM-agentModel,2,12
221,IEM_Health-CovidProject,3,12
221,ILM-EKF,4,12
221,ITWW-county_repro,5,12
221,MIT_CovidAnalytics-DELPHI,6,12
221,MOCOS-agent1,7,12
221,RobertWalraven-ESG,8,12
221,epiforecasts-EpiExpert,9,12
221,UMass-MechBayes,10,12
221,epiforecasts-EpiExpert_Rt,11,12
221,epiforecasts-EpiExpert_direct,12,12
222,EuroCOVIDhub-baseline,1,12
222,ICM-agentModel,2,12
222,IEM_Health-CovidProject,3,12
222,ILM-EKF,4,12
222,ITWW-county_repro,5,12
222,MIT_CovidAnalytics-DELPHI,6,12
222,MOCOS-agent1,7,12
222,RobertWalraven-ESG,8,12
222,epiforecasts-EpiExpert,9,12
222,UMass-MechBayes,10,12
222,epiforecasts-EpiExpert_Rt,11,12
222,MUNI-ARIMA,12,12
223,EuroCOVIDhub-baseline,1,12
223,ICM-agentModel,2,12
223,IEM_Health-CovidProject,3,12
223,ILM-EKF,4,12
223,ITWW-county_repro,5,12
223,MIT_CovidAnalytics-DELPHI,6,12
223,MOCOS-agent1,7,12
223,RobertWalraven-ESG,8,12
223,epiforecasts-EpiExpert,9,12
223,UMass-MechBayes,10,12
223,epiforecasts-EpiExpert_Rt,11,12
223,Karlen-pypm,12,12
224,EuroCOVIDhub-baseline,1,12
224,ICM-agentModel,2,12
224,IEM_Health-CovidProject,3,12
224,ILM-EKF,4,12
224,ITWW-county_repro,5,12
224,MIT_CovidAnalytics-DELPHI,6,12
224,MOCOS-agent1,7,12
224,RobertWalraven-ESG,8,12
224,epiforecasts-EpiExpert,9,12
224,UMass-MechBayes,10,12
224,epiforecasts-EpiExpert_direct,11,12
224,MUNI-ARIMA,12,12
225,EuroCOVIDhub-baseline,1,12
225,ICM-agentModel,2,12
225,IEM_Health-CovidProject,3,12
225,ILM-EKF,4,12
225,ITWW-county_repro,5,12
225,MIT_CovidAnalytics-DELPHI,6,12
225,MOCOS-agent1,7,12
225,RobertWalraven-ESG,8,12
225,epiforecasts-EpiExpert,9,12
225,UMass-MechBayes,10,12
225,epiforecasts-EpiExpert_direct,11,12
225,Karlen-pypm,12,12
226,EuroCOVIDhub-baseline,1,12
226,ICM-agentModel,2,12
226,IEM_Health-CovidProject,3,12
226,ILM-EKF,4,12
226,ITWW-county_repro,5,12
226,MIT_CovidAnalytics-DELPHI,6,12
226,MOCOS-agent1,7,12
226,RobertWalraven-ESG,8,12
226,epiforecasts-EpiExpert,9,12
226,UMass-MechBayes,10,12
226,MUNI-ARIMA,11,12
226,Karlen-pypm,12,12
227,EuroCOVIDhub-baseline,1,12
227,ICM-agentModel,2,12
227,IEM_Health-CovidProject,3,12
227,ILM-EKF,4,12
227,ITWW-county_repro,5,12
227,MIT_CovidAnalytics-DELPHI,6,12
227,MOCOS-agent1,7,12
227,RobertWalraven-ESG,8,12
227,epiforecasts-EpiExpert,9,12
227,epiforecasts-EpiExpert_Rt,10,12
227,epiforecasts-EpiExpert_direct,11,12
227,MUNI-ARIMA,12,12
228,EuroCOVIDhub-baseline,1,12
228,ICM-agentModel,2,12
228,IEM_Health-CovidProject,3,12
228,ILM-EKF,4,12
228,ITWW-county_repro,5,12
228,MIT_CovidAnalytics-DELPHI,6,12
228,MOCOS-agent1,7,12
228,RobertWalraven-ESG,8,12
228,epiforecasts-EpiExpert,9,12
228,epiforecasts-EpiExpert_Rt,10,12
228,epiforecasts-EpiExpert_direct,11,12
228,Karlen-pypm,12,12
229,EuroCOVIDhub-baseline,1,12
229,ICM-agentModel,2,12
229,IEM_Health-CovidProject,3,12
229,ILM-EKF,4,12
229,ITWW-county_repro,5,12
229,MIT_CovidAnalytics-DELPHI,6,12
229,MOCOS-agent1,7,12
229,RobertWalraven-ESG,8,12
229,epiforecasts-EpiExpert,9,12
229,epiforecasts-EpiExpert_Rt,10,12
229,MUNI-ARIMA,11,12
229,Karlen-pypm,12,12
230,EuroCOVIDhub-baseline,1,12
230,ICM-agentModel,2,12
230,IEM_Health-CovidProject,3,12
230,ILM-EKF,4,12
230,ITWW-county_repro,5,12
230,MIT_CovidAnalytics-DELPHI,6,12
230,MOCOS-agent1,7,12
230,RobertWalraven-ESG,8,12
230,epiforecasts-EpiExpert,9,12
230,epiforecasts-EpiExpert_direct,10,12
230,MUNI-ARIMA,11,12
230,Karlen-pypm,12,12
231,EuroCOVIDhub-baseline,1,12
231,ICM-agentModel,2,12
231,IEM_Health-CovidProject,3,12
231,ILM-EKF,4,12
231,ITWW-county_repro,5,12
231,MIT_CovidAnalytics-DELPHI,6,12
231,MOCOS-agent1,7,12
231,RobertWalraven-ESG,8,12
231,epiforecasts-EpiNow2,9,12
231,UMass-MechBayes,10,12
231,epiforecasts-EpiExpert_Rt,11,12
231,epiforecasts-EpiExpert_direct,12,12
232,EuroCOVIDhub-baseline,1,12
232,ICM-agentModel,2,12
232,IEM_Health-CovidProject,3,12
232,ILM-EKF,4,12
232,ITWW-county_repro,5,12
232,MIT_CovidAnalytics-DELPHI,6,12
232,MOCOS-agent1,7,12
232,RobertWalraven-ESG,8,12
232,epiforecasts-EpiNow2,9,12
232,UMass-MechBayes,10,12
232,epiforecasts-EpiExpert_Rt,11,12
232,MUNI-ARIMA,12,12
233,EuroCOVIDhub-baseline,1,12
233,ICM-agentModel,2,12
233,IEM_Health-CovidProject,3,12
233,ILM-EKF,4,12
233,ITWW-county_repro,5,12
233,MIT_CovidAnalytics-DELPHI,6,12
233,MOCOS-agent1,7,12
233,RobertWalraven-ESG,8,12
233,epiforecasts-EpiNow2,9,12
233,UMass-MechBayes,10,12
233,epiforecasts-EpiExpert_Rt,11,12
233,Karlen-pypm,12,12
234,EuroCOVIDhub-baseline,1,12
234,ICM-agentModel,2,12
234,IEM_Health-CovidProject,3,12
234,ILM-EKF,4,12
234,ITWW-county_repro,5,12
234,MIT_CovidAnalytics-DELPHI,6,12
234,MOCOS-agent1,7,12
234,RobertWalraven-ESG,8,12
234,epiforecasts-EpiNow2,9,12
234,UMass-MechBayes,10,12
234,epiforecasts-EpiExpert_direct,11,12
234,MUNI-ARIMA,12,12
235,EuroCOVIDhub-baseline,1,12
235,ICM-agentModel,2,12
235,IEM_Health-CovidProject,3,12
235,ILM-EKF,4,12
235,ITWW-county_repro,5,12
235,MIT_CovidAnalytics-DELPHI,6,12
235,MOCOS-agent1,7,12
235,RobertWalraven-ESG,8,12
235,epiforecasts-EpiNow2,9,12
235,UMass-MechBayes,10,12
235,epiforecasts-EpiExpert_direct,11,12
235,Karlen-pypm,12,12
236,EuroCOVIDhub-baseline,1,12
236,ICM-agentModel,2,12
236,IEM_Health-CovidProject,3,12
236,ILM-EKF,4,12
236,ITWW-county_repro,5,12
236,MIT_CovidAnalytics-DELPHI,6,12
236,MOCOS-agent1,7,12
236,RobertWalraven-ESG,8,12
236,epiforecasts-EpiNow2,9,12
236,UMass-MechBayes,10,12
236,MUNI-ARIMA,11,12
236,Karlen-pypm,12,12
237,EuroCOVIDhub-baseline,1,12
237,ICM-agentModel,2,12
237,IEM_Health-CovidProject,3,12
237,ILM-EKF,4,12
237,ITWW-county_repro,5,12
237,MIT_CovidAnalytics-DELPHI,6,12
237,MOCOS-agent1,7,12
237,RobertWalraven-ESG,8,12
237,epiforecasts-EpiNow2,9,12
237,epiforecasts-EpiExpert_Rt,10,12
237,epiforecasts-EpiExpert_direct,11,12
237,MUNI-ARIMA,12,12
238,EuroCOVIDhub-baseline,1,12
238,ICM-agentModel,2,12
238,IEM_Health-CovidProject,3,12
238,ILM-EKF,4,12
238,ITWW-county_repro,5,12
238,MIT_CovidAnalytics-DELPHI,6,12
238,MOCOS-agent1,7,12
238,RobertWalraven-ESG,8,12
238,epiforecasts-EpiNow2,9,12
238,epiforecasts-EpiExpert_Rt,10,12
238,epiforecasts-EpiExpert_direct,11,12
238,Karlen-pypm,12,12
239,EuroCOVIDhub-baseline,1,12
239,ICM-agentModel,2,12
239,IEM_Health-CovidProject,3,12
239,ILM-EKF,4,12
239,ITWW-county_repro,5,12
239,MIT_CovidAnalytics-DELPHI,6,12
239,MOCOS-agent1,7,12
239,RobertWalraven-ESG,8,12
239,epiforecasts-EpiNow2,9,12
239,epiforecasts-EpiExpert_Rt,10,12
239,MUNI-ARIMA,11,12
239,Karlen-pypm,12,12
240,EuroCOVIDhub-baseline,1,12
240,ICM-agentModel,2,12
240,IEM_Health-CovidProject,3,12
240,ILM-EKF,4,12
240,ITWW-county_repro,5,12
240,MIT_CovidAnalytics-DELPHI,6,12
240,MOCOS-agent1,7,12
240,RobertWalraven-ESG,8,12
240,epiforecasts-EpiNow2,9,12
240,epiforecasts-EpiExpert_direct,10,12
240,MUNI-ARIMA,11,12
240,Karlen-pypm,12,12
241,EuroCOVIDhub-baseline,1,12
241,ICM-agentModel,2,12
241,IEM_Health-CovidProject,3,12
241,ILM-EKF,4,12
241,ITWW-county_repro,5,12
241,MIT_CovidAnalytics-DELPHI,6,12
241,MOCOS-agent1,7,12
241,RobertWalraven-ESG,8,12
241,UMass-MechBayes,9,12
241,epiforecasts-EpiExpert_Rt,10,12
241,epiforecasts-EpiExpert_direct,11,12
241,MUNI-ARIMA,12,12
242,EuroCOVIDhub-baseline,1,12
242,ICM-agentModel,2,12
242,IEM_Health-CovidProject,3,12
242,ILM-EKF,4,12
242,ITWW-county_repro,5,12
242,MIT_CovidAnalytics-DELPHI,6,12
242,MOCOS-agent1,7,12
242,RobertWalraven-ESG,8,12
242,UMass-MechBayes,9,12
242,epiforecasts-EpiExpert_Rt,10,12
242,epiforecasts-EpiExpert_direct,11,12
242,Karlen-pypm,12,12
243,EuroCOVIDhub-baseline,1,12
243,ICM-agentModel,2,12
243,IEM_Health-CovidProject,3,12
243,ILM-EKF,4,12
243,ITWW-county_repro,5,12
243,MIT_CovidAnalytics-DELPHI,6,12
243,MOCOS-agent1,7,12
243,RobertWalraven-ESG,8,12
243,UMass-MechBayes,9,12
243,epiforecasts-EpiExpert_Rt,10,12
243,MUNI-ARIMA,11,12
243,Karlen-pypm,12,12
244,EuroCOVIDhub-baseline,1,12
244,ICM-agentModel,2,12
244,IEM_Health-CovidProject,3,12
244,ILM-EKF,4,12
244,ITWW-county_repro,5,12
244,MIT_CovidAnalytics-DELPHI,6,12
244,MOCOS-agent1,7,12
244,RobertWalraven-ESG,8,12
244,UMass-MechBayes,9,12
244,epiforecasts-EpiExpert_direct,10,12
244,MUNI-ARIMA,11,12
244,Karlen-pypm,12,12
245,EuroCOVIDhub-baseline,1,12
245,ICM-agentModel,2,12
245,IEM_Health-CovidProject,3,12
245,ILM-EKF,4,12
245,ITWW-county_repro,5,12
245,MIT_CovidAnalytics-DELPHI,6,12
245,MOCOS-agent1,7,12
245,RobertWalraven-ESG,8,12
245,epiforecasts-EpiExpert_Rt,9,12
245,epiforecasts-EpiExpert_direct,10,12
245,MUNI-ARIMA,11,12
245,Karlen-pypm,12,12
246,EuroCOVIDhub-baseline,1,12
246,ICM-agentModel,2,12
246,IEM_Health-CovidProject,3,12
246,ILM-EKF,4,12
246,ITWW-county_repro,5,12
246,MIT_CovidAnalytics-DELPHI,6,12
246,MOCOS-agent1,7,12
246,epiforecasts-EpiExpert,8,12
246,epiforecasts-EpiNow2,9,12
246,UMass-MechBayes,10,12
246,epiforecasts-EpiExpert_Rt,11,12
246,epiforecasts-EpiExpert_direct,12,12
247,EuroCOVIDhub-baseline,1,12
247,ICM-agentModel,2,12
247,IEM_Health-CovidProject,3,12
247,ILM-EKF,4,12
247,ITWW-county_repro,5,12
247,MIT_CovidAnalytics-DELPHI,6,12
247,MOCOS-agent1,7,12
247,epiforecasts-EpiExpert,8,12
247,epiforecasts-EpiNow2,9,12
247,UMass-MechBayes,10,12
247,epiforecasts-EpiExpert_Rt,11,12
247,MUNI-ARIMA,12,12
248,EuroCOVIDhub-baseline,1,12
248,ICM-agentModel,2,12
248,IEM_Health-CovidProject,3,12
248,ILM-EKF,4,12
248,ITWW-county_repro,5,12
248,MIT_CovidAnalytics-DELPHI,6,12
248,MOCOS-agent1,7,12
248,epiforecasts-EpiExpert,8,12
248,epiforecasts-EpiNow2,9,12
248,UMass-MechBayes,10,12
248,epiforecasts-EpiExpert_Rt,11,12
248,Karlen-pypm,12,12
249,EuroCOVIDhub-baseline,1,12
249,ICM-agentModel,2,12
249,IEM_Health-CovidProject,3,12
249,ILM-EKF,4,12
249,ITWW-county_repro,5,12
249,MIT_CovidAnalytics-DELPHI,6,12
249,MOCOS-agent1,7,12
249,epiforecasts-EpiExpert,8,12
249,epiforecasts-EpiNow2,9,12
249,UMass-MechBayes,10,12
249,epiforecasts-EpiExpert_direct,11,12
249,MUNI-ARIMA,12,12
250,EuroCOVIDhub-baseline,1,12
250,ICM-agentModel,2,12
250,IEM_Health-CovidProject,3,12
250,ILM-EKF,4,12
250,ITWW-county_repro,5,12
250,MIT_CovidAnalytics-DELPHI,6,12
250,MOCOS-agent1,7,12
250,epiforecasts-EpiExpert,8,12
250,epiforecasts-EpiNow2,9,12
250,UMass-MechBayes,10,12
250,epiforecasts-EpiExpert_direct,11,12
250,Karlen-pypm,12,12
251,EuroCOVIDhub-baseline,1,12
251,ICM-agentModel,2,12
251,IEM_Health-CovidProject,3,12
251,ILM-EKF,4,12
251,ITWW-county_repro,5,12
251,MIT_CovidAnalytics-DELPHI,6,12
251,MOCOS-agent1,7,12
251,epiforecasts-EpiExpert,8,12
251,epiforecasts-EpiNow2,9,12
251,UMass-MechBayes,10,12
251,MUNI-ARIMA,11,12
251,Karlen-pypm,12,12
252,EuroCOVIDhub-baseline,1,12
252,ICM-agentModel,2,12
252,IEM_Health-CovidProject,3,12
252,ILM-EKF,4,12
252,ITWW-county_repro,5,12
252,MIT_CovidAnalytics-DELPHI,6,12
252,MOCOS-agent1,7,12
252,epiforecasts-EpiExpert,8,12
252,epiforecasts-EpiNow2,9,12
252,epiforecasts-EpiExpert_Rt,10,12
252,epiforecasts-EpiExpert_direct,11,12
252,MUNI-ARIMA,12,12
253,EuroCOVIDhub-baseline,1,12
253,ICM-agentModel,2,12
253,IEM_Health-CovidProject,3,12
253,ILM-EKF,4,12
253,ITWW-county_repro,5,12
253,MIT_CovidAnalytics-DELPHI,6,12
253,MOCOS-agent1,7,12
253,epiforecasts-EpiExpert,8,12
253,epiforecasts-EpiNow2,9,12
253,epiforecasts-EpiExpert_Rt,10,12
253,epiforecasts-EpiExpert_direct,11,12
253,Karlen-pypm,12,12
254,EuroCOVIDhub-baseline,1,12
254,ICM-agentModel,2,12
254,IEM_Health-CovidProject,3,12
254,ILM-EKF,4,12
254,ITWW-county_repro,5,12
254,MIT_CovidAnalytics-DELPHI,6,12
254,MOCOS-agent1,7,12
254,epiforecasts-EpiExpert,8,12
254,epiforecasts-EpiNow2,9,12
254,epiforecasts-EpiExpert_Rt,10,12
254,MUNI-ARIMA,11,12
254,Karlen-pypm,12,12
255,EuroCOVIDhub-baseline,1,12
255,ICM-agentModel,2,12
255,IEM_Health-CovidProject,3,12
255,ILM-EKF,4,12
255,ITWW-county_repro,5,12
255,MIT_CovidAnalytics-DELPHI,6,12
255,MOCOS-agent1,7,12
255,epiforecasts-EpiExpert,8,12
