ensid,model,modelid,k
3,EuroCOVIDhub-baseline,1,7
3,IEM_Health-CovidProject,2,7
3,ILM-EKF,3,7
3,MUNI_DMS-SEIAR,4,7
3,RobertWalraven-ESG,5,7
3,UMass-MechBayes,6,7
3,MUNI-ARIMA,7,7
