model,location,target_type,weights,forecast_date,nmod
RobertWalraven-ESG,GB,Cases,0.255068469622261,2022-02-28,3
RobertWalraven-ESG,GB,Deaths,0.432806132475554,2022-02-28,3
RobertWalraven-ESG,PL,Deaths,0.503947347951672,2022-02-28,3
epiforecasts-EpiNow2,CZ,Cases,0.274192378503606,2022-02-28,3
epiforecasts-EpiNow2,FR,Cases,0.518042147135854,2022-02-28,3
epiforecasts-EpiNow2,FR,Deaths,0.309584520848104,2022-02-28,3
epiforecasts-EpiNow2,GB,Cases,0.28310097884094,2022-02-28,3
epiforecasts-EpiNow2,PL,Cases,0.30929464814358,2022-02-28,3
epiforecasts-weeklygrowth,FR,Cases,0.242592928959952,2022-02-28,3
itwm-dSEIR,DE,Cases,0.221896202270575,2022-02-28,3
FIAS_FZJ-Epi1Ger,DE,Deaths,0.303248878718336,2022-03-07,3
HZI-AgeExtendedSEIR,DE,Cases,0.444099123933053,2022-03-07,3
HZI-AgeExtendedSEIR,DE,Deaths,0.351066105389283,2022-03-07,3
IEM_Health-CovidProject,CZ,Deaths,0.249782569425052,2022-03-07,3
IEM_Health-CovidProject,DE,Cases,0.23487145145164,2022-03-07,3
IEM_Health-CovidProject,FR,Cases,0.257552043975741,2022-03-07,3
IEM_Health-CovidProject,FR,Deaths,0.206870555993268,2022-03-07,3
IEM_Health-CovidProject,GB,Cases,0.575034305100946,2022-03-07,3
IEM_Health-CovidProject,GB,Deaths,0.524726614923265,2022-03-07,3
ILM-EKF,CZ,Cases,0.306487642207699,2022-03-07,3
ILM-EKF,CZ,Deaths,0.263376695791989,2022-03-07,3
ILM-EKF,FR,Cases,0.482995327432929,2022-03-07,3
MIT_CovidAnalytics-DELPHI,PL,Deaths,0.188338163816598,2022-03-07,3
MOCOS-agent1,PL,Cases,0.325094570375833,2022-03-07,3
MOCOS-agent1,PL,Deaths,0.562839326896753,2022-03-07,3
MUNI_DMS-SEIAR,CZ,Cases,0.443229418104324,2022-03-07,3
PL_GRedlarski-DistrictsSum,PL,Cases,0.416955508804949,2022-03-07,3
RobertWalraven-ESG,CZ,Deaths,0.486840734782959,2022-03-07,3
RobertWalraven-ESG,DE,Cases,0.321029424615307,2022-03-07,3
RobertWalraven-ESG,DE,Deaths,0.345685015892381,2022-03-07,3
RobertWalraven-ESG,FR,Deaths,0.353254888735731,2022-03-07,3
RobertWalraven-ESG,GB,Cases,0.16673908489184,2022-03-07,3
RobertWalraven-ESG,GB,Deaths,0.475273385076735,2022-03-07,3
RobertWalraven-ESG,PL,Deaths,0.248822509286649,2022-03-07,3
epiforecasts-EpiNow2,FR,Cases,0.259452628591331,2022-03-07,3
epiforecasts-EpiNow2,FR,Deaths,0.439874555271001,2022-03-07,3
epiforecasts-EpiNow2,GB,Cases,0.258226610007214,2022-03-07,3
epiforecasts-EpiNow2,PL,Cases,0.257949920819218,2022-03-07,3
epiforecasts-weeklygrowth,CZ,Cases,0.250282939687977,2022-03-07,3
DSMPG-bayes,CZ,Cases,0.134986533787813,2021-04-12,5
DSMPG-bayes,FR,Cases,0.177728193586591,2021-04-12,5
FIAS_FZJ-Epi1Ger,DE,Cases,0.228089636345514,2021-04-12,5
ICM-agentModel,PL,Cases,0.204583373977751,2021-04-12,5
IEM_Health-CovidProject,CZ,Cases,0.0978944152801717,2021-04-12,5
IEM_Health-CovidProject,CZ,Deaths,0.13380983361153,2021-04-12,5
IEM_Health-CovidProject,DE,Cases,0.220480519294977,2021-04-12,5
IEM_Health-CovidProject,FR,Cases,0.176679771775363,2021-04-12,5
IEM_Health-CovidProject,FR,Deaths,0.199320172150731,2021-04-12,5
IEM_Health-CovidProject,GB,Cases,0.318902335693413,2021-04-12,5
IEM_Health-CovidProject,GB,Deaths,0.152959371818373,2021-04-12,5
IEM_Health-CovidProject,PL,Deaths,0.136400055404834,2021-04-12,5
ILM-EKF,CZ,Cases,0.243603162868334,2021-04-12,5
ILM-EKF,CZ,Deaths,0.313170370179471,2021-04-12,5
ILM-EKF,FR,Deaths,0.236532995178893,2021-04-12,5
ILM-EKF,GB,Cases,0.280338193276899,2021-04-12,5
ILM-EKF,GB,Deaths,0.252618545746335,2021-04-12,5
ILM-EKF,PL,Deaths,0.134208045196155,2021-04-12,5
Karlen-pypm,DE,Deaths,0.144597846050824,2021-04-12,5
MIMUW-StochSEIR,PL,Cases,0.174345831357805,2021-04-12,5
MIMUW-StochSEIR,PL,Deaths,0.171546489332735,2021-04-12,5
MIT_CovidAnalytics-DELPHI,DE,Deaths,0.182305879389145,2021-04-12,5
MOCOS-agent1,PL,Cases,0.311099408328752,2021-04-12,5
MOCOS-agent1,PL,Deaths,0.308600428095527,2021-04-12,5
MUNI_DMS-SEIAR,CZ,Cases,0.288348233372847,2021-04-12,5
RobertWalraven-ESG,CZ,Deaths,0.135408497818379,2021-04-12,5
RobertWalraven-ESG,DE,Deaths,0.148111360563781,2021-04-12,5
RobertWalraven-ESG,FR,Deaths,0.170378746611178,2021-04-12,5
RobertWalraven-ESG,GB,Deaths,0.144627643089229,2021-04-12,5
UNIPV-BayesINGARCHX,DE,Cases,0.163613278572696,2021-04-12,5
UNIPV-BayesINGARCHX,FR,Cases,0.15312664959056,2021-04-12,5
epiforecasts-EpiExpert,DE,Cases,0.178907608532903,2021-04-12,5
epiforecasts-EpiExpert,DE,Deaths,0.308793172246439,2021-04-12,5
epiforecasts-EpiExpert,FR,Cases,0.272085367947738,2021-04-12,5
epiforecasts-EpiExpert,FR,Deaths,0.211215713817598,2021-04-12,5
epiforecasts-EpiExpert,GB,Cases,0.140528719432124,2021-04-12,5
epiforecasts-EpiExpert,GB,Deaths,0.356191081789055,2021-04-12,5
epiforecasts-EpiExpert,PL,Cases,0.185430675601201,2021-04-12,5
epiforecasts-EpiExpert,PL,Deaths,0.249244981970749,2021-04-12,5
epiforecasts-EpiNow2,CZ,Cases,0.235167654690835,2021-04-12,5
epiforecasts-EpiNow2,CZ,Deaths,0.417611298390619,2021-04-12,5
epiforecasts-EpiNow2,DE,Cases,0.208908957253909,2021-04-12,5
epiforecasts-EpiNow2,FR,Cases,0.220380017099748,2021-04-12,5
epiforecasts-EpiNow2,FR,Deaths,0.182552372241599,2021-04-12,5
epiforecasts-EpiNow2,GB,Cases,0.260230751597563,2021-04-12,5
epiforecasts-EpiNow2,GB,Deaths,0.0936033575570084,2021-04-12,5
epiforecasts-EpiNow2,PL,Cases,0.124540710734491,2021-04-12,5
itwm-dSEIR,DE,Deaths,0.216191741749811,2021-04-12,5
DSMPG-bayes,CZ,Cases,0.190159677247022,2021-04-19,5
DSMPG-bayes,FR,Cases,0.195815284438944,2021-04-19,5
FIAS_FZJ-Epi1Ger,DE,Cases,0.204478331989805,2021-04-19,5
ICM-agentModel,PL,Cases,0.201916661440009,2021-04-19,5
IEM_Health-CovidProject,CZ,Deaths,0.124278049941724,2021-04-19,5
IEM_Health-CovidProject,DE,Cases,0.246806969849941,2021-04-19,5
IEM_Health-CovidProject,FR,Deaths,0.239429494567876,2021-04-19,5
IEM_Health-CovidProject,GB,Cases,0.30487178736559,2021-04-19,5
IEM_Health-CovidProject,PL,Deaths,0.114242385555988,2021-04-19,5
ILM-EKF,CZ,Cases,0.274786157245708,2021-04-19,5
ILM-EKF,CZ,Deaths,0.296339653414434,2021-04-19,5
ILM-EKF,FR,Deaths,0.192359715664985,2021-04-19,5
ILM-EKF,GB,Cases,0.218670217149669,2021-04-19,5
ILM-EKF,GB,Deaths,0.245387230848073,2021-04-19,5
MIMUW-StochSEIR,PL,Cases,0.105726026772689,2021-04-19,5
MIMUW-StochSEIR,PL,Deaths,0.176643800307508,2021-04-19,5
MIT_CovidAnalytics-DELPHI,DE,Cases,0.167075251937934,2021-04-19,5
MIT_CovidAnalytics-DELPHI,DE,Deaths,0.237554273348537,2021-04-19,5
MIT_CovidAnalytics-DELPHI,PL,Deaths,0.118456467026174,2021-04-19,5
MOCOS-agent1,PL,Cases,0.469664597967986,2021-04-19,5
MOCOS-agent1,PL,Deaths,0.329501485939158,2021-04-19,5
MUNI_DMS-SEIAR,CZ,Cases,0.18463200485332,2021-04-19,5
RobertWalraven-ESG,FR,Deaths,0.256631235640018,2021-04-19,5
RobertWalraven-ESG,GB,Deaths,0.161687611631366,2021-04-19,5
UMass-MechBayes,CZ,Deaths,0.135091961905766,2021-04-19,5
UMass-MechBayes,DE,Deaths,0.154484817272891,2021-04-19,5
UMass-MechBayes,FR,Deaths,0.160905871018316,2021-04-19,5
UMass-MechBayes,GB,Deaths,0.156369940016907,2021-04-19,5
UMass-SemiMech,CZ,Cases,0.166855712449703,2021-04-19,5
UMass-SemiMech,CZ,Deaths,0.137821277308976,2021-04-19,5
UMass-SemiMech,DE,Cases,0.1650830955013,2021-04-19,5
UMass-SemiMech,DE,Deaths,0.167121505324441,2021-04-19,5
UMass-SemiMech,FR,Cases,0.152593270425942,2021-04-19,5
UMass-SemiMech,FR,Deaths,0.150673683108805,2021-04-19,5
UMass-SemiMech,GB,Cases,0.122475618667186,2021-04-19,5
UMass-SemiMech,GB,Deaths,0.151068927230599,2021-04-19,5
UNIPV-BayesINGARCHX,FR,Cases,0.233330834844845,2021-04-19,5
epiforecasts-EpiExpert,DE,Deaths,0.254153805581112,2021-04-19,5
epiforecasts-EpiExpert,FR,Cases,0.196767862982604,2021-04-19,5
epiforecasts-EpiExpert,GB,Cases,0.12219558072319,2021-04-19,5
epiforecasts-EpiExpert,GB,Deaths,0.285486290273055,2021-04-19,5
epiforecasts-EpiExpert,PL,Cases,0.118087638282433,2021-04-19,5
epiforecasts-EpiExpert,PL,Deaths,0.261155861171172,2021-04-19,5
epiforecasts-EpiNow2,CZ,Cases,0.183566448204248,2021-04-19,5
epiforecasts-EpiNow2,CZ,Deaths,0.3064690574291,2021-04-19,5
epiforecasts-EpiNow2,DE,Cases,0.21655635072102,2021-04-19,5
epiforecasts-EpiNow2,FR,Cases,0.221492747307665,2021-04-19,5
epiforecasts-EpiNow2,GB,Cases,0.231786796094366,2021-04-19,5
epiforecasts-EpiNow2,PL,Cases,0.104605075536883,2021-04-19,5
itwm-dSEIR,DE,Deaths,0.186685598473019,2021-04-19,5
DSMPG-bayes,PL,Cases,0.0906682456853021,2021-04-26,5
FIAS_FZJ-Epi1Ger,DE,Cases,0.181908187599001,2021-04-26,5
ICM-agentModel,PL,Cases,0.207213887808677,2021-04-26,5
IEM_Health-CovidProject,CZ,Cases,0.0876739005411634,2021-04-26,5
IEM_Health-CovidProject,CZ,Deaths,0.122491989914554,2021-04-26,5
IEM_Health-CovidProject,DE,Cases,0.184477213060241,2021-04-26,5
IEM_Health-CovidProject,FR,Cases,0.165165319556859,2021-04-26,5
IEM_Health-CovidProject,FR,Deaths,0.161156379140337,2021-04-26,5
IEM_Health-CovidProject,GB,Cases,0.275823547918399,2021-04-26,5
ILM-EKF,CZ,Cases,0.356921665669692,2021-04-26,5
ILM-EKF,CZ,Deaths,0.221283518361584,2021-04-26,5
ILM-EKF,FR,Deaths,0.0847960601593308,2021-04-26,5
ILM-EKF,GB,Cases,0.171366748188703,2021-04-26,5
ILM-EKF,GB,Deaths,0.226400502696773,2021-04-26,5
Karlen-pypm,DE,Deaths,0.165830383550978,2021-04-26,5
MIMUW-StochSEIR,PL,Deaths,0.159236424994055,2021-04-26,5
MIT_CovidAnalytics-DELPHI,DE,Cases,0.184326247800316,2021-04-26,5
MIT_CovidAnalytics-DELPHI,DE,Deaths,0.232024545298588,2021-04-26,5
MIT_CovidAnalytics-DELPHI,PL,Deaths,0.150162357947139,2021-04-26,5
MOCOS-agent1,PL,Cases,0.493146134625729,2021-04-26,5
MOCOS-agent1,PL,Deaths,0.264242272446406,2021-04-26,5
MUNI_DMS-SEIAR,CZ,Cases,0.0961094801724218,2021-04-26,5
RobertWalraven-ESG,FR,Deaths,0.483118516873753,2021-04-26,5
RobertWalraven-ESG,GB,Deaths,0.194833438148618,2021-04-26,5
RobertWalraven-ESG,PL,Deaths,0.0979662808156271,2021-04-26,5
UMass-MechBayes,CZ,Deaths,0.181897845656587,2021-04-26,5
UMass-MechBayes,DE,Deaths,0.170086672541232,2021-04-26,5
UMass-MechBayes,FR,Deaths,0.148761676810903,2021-04-26,5
UMass-MechBayes,GB,Deaths,0.159836071530239,2021-04-26,5
UMass-SemiMech,CZ,Cases,0.172111040023838,2021-04-26,5
UMass-SemiMech,CZ,Deaths,0.191167962843089,2021-04-26,5
UMass-SemiMech,DE,Cases,0.183453339663244,2021-04-26,5
UMass-SemiMech,DE,Deaths,0.208302283914126,2021-04-26,5
UMass-SemiMech,FR,Cases,0.220953905274672,2021-04-26,5
UMass-SemiMech,FR,Deaths,0.122167367015677,2021-04-26,5
UMass-SemiMech,GB,Cases,0.180195637903837,2021-04-26,5
UNIPV-BayesINGARCHX,FR,Cases,0.161981743227168,2021-04-26,5
epiforecasts-EpiExpert,DE,Cases,0.265835011877198,2021-04-26,5
epiforecasts-EpiExpert,DE,Deaths,0.223756114695076,2021-04-26,5
epiforecasts-EpiExpert,FR,Cases,0.212575165937988,2021-04-26,5
epiforecasts-EpiExpert,GB,Cases,0.120325839626291,2021-04-26,5
epiforecasts-EpiExpert,GB,Deaths,0.221070692439006,2021-04-26,5
epiforecasts-EpiExpert,PL,Cases,0.0922598172892787,2021-04-26,5
epiforecasts-EpiExpert,PL,Deaths,0.328392663796773,2021-04-26,5
epiforecasts-EpiNow2,CZ,Cases,0.287183913592884,2021-04-26,5
epiforecasts-EpiNow2,CZ,Deaths,0.283158683224186,2021-04-26,5
epiforecasts-EpiNow2,FR,Cases,0.239323866003313,2021-04-26,5
epiforecasts-EpiNow2,GB,Cases,0.25228822636277,2021-04-26,5
epiforecasts-EpiNow2,GB,Deaths,0.197859295185365,2021-04-26,5
epiforecasts-EpiNow2,PL,Cases,0.116711914591013,2021-04-26,5
IEM_Health-CovidProject,CZ,Cases,0.120529090833142,2021-05-03,5
IEM_Health-CovidProject,DE,Cases,0.167839358583115,2021-05-03,5
IEM_Health-CovidProject,FR,Cases,0.154858529856247,2021-05-03,5
IEM_Health-CovidProject,FR,Deaths,0.123406733609934,2021-05-03,5
IEM_Health-CovidProject,GB,Cases,0.349188446920524,2021-05-03,5
ILM-EKF,CZ,Cases,0.310853110517094,2021-05-03,5
ILM-EKF,CZ,Deaths,0.145982835212302,2021-05-03,5
ILM-EKF,DE,Cases,0.176944636481601,2021-05-03,5
ILM-EKF,DE,Deaths,0.208347649091614,2021-05-03,5
ILM-EKF,FR,Cases,0.22574918397047,2021-05-03,5
ILM-EKF,FR,Deaths,0.179594006165182,2021-05-03,5
ILM-EKF,GB,Cases,0.161405982688186,2021-05-03,5
ILM-EKF,GB,Deaths,0.22468864993476,2021-05-03,5
ILM-EKF,PL,Cases,0.101242563487869,2021-05-03,5
ILM-EKF,PL,Deaths,0.171823630299996,2021-05-03,5
Karlen-pypm,DE,Cases,0.217862394655122,2021-05-03,5
Karlen-pypm,DE,Deaths,0.253382464857619,2021-05-03,5
MOCOS-agent1,PL,Cases,0.327280870661914,2021-05-03,5
MOCOS-agent1,PL,Deaths,0.350294224135861,2021-05-03,5
MUNI_DMS-SEIAR,CZ,Cases,0.130460130648914,2021-05-03,5
RobertWalraven-ESG,CZ,Deaths,0.288305512197722,2021-05-03,5
RobertWalraven-ESG,FR,Deaths,0.480306405496937,2021-05-03,5
RobertWalraven-ESG,GB,Deaths,0.15953291137401,2021-05-03,5
UMass-MechBayes,CZ,Deaths,0.156954868738087,2021-05-03,5
UMass-MechBayes,FR,Deaths,0.124314207828984,2021-05-03,5
UMass-MechBayes,GB,Deaths,0.160804513079506,2021-05-03,5
UMass-MechBayes,PL,Deaths,0.156580352194504,2021-05-03,5
UMass-SemiMech,CZ,Cases,0.166834626623673,2021-05-03,5
UMass-SemiMech,CZ,Deaths,0.154256656176558,2021-05-03,5
UMass-SemiMech,DE,Deaths,0.175815070704477,2021-05-03,5
UMass-SemiMech,FR,Cases,0.184273130833955,2021-05-03,5
UMass-SemiMech,FR,Deaths,0.0923786468989629,2021-05-03,5
UMass-SemiMech,GB,Cases,0.152536780369625,2021-05-03,5
UMass-SemiMech,PL,Cases,0.0697161481783637,2021-05-03,5
epiforecasts-EpiExpert,DE,Cases,0.234334883555485,2021-05-03,5
epiforecasts-EpiExpert,FR,Cases,0.207526089774382,2021-05-03,5
epiforecasts-EpiExpert,GB,Cases,0.172721938596453,2021-05-03,5
epiforecasts-EpiExpert,GB,Deaths,0.169289842878664,2021-05-03,5
epiforecasts-EpiExpert,PL,Cases,0.0962614954030294,2021-05-03,5
epiforecasts-EpiExpert,PL,Deaths,0.153331711700902,2021-05-03,5
epiforecasts-EpiNow2,CZ,Cases,0.271323041377178,2021-05-03,5
epiforecasts-EpiNow2,CZ,Deaths,0.254500127675331,2021-05-03,5
epiforecasts-EpiNow2,DE,Cases,0.203018726724678,2021-05-03,5
epiforecasts-EpiNow2,DE,Deaths,0.182714337498184,2021-05-03,5
epiforecasts-EpiNow2,FR,Cases,0.227593065564946,2021-05-03,5
epiforecasts-EpiNow2,GB,Cases,0.164146851425212,2021-05-03,5
epiforecasts-EpiNow2,GB,Deaths,0.28568408273306,2021-05-03,5
epiforecasts-EpiNow2,PL,Cases,0.405498922268824,2021-05-03,5
epiforecasts-EpiNow2,PL,Deaths,0.167970081668737,2021-05-03,5
itwm-dSEIR,DE,Deaths,0.179740477848106,2021-05-03,5
IEM_Health-CovidProject,FR,Cases,0.207165112848533,2021-05-10,5
IEM_Health-CovidProject,FR,Deaths,0.130905472506134,2021-05-10,5
IEM_Health-CovidProject,GB,Cases,0.407829491470083,2021-05-10,5
IEM_Health-CovidProject,GB,Deaths,0.133389382567416,2021-05-10,5
ILM-EKF,CZ,Cases,0.234520295205093,2021-05-10,5
ILM-EKF,CZ,Deaths,0.137310932084077,2021-05-10,5
ILM-EKF,FR,Cases,0.22123548298894,2021-05-10,5
ILM-EKF,FR,Deaths,0.182255282450486,2021-05-10,5
ILM-EKF,GB,Cases,0.102947899042449,2021-05-10,5
ILM-EKF,GB,Deaths,0.179648915001292,2021-05-10,5
ILM-EKF,PL,Cases,0.203562395076129,2021-05-10,5
ILM-EKF,PL,Deaths,0.19324075359496,2021-05-10,5
Karlen-pypm,DE,Cases,0.165509445685207,2021-05-10,5
Karlen-pypm,DE,Deaths,0.179873528768604,2021-05-10,5
MOCOS-agent1,PL,Cases,0.214359465713698,2021-05-10,5
MOCOS-agent1,PL,Deaths,0.329386764723886,2021-05-10,5
MUNI_DMS-SEIAR,CZ,Cases,0.180672140935036,2021-05-10,5
RobertWalraven-ESG,CZ,Deaths,0.212659758221585,2021-05-10,5
RobertWalraven-ESG,DE,Deaths,0.206793448309651,2021-05-10,5
RobertWalraven-ESG,FR,Deaths,0.433179278046139,2021-05-10,5
UMass-MechBayes,CZ,Deaths,0.188066046344899,2021-05-10,5
UMass-MechBayes,FR,Deaths,0.141222601877725,2021-05-10,5
UMass-MechBayes,PL,Deaths,0.169288901788865,2021-05-10,5
UMass-SemiMech,DE,Cases,0.168490258862885,2021-05-10,5
UMass-SemiMech,DE,Deaths,0.198360796666015,2021-05-10,5
UMass-SemiMech,FR,Cases,0.177608411142678,2021-05-10,5
UMass-SemiMech,PL,Deaths,0.15103053405743,2021-05-10,5
UNIPV-BayesINGARCHX,DE,Cases,0.227777102298352,2021-05-10,5
epiforecasts-EpiExpert,CZ,Cases,0.182948394065904,2021-05-10,5
epiforecasts-EpiExpert,DE,Cases,0.268899364196765,2021-05-10,5
epiforecasts-EpiExpert,DE,Deaths,0.214088940580271,2021-05-10,5
epiforecasts-EpiExpert,FR,Cases,0.190633253962794,2021-05-10,5
epiforecasts-EpiExpert,FR,Deaths,0.112437365119517,2021-05-10,5
epiforecasts-EpiExpert,GB,Cases,0.216718425549964,2021-05-10,5
epiforecasts-EpiExpert,GB,Deaths,0.307828917318424,2021-05-10,5
epiforecasts-EpiExpert,PL,Cases,0.133483947471383,2021-05-10,5
epiforecasts-EpiExpert_Rt,CZ,Cases,0.180345728931579,2021-05-10,5
epiforecasts-EpiExpert_Rt,CZ,Deaths,0.206611495326541,2021-05-10,5
epiforecasts-EpiExpert_Rt,GB,Cases,0.112391323110598,2021-05-10,5
epiforecasts-EpiExpert_Rt,GB,Deaths,0.159064850420834,2021-05-10,5
epiforecasts-EpiExpert_Rt,PL,Cases,0.108682259292115,2021-05-10,5
epiforecasts-EpiExpert_Rt,PL,Deaths,0.157053045834859,2021-05-10,5
epiforecasts-EpiNow2,CZ,Cases,0.221513440862388,2021-05-10,5
epiforecasts-EpiNow2,CZ,Deaths,0.255351768022898,2021-05-10,5
epiforecasts-EpiNow2,FR,Cases,0.203357739057056,2021-05-10,5
epiforecasts-EpiNow2,GB,Cases,0.160112860826907,2021-05-10,5
epiforecasts-EpiNow2,GB,Deaths,0.220067934692035,2021-05-10,5
epiforecasts-EpiNow2,PL,Cases,0.339911932446675,2021-05-10,5
itwm-dSEIR,DE,Cases,0.169323828956792,2021-05-10,5
itwm-dSEIR,DE,Deaths,0.200883285675458,2021-05-10,5
HZI-AgeExtendedSEIR,DE,Deaths,0.181786333755451,2021-05-17,5
ICM-agentModel,PL,Cases,0.112811703680866,2021-05-17,5
ICM-agentModel,PL,Deaths,0.106393456622168,2021-05-17,5
IEM_Health-CovidProject,CZ,Cases,0.103860763885835,2021-05-17,5
IEM_Health-CovidProject,CZ,Deaths,0.157535741515337,2021-05-17,5
IEM_Health-CovidProject,FR,Cases,0.256850931394951,2021-05-17,5
IEM_Health-CovidProject,FR,Deaths,0.142941553486418,2021-05-17,5
IEM_Health-CovidProject,GB,Cases,0.422350165027983,2021-05-17,5
ILM-EKF,CZ,Cases,0.299937327515493,2021-05-17,5
ILM-EKF,CZ,Deaths,0.165718082686216,2021-05-17,5
ILM-EKF,FR,Cases,0.223799474317148,2021-05-17,5
ILM-EKF,FR,Deaths,0.140530163491798,2021-05-17,5
ILM-EKF,GB,Cases,0.149477505620741,2021-05-17,5
ILM-EKF,GB,Deaths,0.149828397678986,2021-05-17,5
ILM-EKF,PL,Cases,0.170914745311546,2021-05-17,5
ILM-EKF,PL,Deaths,0.173112266159368,2021-05-17,5
MIT_CovidAnalytics-DELPHI,DE,Cases,0.220970048586912,2021-05-17,5
MIT_CovidAnalytics-DELPHI,DE,Deaths,0.210521756608251,2021-05-17,5
MOCOS-agent1,PL,Cases,0.220412830592348,2021-05-17,5
MOCOS-agent1,PL,Deaths,0.311661742422808,2021-05-17,5
MUNI_DMS-SEIAR,CZ,Cases,0.23824211325425,2021-05-17,5
PL_GRedlarski-DistrictsSum,PL,Cases,0.172309068402269,2021-05-17,5
RobertWalraven-ESG,CZ,Deaths,0.19244697432132,2021-05-17,5
RobertWalraven-ESG,DE,Deaths,0.223857813994954,2021-05-17,5
RobertWalraven-ESG,FR,Deaths,0.355924722485783,2021-05-17,5
UMass-MechBayes,CZ,Deaths,0.189241174146683,2021-05-17,5
UMass-MechBayes,FR,Deaths,0.270334361158817,2021-05-17,5
UMass-MechBayes,GB,Deaths,0.220601957902329,2021-05-17,5
UMass-MechBayes,PL,Deaths,0.219135240617144,2021-05-17,5
UMass-SemiMech,CZ,Cases,0.0774293865829242,2021-05-17,5
UMass-SemiMech,DE,Cases,0.194628360400657,2021-05-17,5
UMass-SemiMech,DE,Deaths,0.199626554887219,2021-05-17,5
UMass-SemiMech,FR,Cases,0.245272719468404,2021-05-17,5
UMass-SemiMech,FR,Deaths,0.0902691993771839,2021-05-17,5
UMass-SemiMech,PL,Deaths,0.189697294178513,2021-05-17,5
UNIPV-BayesINGARCHX,DE,Cases,0.271693094632714,2021-05-17,5
UNIPV-BayesINGARCHX,FR,Cases,0.0973484749958544,2021-05-17,5
epiforecasts-EpiExpert,DE,Cases,0.187375828852813,2021-05-17,5
epiforecasts-EpiExpert,GB,Cases,0.135627366003375,2021-05-17,5
epiforecasts-EpiExpert,GB,Deaths,0.249933100726551,2021-05-17,5
epiforecasts-EpiExpert_direct,DE,Cases,0.125332667526904,2021-05-17,5
epiforecasts-EpiExpert_direct,DE,Deaths,0.184207540754125,2021-05-17,5
epiforecasts-EpiExpert_direct,GB,Cases,0.134877640018143,2021-05-17,5
epiforecasts-EpiExpert_direct,GB,Deaths,0.139515487433709,2021-05-17,5
epiforecasts-EpiNow2,CZ,Cases,0.280530408761499,2021-05-17,5
epiforecasts-EpiNow2,CZ,Deaths,0.295058027330445,2021-05-17,5
epiforecasts-EpiNow2,FR,Cases,0.176728399823642,2021-05-17,5
epiforecasts-EpiNow2,GB,Cases,0.157667323329758,2021-05-17,5
epiforecasts-EpiNow2,GB,Deaths,0.240121056258425,2021-05-17,5
epiforecasts-EpiNow2,PL,Cases,0.323551652012972,2021-05-17,5
HZI-AgeExtendedSEIR,DE,Deaths,0.192468921299987,2021-05-24,5
IEM_Health-CovidProject,CZ,Cases,0.110686100101619,2021-05-24,5
IEM_Health-CovidProject,FR,Cases,0.180269620759283,2021-05-24,5
IEM_Health-CovidProject,GB,Cases,0.281267581318625,2021-05-24,5
ILM-EKF,CZ,Cases,0.290741123233227,2021-05-24,5
ILM-EKF,CZ,Deaths,0.164555049190771,2021-05-24,5
ILM-EKF,FR,Cases,0.230131983828115,2021-05-24,5
ILM-EKF,FR,Deaths,0.217918675087833,2021-05-24,5
ILM-EKF,PL,Cases,0.253005095081418,2021-05-24,5
ILM-EKF,PL,Deaths,0.171808152832644,2021-05-24,5
MIT_CovidAnalytics-DELPHI,DE,Cases,0.302039598024543,2021-05-24,5
MOCOS-agent1,PL,Cases,0.185661560281449,2021-05-24,5
MOCOS-agent1,PL,Deaths,0.272983091637966,2021-05-24,5
MUNI_DMS-SEIAR,CZ,Cases,0.236878681651874,2021-05-24,5
MUNI_DMS-SEIAR,CZ,Deaths,0.11434805416423,2021-05-24,5
PL_GRedlarski-DistrictsSum,PL,Cases,0.228190761670457,2021-05-24,5
RobertWalraven-ESG,CZ,Deaths,0.244190124284445,2021-05-24,5
RobertWalraven-ESG,DE,Deaths,0.181995831153707,2021-05-24,5
RobertWalraven-ESG,FR,Deaths,0.228382392499076,2021-05-24,5
UMass-MechBayes,CZ,Deaths,0.255516558016771,2021-05-24,5
UMass-MechBayes,FR,Deaths,0.264364652774291,2021-05-24,5
UMass-MechBayes,GB,Deaths,0.234940281887883,2021-05-24,5
UMass-MechBayes,PL,Deaths,0.263489845764191,2021-05-24,5
UMass-SemiMech,CZ,Cases,0.0673543721335987,2021-05-24,5
UMass-SemiMech,DE,Cases,0.152847064677558,2021-05-24,5
UMass-SemiMech,FR,Cases,0.190694573691214,2021-05-24,5
UMass-SemiMech,PL,Deaths,0.169156824771395,2021-05-24,5
UNIPV-BayesINGARCHX,DE,Cases,0.160728168881343,2021-05-24,5
epiforecasts-EpiExpert,DE,Cases,0.191549706791532,2021-05-24,5
epiforecasts-EpiExpert,DE,Deaths,0.216936863462312,2021-05-24,5
epiforecasts-EpiExpert,FR,Cases,0.199451910860694,2021-05-24,5
epiforecasts-EpiExpert,FR,Deaths,0.1446671398194,2021-05-24,5
epiforecasts-EpiExpert,GB,Cases,0.169198017808346,2021-05-24,5
epiforecasts-EpiExpert,GB,Deaths,0.238455245907109,2021-05-24,5
epiforecasts-EpiExpert,PL,Cases,0.146198005183477,2021-05-24,5
epiforecasts-EpiExpert,PL,Deaths,0.122562084993804,2021-05-24,5
epiforecasts-EpiExpert_Rt,DE,Cases,0.192835461625025,2021-05-24,5
epiforecasts-EpiExpert_Rt,GB,Cases,0.211577034238283,2021-05-24,5
epiforecasts-EpiExpert_Rt,GB,Deaths,0.15561898834309,2021-05-24,5
epiforecasts-EpiExpert_direct,DE,Deaths,0.210862232852786,2021-05-24,5
